Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"5,100",70 to 80,800 to 900,Jun-24
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
NOVENA HILL,JALAN NOVENA,11,Non-Landed Properties,NA,"3,500",50 to 60,600 to 700,Jun-24
CASA MELWANI,SURREY ROAD,11,Non-Landed Properties,3,"6,500",180 to 190,"2,000 to 2,100",Jun-24
NEWTON 18,NEWTON ROAD,11,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Jun-24
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Jun-24
NON-LANDED HOUSING DEVELOPMENT,LINCOLN ROAD,11,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Jun-24
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Jun-24
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"9,500",210 to 220,"2,200 to 2,300",Jun-24
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Jun-24
LA SUISSE,SWISS VIEW,11,Non-Landed Properties,3,"6,000",190 to 200,"2,000 to 2,100",Jun-24
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-Landed Properties,3,"5,500",150 to 160,"1,700 to 1,800",Jun-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"5,600",90 to 100,"1,000 to 1,100",Jun-24
MANDALE HEIGHTS,MANDALAY ROAD,11,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",Jun-24
THOMSON EURO-ASIA,THOMSON ROAD,11,Non-Landed Properties,3,"5,100",100 to 110,"1,100 to 1,200",Jun-24
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"7,700",130 to 140,"1,300 to 1,400",Jun-24
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"7,600",140 to 150,"1,500 to 1,600",Jun-24
ONE AKYAB,AKYAB ROAD,11,Non-Landed Properties,4,"6,800",220 to 230,"2,300 to 2,400",Jun-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"4,400",80 to 90,"900 to 1,000",Jun-24
MANDALE HEIGHTS,MANDALAY ROAD,11,Non-Landed Properties,4,"6,900",170 to 180,"1,900 to 2,000",Jun-24
NOVENA LODGE,JALAN MERLIMAU,11,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Jun-24
ORCHID APARTMENTS,ENG NEO AVENUE,11,Non-Landed Properties,NA,"4,000",120 to 130,"1,300 to 1,400",Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Jun-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,3,"9,300",120 to 130,"1,300 to 1,400",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,3,"9,000",130 to 140,"1,400 to 1,500",Jun-24
THOMSON 800,THOMSON ROAD,11,Non-Landed Properties,3,"5,000",130 to 140,"1,300 to 1,400",Jun-24
PASTORAL VIEW,BASSEIN ROAD,11,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Jun-24
368 THOMSON,THOMSON ROAD,11,Non-Landed Properties,3,"5,650",120 to 130,"1,300 to 1,400",Jun-24
ADRIA,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,2,"3,400",50 to 60,600 to 700,Jun-24
MANDALE HEIGHTS,MANDALAY ROAD,11,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Jun-24
THE HUNTINGTON,MOULMEIN ROAD,11,Non-Landed Properties,3,"5,400",100 to 110,"1,100 to 1,200",Jun-24
10 EVELYN,EVELYN ROAD,11,Non-Landed Properties,2,"5,800",70 to 80,800 to 900,Jun-24
ADRIA,DERBYSHIRE ROAD,11,Non-Landed Properties,2,"4,700",70 to 80,800 to 900,Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,4,"10,700",150 to 160,"1,600 to 1,700",Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Jun-24
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"7,500",140 to 150,"1,500 to 1,600",Jun-24
10 SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Jun-24
NEWTON 18,NEWTON ROAD,11,Non-Landed Properties,2,"4,400",70 to 80,800 to 900,Jun-24
NON-LANDED HOUSING DEVELOPMENT,SHREWSBURY ROAD,11,Non-Landed Properties,NA,"3,300",80 to 90,800 to 900,Jun-24
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-Landed Properties,3,"7,500",180 to 190,"2,000 to 2,100",Jun-24
THE LINCOLN RESIDENCES,SURREY ROAD,11,Non-Landed Properties,4,"7,700",190 to 200,"2,000 to 2,100",Jun-24
10 EVELYN,EVELYN ROAD,11,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Jun-24
8 BASSEIN,BASSEIN ROAD,11,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,950",70 to 80,700 to 800,Jun-24
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,4,"10,800",200 to 210,"2,200 to 2,300",Jun-24
368 THOMSON,THOMSON ROAD,11,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Jun-24
THE AXIS,MANDALAY ROAD,11,Non-Landed Properties,2,"4,650",70 to 80,700 to 800,Jun-24
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,3,"5,700",120 to 130,"1,300 to 1,400",Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,150",40 to 50,500 to 600,Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,3,"9,000",130 to 140,"1,400 to 1,500",Jun-24
ESPANA,DYSON ROAD,11,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",Jun-24
8 BASSEIN,BASSEIN ROAD,11,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Jun-24
1 MOULMEIN RISE,MOULMEIN RISE,11,Non-Landed Properties,3,"6,100",110 to 120,"1,200 to 1,300",Jun-24
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Jun-24
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,100",70 to 80,700 to 800,Jun-24
THE TREVOSE,TREVOSE CRESCENT,11,Non-Landed Properties,4,"8,500",170 to 180,"1,800 to 1,900",Jun-24
PAVILION 11,AKYAB ROAD,11,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Jun-24
368 THOMSON,THOMSON ROAD,11,Non-Landed Properties,3,"5,200",120 to 130,"1,300 to 1,400",Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"6,400",100 to 110,"1,100 to 1,200",Jun-24
26 NEWTON,NEWTON ROAD,11,Non-Landed Properties,1,"3,400",40 to 50,400 to 500,Jun-24
CITY EDGE,MOULMEIN RISE,11,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Jun-24
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
NON-LANDED HOUSING DEVELOPMENT,LINCOLN ROAD,11,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Jun-24
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Jun-24
MONTEBLEU,MINBU ROAD,11,Non-Landed Properties,4,"6,600",140 to 150,"1,500 to 1,600",Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"4,500",90 to 100,"900 to 1,000",Jun-24
STRATA,ESSEX ROAD,11,Non-Landed Properties,1,"3,050",40 to 50,500 to 600,Jun-24
THOMSON 800,THOMSON ROAD,11,Non-Landed Properties,3,"6,000",150 to 160,"1,600 to 1,700",Jun-24
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"7,200",130 to 140,"1,300 to 1,400",Jun-24
MIRO,LINCOLN ROAD,11,Non-Landed Properties,3,"7,500",180 to 190,"1,900 to 2,000",Jun-24
ADRIA,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,450",50 to 60,500 to 600,Jun-24
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"11,000",250 to 260,"2,700 to 2,800",Jun-24
NEWTON 21,NEWTON ROAD,11,Non-Landed Properties,3,"5,000",90 to 100,"1,000 to 1,100",Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"7,250",100 to 110,"1,100 to 1,200",Jun-24
PASTORAL VIEW,BASSEIN ROAD,11,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Jun-24
NEWTON 18,NEWTON ROAD,11,Non-Landed Properties,1,"3,750",50 to 60,600 to 700,Jun-24
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-Landed Properties,1,"3,500",80 to 90,"900 to 1,000",Jun-24
D'EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"5,400",120 to 130,"1,300 to 1,400",Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"6,100",110 to 120,"1,100 to 1,200",Jun-24
NOVENA SUITES,MOULMEIN ROAD,11,Non-Landed Properties,1,"3,300",60 to 70,600 to 700,Jun-24
NOVENA LODGE,JALAN MERLIMAU,11,Non-Landed Properties,2,"3,689",70 to 80,700 to 800,Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,3,"8,900",190 to 200,"2,100 to 2,200",Jun-24
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"5,150",90 to 100,"900 to 1,000",Jun-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"5,850",90 to 100,"900 to 1,000",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"6,800",130 to 140,"1,400 to 1,500",Jun-24
THOMSON 800,THOMSON ROAD,11,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Jun-24
MULBERRY TREE,MOULMEIN ROAD,11,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
D'EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Jun-24
THOMSON 800,THOMSON ROAD,11,Non-Landed Properties,3,"5,500",130 to 140,"1,400 to 1,500",Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"5,900",90 to 100,"1,000 to 1,100",Jun-24
IRIDIUM,LINCOLN ROAD,11,Non-Landed Properties,3,"4,200",100 to 110,"1,000 to 1,100",Jun-24
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,3,"7,500",110 to 120,"1,200 to 1,300",Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,3,"6,700",130 to 140,"1,400 to 1,500",Jun-24
MANDALE HEIGHTS,MANDALAY ROAD,11,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Jun-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,3,"7,700",120 to 130,"1,300 to 1,400",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"4,000",50 to 60,500 to 600,Jun-24
IRIDIUM,LINCOLN ROAD,11,Non-Landed Properties,3,"5,000",90 to 100,"1,000 to 1,100",Jun-24
NOVENA SUITES,MOULMEIN ROAD,11,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"5,500",70 to 80,800 to 900,Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Jun-24
THE ANSLEY,MANDALAY ROAD,11,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Jun-24
NON-LANDED HOUSING DEVELOPMENT,KHEAM HOCK ROAD,11,Non-Landed Properties,NA,"9,000",220 to 230,"2,400 to 2,500",Jun-24
NON-LANDED HOUSING DEVELOPMENT,GILSTEAD ROAD,11,Non-Landed Properties,2,"1,800",100 to 110,"1,000 to 1,100",Jun-24
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Jun-24
8 BASSEIN,BASSEIN ROAD,11,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,3,"5,800",130 to 140,"1,400 to 1,500",Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"5,500",90 to 100,"1,000 to 1,100",Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,3,"9,500",190 to 200,"2,000 to 2,100",Jun-24
TREVOSE PARK,TREVOSE CRESCENT,11,Non-Landed Properties,2,"3,800",70 to 80,800 to 900,Jun-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"4,000",70 to 80,800 to 900,Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Jun-24
NOVENA REGENCY,THOMSON ROAD,11,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,Jun-24
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"4,800",90 to 100,"900 to 1,000",Jun-24
LA SUISSE,SWISS VIEW,11,Non-Landed Properties,3,"7,500",190 to 200,"2,000 to 2,100",Jun-24
AMANINDA,THOMSON ROAD,11,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Jun-24
NEWTON 21,NEWTON ROAD,11,Non-Landed Properties,3,"6,500",140 to 150,"1,500 to 1,600",Jun-24
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,2,"6,000",100 to 110,"1,100 to 1,200",Jun-24
AMANINDA,THOMSON ROAD,11,Non-Landed Properties,1,"3,500",50 to 60,600 to 700,Jun-24
GLOUCESTER MANSIONS,NEWTON ROAD,11,Non-Landed Properties,1,"3,550",60 to 70,600 to 700,Jun-24
KELLETT COURT,SHELFORD ROAD,11,Non-Landed Properties,2,"4,250",80 to 90,800 to 900,Jun-24
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,NA,"2,900",40 to 50,400 to 500,Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,400",40 to 50,400 to 500,Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Jun-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"4,450",70 to 80,800 to 900,Jun-24
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-Landed Properties,4,"8,900",170 to 180,"1,800 to 1,900",Jun-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,4,"10,500",170 to 180,"1,800 to 1,900",Jun-24
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Jun-24
ROCHELLE AT NEWTON,KENG LEE ROAD,11,Non-Landed Properties,3,"8,200",150 to 160,"1,700 to 1,800",Jun-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"5,500",90 to 100,"900 to 1,000",Jun-24
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"5,500",90 to 100,"1,000 to 1,100",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,4,"9,800",160 to 170,"1,700 to 1,800",Jun-24
NON-LANDED HOUSING DEVELOPMENT,GILSTEAD ROAD,11,Non-Landed Properties,2,"1,800",90 to 100,"1,000 to 1,100",Jun-24
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"5,488",90 to 100,"900 to 1,000",Jun-24
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,NA,"7,200",180 to 190,"2,000 to 2,100",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"3,400",50 to 60,500 to 600,Jun-24
VILLA DES FLORES,WHITLEY ROAD,11,Non-Landed Properties,3,"3,500",180 to 190,"1,900 to 2,000",Jun-24
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,2,"4,100",80 to 90,800 to 900,Jun-24
STRATA,ESSEX ROAD,11,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Jun-24
THE LINCOLN RESIDENCES,SURREY ROAD,11,Non-Landed Properties,3,"7,000",120 to 130,"1,300 to 1,400",Jun-24
BUCKLEY CLASSIQUE,BUCKLEY ROAD,11,Non-Landed Properties,3,"7,200",130 to 140,"1,400 to 1,500",Jun-24
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Jun-24
THE TREVOSE,TREVOSE CRESCENT,11,Non-Landed Properties,3,"7,000",240 to 250,"2,600 to 2,700",Jun-24
THOMSON VALE,THOMSON ROAD,11,Non-Landed Properties,3,"4,000",90 to 100,"1,000 to 1,100",Jun-24
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,4,"10,500",160 to 170,"1,700 to 1,800",Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,4,"8,500",190 to 200,"2,000 to 2,100",Jun-24
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Jun-24
SUITES @ SURREY,SURREY ROAD,11,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,2,"4,300",80 to 90,"900 to 1,000",Jun-24
HILLCREST ARCADIA,ARCADIA ROAD,11,Non-Landed Properties,1,"2,750",60 to 70,600 to 700,Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,3,"7,600",130 to 140,"1,400 to 1,500",Jun-24
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Jun-24
SURREY COURT,SURREY ROAD,11,Non-Landed Properties,3,"4,700",100 to 110,"1,100 to 1,200",Jun-24
VIVA,SUFFOLD WALK,11,Non-Landed Properties,2,"5,850",80 to 90,"900 to 1,000",Jun-24
NOVENA HILL,JALAN NOVENA,11,Non-Landed Properties,NA,"3,500",50 to 60,600 to 700,Jun-24
MANDALAY MANSION,MINBU ROAD,11,Non-Landed Properties,NA,"5,000",190 to 200,"2,000 to 2,100",Jun-24
THE SPRINGS,MOULMEIN RISE,11,Non-Landed Properties,2,"4,300",90 to 100,"1,000 to 1,100",Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,1,"3,400",60 to 70,600 to 700,Jun-24
VISIN APARTMENTS,SURREY ROAD,11,Non-Landed Properties,NA,"4,300",100 to 110,"1,000 to 1,100",Jun-24
VISIN APARTMENTS,SURREY ROAD,11,Non-Landed Properties,NA,"4,300",100 to 110,"1,000 to 1,100",Jun-24
NOVENA REGENCY,THOMSON ROAD,11,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,4,"7,750",150 to 160,"1,700 to 1,800",Jun-24
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,4,"8,500",190 to 200,"2,000 to 2,100",Jun-24
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"5,000",80 to 90,"900 to 1,000",Jun-24
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"7,800",140 to 150,"1,500 to 1,600",Jun-24
THE ANSLEY,MANDALAY ROAD,11,Non-Landed Properties,2,"4,600",90 to 100,"1,000 to 1,100",Jun-24
NINETEEN SHELFORD ROAD,SHELFORD ROAD,11,Non-Landed Properties,1,"2,800",50 to 60,600 to 700,Jun-24
10 SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jun-24
SURREY COURT,SURREY ROAD,11,Non-Landed Properties,4,"5,000",130 to 140,"1,400 to 1,500",Jun-24
