Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"7,400",100 to 110,"1,100 to 1,200",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,500",80 to 90,800 to 900,Jun-24
PEOPLE'S PARK COMPLEX,PARK ROAD,01,Non-Landed Properties,1,"2,400",30 to 40,400 to 500,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,777",70 to 80,700 to 800,Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,1,"5,500",60 to 70,700 to 800,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,3,"15,000",140 to 150,"1,500 to 1,600",Jun-24
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,2,"3,700",50 to 60,600 to 700,Jun-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"4,150",60 to 70,600 to 700,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,750",50 to 60,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,350",80 to 90,800 to 900,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,737",80 to 90,800 to 900,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"6,800",90 to 100,"900 to 1,000",Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,650",60 to 70,600 to 700,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,4,"17,000",200 to 210,"2,200 to 2,300",Jun-24
EMERALD GARDEN,CLUB STREET,01,Non-Landed Properties,2,"4,900",90 to 100,"1,000 to 1,100",Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",40 to 50,500 to 600,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",70 to 80,700 to 800,Jun-24
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,3,"11,800",180 to 190,"1,900 to 2,000",Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,275",40 to 50,500 to 600,Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,737",40 to 50,400 to 500,Jun-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,2,"5,700",80 to 90,"900 to 1,000",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,500",90 to 100,"1,000 to 1,100",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,3,"7,900",110 to 120,"1,100 to 1,200",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,600",80 to 90,800 to 900,Jun-24
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,2,"9,000",110 to 120,"1,200 to 1,300",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,800",80 to 90,800 to 900,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,950",60 to 70,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,900",50 to 60,600 to 700,Jun-24
ALLAN VILLE,GEMMILL LANE,01,Non-Landed Properties,NA,"4,250",50 to 60,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,800",50 to 60,600 to 700,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",60 to 70,700 to 800,Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,1,"6,000",60 to 70,700 to 800,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,000",80 to 90,800 to 900,Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,000",40 to 50,500 to 600,Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,3,"14,000",180 to 190,"1,900 to 2,000",Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,600",60 to 70,700 to 800,Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,500",90 to 100,"1,000 to 1,100",Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,3,"14,000",180 to 190,"1,900 to 2,000",Jun-24
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-Landed Properties,3,"9,500",150 to 160,"1,600 to 1,700",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,500",80 to 90,"900 to 1,000",Jun-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,2,"7,000",100 to 110,"1,000 to 1,100",Jun-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,3,"8,200",140 to 150,"1,500 to 1,600",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"4,600",50 to 60,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"5,600",60 to 70,600 to 700,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,780",60 to 70,600 to 700,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"5,800",80 to 90,800 to 900,Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"4,100",40 to 50,400 to 500,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Jun-24
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-Landed Properties,3,"9,500",150 to 160,"1,600 to 1,700",Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"6,125",70 to 80,700 to 800,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,3,"10,550",140 to 150,"1,500 to 1,600",Jun-24
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,2,"6,200",100 to 110,"1,100 to 1,200",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"7,050",80 to 90,800 to 900,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"7,500",100 to 110,"1,100 to 1,200",Jun-24
ONE SHENTON,SHENTON WAY,01,Non-Landed Properties,1,"6,000",80 to 90,"900 to 1,000",Jun-24
PEOPLE'S PARK COMPLEX,PARK ROAD,01,Non-Landed Properties,1,"2,000",30 to 40,400 to 500,Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,4,"15,000",220 to 230,"2,300 to 2,400",Jun-24
V ON SHENTON,SHENTON WAY,01,Non-Landed Properties,3,"8,200",140 to 150,"1,500 to 1,600",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"6,500",80 to 90,800 to 900,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,2,"6,500",90 to 100,"1,000 to 1,100",Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,3,"12,500",140 to 150,"1,500 to 1,600",Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,2,"8,600",90 to 100,"1,000 to 1,100",Jun-24
PEOPLE'S PARK COMPLEX,PARK ROAD,01,Non-Landed Properties,4,"4,200",140 to 150,"1,600 to 1,700",Jun-24
ROBINSON SUITES,ROBINSON ROAD,01,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Jun-24
THE CLIFT,MCCALLUM STREET,01,Non-Landed Properties,1,"3,900",40 to 50,500 to 600,Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,300",60 to 70,700 to 800,Jun-24
THE SAIL @ MARINA BAY,MARINA BOULEVARD,01,Non-Landed Properties,3,"7,500",120 to 130,"1,300 to 1,400",Jun-24
MARINA BAY RESIDENCES,MARINA BOULEVARD,01,Non-Landed Properties,2,"8,000",90 to 100,"1,000 to 1,100",Jun-24
MARINA BAY SUITES,CENTRAL BOULEVARD,01,Non-Landed Properties,4,"17,000",250 to 260,"2,600 to 2,700",Jun-24
MARINA ONE RESIDENCES,MARINA WAY,01,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Jun-24
