Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
RIVIERA 38,MAR THOMA ROAD,12,Non-Landed Properties,2,"3,450",60 to 70,700 to 800,Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,550",60 to 70,600 to 700,Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
PRESTIGE HEIGHTS,BALESTIER ROAD,12,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Jun-24
AVA TOWERS,AVA ROAD,12,Non-Landed Properties,3,"3,900",110 to 120,"1,200 to 1,300",Jun-24
RIVERBAY,MAR THOMA ROAD,12,Non-Landed Properties,1,"2,600",40 to 50,500 to 600,Jun-24
VIIO @ BALESTIER,BALESTIER ROAD,12,Non-Landed Properties,2,"4,100",70 to 80,800 to 900,Jun-24
REGENT RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"4,800",80 to 90,"900 to 1,000",Jun-24
OPAL SUITES,OPAL CRESCENT,12,Non-Landed Properties,1,"2,200",30 to 40,300 to 400,Jun-24
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,Jun-24
OKIO,BALESTIER ROAD,12,Non-Landed Properties,1,"2,650",30 to 40,400 to 500,Jun-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Jun-24
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,3,"5,500",130 to 140,"1,400 to 1,500",Jun-24
BOON TECK TOWER,BOON TECK ROAD,12,Non-Landed Properties,3,"3,200",150 to 160,"1,600 to 1,700",Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
NEEM TREE,JALAN KEMAMAN,12,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Jun-24
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,2,"3,900",80 to 90,800 to 900,Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"5,000",90 to 100,"900 to 1,000",Jun-24
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Jun-24
REGAL COURT,KIM KEAT ROAD,12,Non-Landed Properties,2,"3,100",80 to 90,"900 to 1,000",Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,Jun-24
THE MEZZO,BALESTIER ROAD,12,Non-Landed Properties,2,"3,900",70 to 80,800 to 900,Jun-24
CALARASI,KIM KEAT LANE,12,Non-Landed Properties,3,"3,500",100 to 110,"1,100 to 1,200",Jun-24
THE INTERWEAVE,KIM KEAT ROAD,12,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jun-24
SKYSUITES17,JALAN RAJAH,12,Non-Landed Properties,2,"3,000",60 to 70,600 to 700,Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,3,"4,600",90 to 100,"900 to 1,000",Jun-24
JUI RESIDENCES,SERANGOON ROAD,12,Non-Landed Properties,3,"5,100",90 to 100,"1,000 to 1,100",Jun-24
THE TIER,PEGU ROAD,12,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Jun-24
DE ROYALE,JALAN RAMA RAMA,12,Non-Landed Properties,3,"4,650",110 to 120,"1,200 to 1,300",Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
NOVA 88,BHAMO ROAD,12,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Jun-24
ST MICHAEL'S CONDOMINIUM,ST. MICHAEL'S ROAD,12,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Jun-24
DOMUS,IRRAWADDY ROAD,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Jun-24
THE MARQUE @ IRRAWADDY,SHAN ROAD,12,Non-Landed Properties,3,"4,200",100 to 110,"1,000 to 1,100",Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Jun-24
OLEANDER TOWERS,LORONG 1 TOA PAYOH,12,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Jun-24
BALESTIER POINT,BALESTIER ROAD,12,Non-Landed Properties,2,"3,400",100 to 110,"1,100 to 1,200",Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
EIGHT RIVERSUITES,WHAMPOA EAST,12,Non-Landed Properties,2,"3,550",60 to 70,600 to 700,Jun-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,3,"5,000",110 to 120,"1,100 to 1,200",Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,800",50 to 60,500 to 600,Jun-24
SUITES @ TOPAZ,TOPAZ ROAD,12,Non-Landed Properties,1,"2,450",30 to 40,400 to 500,Jun-24
REGAL COURT,KIM KEAT ROAD,12,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Jun-24
VISTA RESIDENCES,JALAN DATOH,12,Non-Landed Properties,1,"3,300",50 to 60,600 to 700,Jun-24
GEM RESIDENCES,LORONG 5 TOA PAYOH,12,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,Jun-24
TREVISTA,LORONG 3 TOA PAYOH,12,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Jun-24
ROCCA BALESTIER,BALESTIER ROAD,12,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Jun-24
D'MIRA,BOON TECK ROAD,12,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jun-24
CITY REGENCY,ST. MICHAEL'S ROAD,12,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Jun-24
