Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
ADAM PARK CONDOMINIUM,ADAM ROAD,11,Non-Landed Properties,2,"4,050",80 to 90,800 to 900,Apr-26
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,NA,"3,000",40 to 50,400 to 500,Apr-26
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,2,"3,600",70 to 80,700 to 800,Apr-26
VIVA,SUFFOLK WALK,11,Non-Landed Properties,3,"8,600",120 to 130,"1,300 to 1,400",Apr-26
NEU AT NOVENA,MOULMEIN RISE,11,Non-Landed Properties,2,"4,000",50 to 60,500 to 600,Apr-26
L'VIV,NEWTON ROAD,11,Non-Landed Properties,3,"8,500",180 to 190,"2,000 to 2,100",Apr-26
NOVENA REGENCY,THOMSON ROAD,11,Non-Landed Properties,2,"3,650",50 to 60,500 to 600,Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,2,"4,450",80 to 90,"900 to 1,000",Apr-26
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,1,"2,950",50 to 60,500 to 600,Apr-26
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,2,"3,700",50 to 60,600 to 700,Apr-26
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,3,"5,700",120 to 130,"1,300 to 1,400",Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"6,000",90 to 100,"900 to 1,000",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"3,500",40 to 50,500 to 600,Apr-26
NEWTON 21,NEWTON ROAD,11,Non-Landed Properties,3,"5,550",90 to 100,"1,000 to 1,100",Apr-26
THE AXIS,MANDALAY ROAD,11,Non-Landed Properties,1,"2,850",30 to 40,300 to 400,Apr-26
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,11,Non-Landed Properties,1,"3,950",40 to 50,400 to 500,Apr-26
THOMSON EURO-ASIA,THOMSON ROAD,11,Non-Landed Properties,3,"6,800",150 to 160,"1,600 to 1,700",Apr-26
VIVA,SUFFOLK WALK,11,Non-Landed Properties,2,"5,650",80 to 90,"900 to 1,000",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"4,000",40 to 50,500 to 600,Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"6,500",80 to 90,"900 to 1,000",Apr-26
THE LINCOLN MODERN,LINCOLN ROAD,11,Non-Landed Properties,3,"7,000",130 to 140,"1,400 to 1,500",Apr-26
THE GLYNDEBOURNE,TREVOSE CRESCENT,11,Non-Landed Properties,3,"7,500",130 to 140,"1,400 to 1,500",Apr-26
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"8,000",130 to 140,"1,400 to 1,500",Apr-26
PAVILION 11,AKYAB ROAD,11,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Apr-26
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,2,"3,900",80 to 90,800 to 900,Apr-26
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,3,"6,900",110 to 120,"1,200 to 1,300",Apr-26
PAVILION 11,AKYAB ROAD,11,Non-Landed Properties,3,"6,600",130 to 140,"1,400 to 1,500",Apr-26
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Apr-26
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Apr-26
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,950",70 to 80,700 to 800,Apr-26
SUITES @ SURREY,SURREY ROAD,11,Non-Landed Properties,2,"4,300",80 to 90,800 to 900,Apr-26
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,2,"5,400",90 to 100,"1,000 to 1,100",Apr-26
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,NA,"3,000",40 to 50,400 to 500,Apr-26
ROSEVALE,LINCOLN ROAD,11,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",Apr-26
PEAK RESIDENCE,THOMSON ROAD,11,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Apr-26
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,400",70 to 80,700 to 800,Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Apr-26
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,3,"7,200",110 to 120,"1,200 to 1,300",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,NA,"3,800",50 to 60,500 to 600,Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,4,"7,800",210 to 220,"2,200 to 2,300",Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,3,"6,700",180 to 190,"2,000 to 2,100",Apr-26
THE LINCOLN MODERN,LINCOLN ROAD,11,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Apr-26
ADAM GREEN,ADAM ROAD,11,Non-Landed Properties,2,"3,700",70 to 80,700 to 800,Apr-26
NEWTON SUITES,NEWTON ROAD,11,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,Apr-26
IKIGAI,SHREWSBURY ROAD,11,Non-Landed Properties,1,"3,850",50 to 60,600 to 700,Apr-26
L'VIV,NEWTON ROAD,11,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Apr-26
VIVA,SUFFOLK WALK,11,Non-Landed Properties,4,"10,500",180 to 190,"1,900 to 2,000",Apr-26
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,11,Non-Landed Properties,2,"4,900",60 to 70,600 to 700,Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"8,000",100 to 110,"1,000 to 1,100",Apr-26
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Apr-26
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,11,Non-Landed Properties,1,"4,000",40 to 50,400 to 500,Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,3,"9,200",140 to 150,"1,500 to 1,600",Apr-26
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,11,Non-Landed Properties,2,"5,000",60 to 70,600 to 700,Apr-26
HILLCREST PARK,GREENWOOD AVENUE,11,Non-Landed Properties,NA,"4,750",100 to 110,"1,100 to 1,200",Apr-26
NOVENA SUITES,MOULMEIN ROAD,11,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"6,200",80 to 90,"900 to 1,000",Apr-26
35 GILSTEAD,GILSTEAD ROAD,11,Non-Landed Properties,NA,"9,000",140 to 150,"1,500 to 1,600",Apr-26
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"10,400",210 to 220,"2,200 to 2,300",Apr-26
21 SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Apr-26
TREVOSE PARK,TREVOSE CRESCENT,11,Non-Landed Properties,3,"7,200",150 to 160,"1,600 to 1,700",Apr-26
MIRO,LINCOLN ROAD,11,Non-Landed Properties,2,"5,000",110 to 120,"1,200 to 1,300",Apr-26
SHELFORD SUITES,SHELFORD ROAD,11,Non-Landed Properties,3,"6,800",110 to 120,"1,200 to 1,300",Apr-26
THE LINC,LINCOLN ROAD,11,Non-Landed Properties,3,"5,900",120 to 130,"1,200 to 1,300",Apr-26
PULLMAN RESIDENCES NEWTON,DUNEARN ROAD,11,Non-Landed Properties,1,"4,000",40 to 50,400 to 500,Apr-26
THE ARMADALE,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,300",80 to 90,800 to 900,Apr-26
10 SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Apr-26
NON-LANDED HOUSING DEVELOPMENT,SHREWSBURY ROAD,11,Non-Landed Properties,NA,"3,600",80 to 90,800 to 900,Apr-26
368 THOMSON,THOMSON ROAD,11,Non-Landed Properties,2,"4,300",80 to 90,800 to 900,Apr-26
STRATA,ESSEX ROAD,11,Non-Landed Properties,2,"4,650",90 to 100,"1,000 to 1,100",Apr-26
ADRIA,DERBYSHIRE ROAD,11,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Apr-26
SUITES @ NEWTON,SURREY ROAD,11,Non-Landed Properties,1,"3,050",40 to 50,400 to 500,Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"7,000",100 to 110,"1,000 to 1,100",Apr-26
NOVENA REGENCY,THOMSON ROAD,11,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,Apr-26
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,750",80 to 90,"900 to 1,000",Apr-26
BIRMINGHAM MANSIONS,THOMSON ROAD,11,Non-Landed Properties,3,"4,800",150 to 160,"1,700 to 1,800",Apr-26
26 NEWTON,NEWTON ROAD,11,Non-Landed Properties,1,"4,400",40 to 50,400 to 500,Apr-26
10 EVELYN,EVELYN ROAD,11,Non-Landed Properties,1,"3,800",70 to 80,700 to 800,Apr-26
LA SUISSE,SWISS VIEW,11,Non-Landed Properties,3,"7,200",200 to 210,"2,200 to 2,300",Apr-26
THE ARMADALE,GILSTEAD ROAD,11,Non-Landed Properties,1,"3,600",60 to 70,600 to 700,Apr-26
MORIMASA GARDENS,GILSTEAD ROAD,11,Non-Landed Properties,3,"6,800",170 to 180,"1,800 to 1,900",Apr-26
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,2,"5,600",90 to 100,"1,000 to 1,100",Apr-26
L'VIV,NEWTON ROAD,11,Non-Landed Properties,2,"7,425",90 to 100,"1,000 to 1,100",Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Apr-26
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"9,750",210 to 220,"2,200 to 2,300",Apr-26
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,900",80 to 90,"900 to 1,000",Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,3,"8,500",130 to 140,"1,400 to 1,500",Apr-26
SKY@ELEVEN,THOMSON LANE,11,Non-Landed Properties,4,"11,800",250 to 260,"2,700 to 2,800",Apr-26
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,NA,"3,400",40 to 50,400 to 500,Apr-26
RESIDENCES @ EVELYN,EVELYN ROAD,11,Non-Landed Properties,3,"7,000",140 to 150,"1,500 to 1,600",Apr-26
NEWTON GEMS,NEWTON ROAD,11,Non-Landed Properties,4,"8,400",190 to 200,"2,100 to 2,200",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"7,000",100 to 110,"1,000 to 1,100",Apr-26
35 GILSTEAD,GILSTEAD ROAD,11,Non-Landed Properties,NA,"3,300",40 to 50,400 to 500,Apr-26
BUCKLEY CLASSIQUE,BUCKLEY ROAD,11,Non-Landed Properties,3,"7,000",130 to 140,"1,400 to 1,500",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"7,000",100 to 110,"1,000 to 1,100",Apr-26
NEWTON 18,NEWTON ROAD,11,Non-Landed Properties,1,"3,400",50 to 60,600 to 700,Apr-26
TRILIGHT,NEWTON ROAD,11,Non-Landed Properties,4,"13,000",210 to 220,"2,300 to 2,400",Apr-26
GILSTEAD 38,GILSTEAD ROAD,11,Non-Landed Properties,2,"3,600",90 to 100,"900 to 1,000",Apr-26
CUBE 8,THOMSON ROAD,11,Non-Landed Properties,2,"4,400",80 to 90,800 to 900,Apr-26
SURREY 21,SURREY ROAD,11,Non-Landed Properties,3,"6,000",90 to 100,"900 to 1,000",Apr-26
THE LINCOLN RESIDENCES,SURREY ROAD,11,Non-Landed Properties,3,"7,000",120 to 130,"1,300 to 1,400",Apr-26
NEU AT NOVENA,MOULMEIN RISE,11,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"6,400",100 to 110,"1,100 to 1,200",Apr-26
WATTEN HILL,WATTEN VIEW,11,Non-Landed Properties,2,"7,500",240 to 250,"2,600 to 2,700",Apr-26
ORCHID APARTMENTS,ENG NEO AVENUE,11,Non-Landed Properties,NA,"4,600",120 to 130,"1,300 to 1,400",Apr-26
HILLCREST PARK,GREENWOOD AVENUE,11,Non-Landed Properties,NA,"5,500",100 to 110,"1,000 to 1,100",Apr-26
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"8,000",130 to 140,"1,400 to 1,500",Apr-26
6 DERBYSHIRE,DERBYSHIRE ROAD,11,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,3,"6,600",180 to 190,"2,000 to 2,100",Apr-26
SHELFORD GREEN,SHELFORD ROAD,11,Non-Landed Properties,3,"7,500",160 to 170,"1,800 to 1,900",Apr-26
VIVA,SUFFOLK WALK,11,Non-Landed Properties,2,"6,050",90 to 100,"1,000 to 1,100",Apr-26
PAVILION 11,AKYAB ROAD,11,Non-Landed Properties,2,"4,450",80 to 90,"900 to 1,000",Apr-26
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,2,"5,800",90 to 100,"900 to 1,000",Apr-26
KHEAM HOCK GARDENS,KHEAM HOCK ROAD,11,Non-Landed Properties,2,"5,000",120 to 130,"1,300 to 1,400",Apr-26
SOLEIL @ SINARAN,SINARAN DRIVE,11,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",Apr-26
GILSTEAD TWO,GILSTEAD ROAD,11,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Apr-26
THE GLYNDEBOURNE,TREVOSE CRESCENT,11,Non-Landed Properties,4,"13,000",240 to 250,"2,600 to 2,700",Apr-26
ZEDGE,AKYAB ROAD,11,Non-Landed Properties,3,"4,300",80 to 90,"900 to 1,000",Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Apr-26
THE SHELFORD,SHELFORD ROAD,11,Non-Landed Properties,3,"6,000",110 to 120,"1,100 to 1,200",Apr-26
THOMSON EURO-ASIA,THOMSON ROAD,11,Non-Landed Properties,3,"6,300",120 to 130,"1,200 to 1,300",Apr-26
CHANCERY COURT,DUNEARN ROAD,11,Non-Landed Properties,3,"6,700",180 to 190,"2,000 to 2,100",Apr-26
PASTORAL VIEW,BASSEIN ROAD,11,Non-Landed Properties,1,"3,400",50 to 60,600 to 700,Apr-26
LINCOLN SUITES,KHIANG GUAN AVENUE,11,Non-Landed Properties,3,"6,500",100 to 110,"1,100 to 1,200",Apr-26
AMARYLLIS VILLE,NEWTON ROAD,11,Non-Landed Properties,3,"6,500",110 to 120,"1,200 to 1,300",Apr-26
PARK INFINIA AT WEE NAM,LINCOLN ROAD,11,Non-Landed Properties,2,"6,200",100 to 110,"1,100 to 1,200",Apr-26
PASTORAL VIEW,BASSEIN ROAD,11,Non-Landed Properties,3,"4,750",110 to 120,"1,200 to 1,300",Apr-26
