Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,600",150 to 160,"1,600 to 1,700",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,200",60 to 70,700 to 800,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"5,350",100 to 110,"1,100 to 1,200",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,200",60 to 70,700 to 800,Mar-26
HONG HENG MANSIONS,SEMBAWANG ROAD,26,Non-Landed Properties,3,"3,000",110 to 120,"1,200 to 1,300",Mar-26
THE BROOKS II,SPRINGSIDE GREEN,26,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,050",110 to 120,"1,200 to 1,300",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Mar-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,650",80 to 90,"900 to 1,000",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"5,600",90 to 100,"900 to 1,000",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"5,900",100 to 110,"1,100 to 1,200",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"3,250",40 to 50,500 to 600,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,4,"7,000",280 to 290,"3,000 to 3,100",Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,300",60 to 70,700 to 800,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,Mar-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"8,500",260 to 270,"2,800 to 2,900",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Mar-26
THOMSON GROVE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,300",130 to 140,"1,400 to 1,500",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,400",60 to 70,700 to 800,Mar-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,700",100 to 110,"1,100 to 1,200",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,400",110 to 120,"1,100 to 1,200",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"6,650",100 to 110,"1,100 to 1,200",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,500",60 to 70,700 to 800,Mar-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,500",100 to 110,"1,100 to 1,200",Mar-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"4,500",90 to 100,"1,000 to 1,100",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"6,000",90 to 100,"900 to 1,000",Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,350",70 to 80,800 to 900,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"4,000",40 to 50,500 to 600,Mar-26
THE BROOKS I,SPRINGSIDE WALK,26,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Mar-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"5,500",130 to 140,"1,400 to 1,500",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"5,300",90 to 100,"900 to 1,000",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,4,"8,150",140 to 150,"1,500 to 1,600",Mar-26
THE ESSENCE,CHONG KUO ROAD,26,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,400",60 to 70,700 to 800,Mar-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"5,400",130 to 140,"1,400 to 1,500",Mar-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,300",140 to 150,"1,500 to 1,600",Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Mar-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,700",100 to 110,"1,100 to 1,200",Mar-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"2,950",70 to 80,800 to 900,Mar-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"5,100",130 to 140,"1,400 to 1,500",Mar-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,3,"6,400",100 to 110,"1,100 to 1,200",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,400",110 to 120,"1,100 to 1,200",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,000",60 to 70,600 to 700,Mar-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,100",110 to 120,"1,200 to 1,300",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,500",60 to 70,700 to 800,Mar-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,200",40 to 50,500 to 600,Mar-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,100",60 to 70,700 to 800,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Feb-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,100",70 to 80,800 to 900,Feb-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,650",100 to 110,"1,100 to 1,200",Feb-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Feb-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"2,700",70 to 80,800 to 900,Feb-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,Feb-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,000",100 to 110,"1,100 to 1,200",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,800",60 to 70,600 to 700,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,100",60 to 70,700 to 800,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,100",60 to 70,700 to 800,Feb-26
HONG HENG MANSIONS,SEMBAWANG ROAD,26,Non-Landed Properties,3,"3,400",110 to 120,"1,200 to 1,300",Feb-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"6,100",240 to 250,"2,600 to 2,700",Feb-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,500",120 to 130,"1,200 to 1,300",Feb-26
ROOTS @ TRANSIT,TRANSIT ROAD,26,Non-Landed Properties,2,"2,900",60 to 70,600 to 700,Feb-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"2,800",70 to 80,800 to 900,Feb-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,150",110 to 120,"1,200 to 1,300",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,400",40 to 50,500 to 600,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,2,"4,500",60 to 70,700 to 800,Feb-26
THOMSON GROVE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,700",140 to 150,"1,500 to 1,600",Feb-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"8,500",140 to 150,"1,500 to 1,600",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,200",40 to 50,500 to 600,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,250",40 to 50,500 to 600,Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,400",60 to 70,700 to 800,Feb-26
THOMSON GROVE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,000",130 to 140,"1,400 to 1,500",Feb-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,200",140 to 150,"1,500 to 1,600",Feb-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,380",100 to 110,"1,100 to 1,200",Feb-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"5,780",100 to 110,"1,100 to 1,200",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,750",60 to 70,600 to 700,Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"6,100",100 to 110,"1,100 to 1,200",Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"5,000",200 to 210,"2,200 to 2,300",Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,900",150 to 160,"1,600 to 1,700",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"3,925",120 to 130,"1,300 to 1,400",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"5,400",90 to 100,"900 to 1,000",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,400",40 to 50,500 to 600,Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,700",110 to 120,"1,200 to 1,300",Jan-26
THOMSON GROVE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,550",130 to 140,"1,400 to 1,500",Jan-26
THE BROOKS II,SPRINGSIDE GREEN,26,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"3,825",110 to 120,"1,200 to 1,300",Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"3,800",110 to 120,"1,200 to 1,300",Jan-26
NON-LANDED HOUSING DEVELOPMENT,UPPER THOMSON ROAD,26,Non-Landed Properties,NA,"3,600",120 to 130,"1,300 to 1,400",Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"6,400",90 to 100,"900 to 1,000",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Jan-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,700",130 to 140,"1,400 to 1,500",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,050",100 to 110,"1,100 to 1,200",Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,950",140 to 150,"1,500 to 1,600",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"6,500",100 to 110,"1,100 to 1,200",Jan-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"7,600",140 to 150,"1,500 to 1,600",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"5,800",100 to 110,"1,100 to 1,200",Jan-26
FOREST HILLS CONDOMINIUM,TRANSIT ROAD,26,Non-Landed Properties,3,"4,300",140 to 150,"1,500 to 1,600",Jan-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"4,300",150 to 160,"1,600 to 1,700",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"8,100",140 to 150,"1,500 to 1,600",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,100",60 to 70,700 to 800,Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"2,900",70 to 80,800 to 900,Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"8,350",140 to 150,"1,500 to 1,600",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,200",60 to 70,700 to 800,Jan-26
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Jan-26
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,250",110 to 120,"1,200 to 1,300",Jan-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,200",100 to 110,"1,100 to 1,200",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jan-26
NON-LANDED HOUSING DEVELOPMENT,UPPER THOMSON ROAD,26,Non-Landed Properties,NA,"13,000",450 to 460,"4,800 to 4,900",Jan-26
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,4,"5,000",230 to 240,"2,500 to 2,600",Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"5,300",200 to 210,"2,200 to 2,300",Jan-26
FOREST HILLS CONDOMINIUM,TRANSIT ROAD,26,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,300",60 to 70,700 to 800,Jan-26
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"4,200",60 to 70,700 to 800,Jan-26
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"5,000",140 to 150,"1,500 to 1,600",Jan-26
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Jan-26
THE ESSENCE,CHONG KUO ROAD,26,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-25
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"3,500",40 to 50,500 to 600,Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,050",80 to 90,"900 to 1,000",Dec-25
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,728",100 to 110,"1,100 to 1,200",Dec-25
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,800",100 to 110,"1,100 to 1,200",Dec-25
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-25
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,3,"4,600",140 to 150,"1,500 to 1,600",Dec-25
MEADOWS @ PEIRCE,UPPER THOMSON ROAD,26,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Dec-25
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"5,600",200 to 210,"2,200 to 2,300",Dec-25
SEASONS PARK,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Dec-25
BULLION PARK,LENTOR LOOP,26,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,Dec-25
LENTOR MODERN,LENTOR CENTRAL,26,Non-Landed Properties,NA,"6,000",90 to 100,"900 to 1,000",Dec-25
THE CALROSE,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"4,000",100 to 110,"1,000 to 1,100",Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Dec-25
CASTLE GREEN,YIO CHU KANG ROAD,26,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Dec-25
