Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,100",30 to 40,400 to 500,Dec-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,500 to 600,Dec-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,085",40 to 50,400 to 500,Dec-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,860",60 to 70,600 to 700,Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,261",50 to 60,500 to 600,Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,252",90 to 100,"1,000 to 1,100",Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,214",30 to 40,300 to 400,Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,361",40 to 50,500 to 600,Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"4,700",70 to 80,700 to 800,Nov-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"12,500",190 to 200,"2,100 to 2,200",Nov-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,094",50 to 60,500 to 600,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,150",70 to 80,800 to 900,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,351",30 to 40,300 to 400,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,478",40 to 50,400 to 500,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,400",60 to 70,600 to 700,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,544",40 to 50,500 to 600,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,903",60 to 70,600 to 700,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,900",30 to 40,300 to 400,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Oct-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"14,200",190 to 200,"2,100 to 2,200",Oct-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"22,800",>300,>3000,Oct-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,719",60 to 70,600 to 700,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,077",50 to 60,500 to 600,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,544",40 to 50,400 to 500,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,076",30 to 40,300 to 400,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,900",60 to 70,600 to 700,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Sep-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,4,"26,000",>300,>3000,Sep-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,500 to 600,Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,261",70 to 80,700 to 800,Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,200",40 to 50,500 to 600,Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,252",90 to 100,"1,000 to 1,100",Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,489",30 to 40,400 to 500,Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",40 to 50,400 to 500,Aug-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"15,000",250 to 260,"2,700 to 2,800",Aug-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,810",40 to 50,500 to 600,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,094",50 to 60,500 to 600,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,544",40 to 50,500 to 600,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,850",50 to 60,500 to 600,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,400",60 to 70,600 to 700,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jul-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,719",60 to 70,600 to 700,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,076",30 to 40,300 to 400,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,911",50 to 60,500 to 600,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,627",40 to 50,400 to 500,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,500",30 to 40,300 to 400,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,500",30 to 40,300 to 400,Jun-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"9,087",90 to 100,"1,000 to 1,100",May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,902",40 to 50,500 to 600,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,160",50 to 60,500 to 600,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,269",50 to 60,500 to 600,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,860",60 to 70,600 to 700,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"8,300",100 to 110,"1,100 to 1,200",May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,300",50 to 60,500 to 600,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,252",90 to 100,"1,000 to 1,100",May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,750",50 to 60,500 to 600,May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,400 to 500,May-25
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"14,200",190 to 200,"2,100 to 2,200",May-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,200",90 to 100,"1,000 to 1,100",Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,900",30 to 40,300 to 400,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,381",40 to 50,400 to 500,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,810",40 to 50,500 to 600,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,500 to 600,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Apr-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Mar-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,627",40 to 50,500 to 600,Mar-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,500",30 to 40,300 to 400,Mar-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,900",50 to 60,500 to 600,Mar-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,500 to 600,Mar-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,489",30 to 40,400 to 500,Feb-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,500",30 to 40,300 to 400,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,994",40 to 50,500 to 600,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"8,000",90 to 100,"1,000 to 1,100",Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,750",50 to 60,500 to 600,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,176",30 to 40,300 to 400,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,810",40 to 50,500 to 600,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,351",40 to 50,400 to 500,Jan-25
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,100",30 to 40,400 to 500,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,900",50 to 60,500 to 600,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,628",70 to 80,700 to 800,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,800",40 to 50,400 to 500,Dec-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,161",90 to 100,"1,000 to 1,100",Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,711",90 to 100,"1,000 to 1,100",Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,818",40 to 50,500 to 600,Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,200",40 to 50,400 to 500,Nov-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,200",60 to 70,600 to 700,Oct-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,649",50 to 60,500 to 600,Oct-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Oct-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Oct-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,277",40 to 50,500 to 600,Oct-24
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,4,"25,000",>300,>3000,Oct-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,429",50 to 60,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,200",40 to 50,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,736",50 to 60,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,002",40 to 50,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,161",90 to 100,"1,000 to 1,100",Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,200",40 to 50,500 to 600,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,800",30 to 40,400 to 500,Sep-24
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"44,000",>300,>3000,Sep-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,251",70 to 80,700 to 800,Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,600",50 to 60,500 to 600,Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,711",90 to 100,"1,000 to 1,100",Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,500",50 to 60,500 to 600,Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,818",40 to 50,500 to 600,Aug-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,756",60 to 70,600 to 700,Jul-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,500",50 to 60,500 to 600,Jul-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,552",40 to 50,500 to 600,Jul-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,176",30 to 40,300 to 400,Jul-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,500",60 to 70,600 to 700,Jun-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"7,528",90 to 100,"1,000 to 1,100",Jun-24
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,4,"22,000",>300,>3000,Jun-24
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"13,000",190 to 200,"2,100 to 2,200",Jun-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"8,300",100 to 110,"1,100 to 1,200",May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,600 to 700,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,500",40 to 50,500 to 600,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",40 to 50,400 to 500,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,176",30 to 40,400 to 500,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,000",50 to 60,500 to 600,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,300",50 to 60,500 to 600,May-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,900",30 to 40,300 to 400,Apr-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,800",40 to 50,500 to 600,Apr-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Apr-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,500",50 to 60,500 to 600,Apr-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"6,500",60 to 70,600 to 700,Mar-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,500",50 to 60,500 to 600,Mar-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Feb-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,000",50 to 60,500 to 600,Feb-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,500",40 to 50,500 to 600,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,600",60 to 70,600 to 700,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,600",50 to 60,500 to 600,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"3,850",50 to 60,500 to 600,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"2,750",40 to 50,500 to 600,Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,100",40 to 50,500 to 600,Jan-24
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,6,Non-Landed Properties,3,"14,200",190 to 200,"2,100 to 2,200",Jan-24
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"6,800",50 to 60,500 to 600,Dec-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Dec-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Dec-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Dec-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"5,000",40 to 50,400 to 500,Nov-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,2,"5,500",60 to 70,600 to 700,Nov-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,6,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Nov-23
