Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,4,"5,700",110 to 120,"1,200 to 1,300",Apr-26
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,800",90 to 100,"900 to 1,000",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,375",120 to 130,"1,300 to 1,400",Apr-26
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-Landed Properties,4,"5,500",120 to 130,"1,300 to 1,400",Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,NA,"2,800",50 to 60,500 to 600,Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,4,"6,100",140 to 150,"1,500 to 1,600",Apr-26
MODENA,SIMEI STREET 4,18,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,900",90 to 100,"1,000 to 1,100",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Apr-26
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,1,"2,400",50 to 60,500 to 600,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,800",90 to 100,"1,000 to 1,100",Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Apr-26
CHANGI RISE CONDOMINIUM,SIMEI RISE,18,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",80 to 90,800 to 900,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,3,"5,000",90 to 100,"1,000 to 1,100",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,520",80 to 90,"900 to 1,000",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,880",40 to 50,400 to 500,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Apr-26
TROPICAL SPRING,SIMEI STREET 4,18,Non-Landed Properties,3,"4,350",120 to 130,"1,300 to 1,400",Apr-26
STRATUM,ELIAS ROAD,18,Non-Landed Properties,3,"4,000",100 to 110,"1,000 to 1,100",Apr-26
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Apr-26
OASIS @ ELIAS,ELIAS ROAD,18,Non-Landed Properties,2,"3,500",90 to 100,"900 to 1,000",Apr-26
MODENA,SIMEI STREET 4,18,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,600",120 to 130,"1,300 to 1,400",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,150",50 to 60,500 to 600,Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,400",70 to 80,800 to 900,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-26
EASTPOINT GREEN,SIMEI STREET 3,18,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,350",130 to 140,"1,400 to 1,500",Apr-26
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Apr-26
TROPICAL SPRING,SIMEI STREET 4,18,Non-Landed Properties,2,"4,100",100 to 110,"1,000 to 1,100",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,NA,"2,800",40 to 50,400 to 500,Apr-26
MODENA,SIMEI STREET 4,18,Non-Landed Properties,4,"8,000",250 to 260,"2,700 to 2,800",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Apr-26
OASIS @ ELIAS,ELIAS ROAD,18,Non-Landed Properties,2,"3,400",90 to 100,"900 to 1,000",Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,250",80 to 90,"900 to 1,000",Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,800",90 to 100,"900 to 1,000",Apr-26
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,3,"4,368",100 to 110,"1,000 to 1,100",Apr-26
LIVIA,PASIR RIS GROVE,18,Non-Landed Properties,3,"6,100",150 to 160,"1,700 to 1,800",Apr-26
STRATUM,ELIAS ROAD,18,Non-Landed Properties,3,"5,200",130 to 140,"1,300 to 1,400",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,550",90 to 100,"900 to 1,000",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-26
ELIAS GREEN,ELIAS GREEN,18,Non-Landed Properties,NA,"3,700",150 to 160,"1,600 to 1,700",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,450",100 to 110,"1,100 to 1,200",Apr-26
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,2,"3,700",70 to 80,700 to 800,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,400",40 to 50,400 to 500,Apr-26
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-Landed Properties,3,"5,400",160 to 170,"1,700 to 1,800",Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Apr-26
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,3,"4,800",90 to 100,"900 to 1,000",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,200",130 to 140,"1,300 to 1,400",Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"2,800",70 to 80,700 to 800,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Apr-26
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-26
STRATUM,ELIAS ROAD,18,Non-Landed Properties,NA,"2,300",40 to 50,400 to 500,Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,500",100 to 110,"1,100 to 1,200",Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Apr-26
THE SANTORINI,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,5,"7,400",150 to 160,"1,700 to 1,800",Apr-26
THE SANTORINI,TAMPINES STREET 86,18,Non-Landed Properties,3,"5,100",100 to 110,"1,100 to 1,200",Apr-26
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Apr-26
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,300",80 to 90,"900 to 1,000",Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,3,"5,100",100 to 110,"1,100 to 1,200",Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,350",70 to 80,700 to 800,Apr-26
EASTPOINT GREEN,SIMEI STREET 3,18,Non-Landed Properties,2,"2,750",80 to 90,"900 to 1,000",Apr-26
RIS GRANDEUR,ELIAS ROAD,18,Non-Landed Properties,4,"5,000",140 to 150,"1,500 to 1,600",Apr-26
THE SANTORINI,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,850",40 to 50,500 to 600,Apr-26
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,650",70 to 80,700 to 800,Apr-26
RIS GRANDEUR,ELIAS ROAD,18,Non-Landed Properties,2,"3,200",90 to 100,"1,000 to 1,100",Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,NA,"2,700",50 to 60,600 to 700,Apr-26
OASIS @ ELIAS,ELIAS ROAD,18,Non-Landed Properties,2,"3,500",90 to 100,"900 to 1,000",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"5,018",90 to 100,"1,000 to 1,100",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,4,"6,000",120 to 130,"1,300 to 1,400",Apr-26
CHANGI RISE CONDOMINIUM,SIMEI RISE,18,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Apr-26
SEA ESTA,PASIR RIS LINK,18,Non-Landed Properties,3,"4,700",100 to 110,"1,100 to 1,200",Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,100",70 to 80,700 to 800,Apr-26
SAVANNAH CONDOPARK,SIMEI RISE,18,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Apr-26
OASIS @ ELIAS,ELIAS ROAD,18,Non-Landed Properties,3,"4,050",110 to 120,"1,200 to 1,300",Apr-26
THE PALETTE,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,400",70 to 80,700 to 800,Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,950",40 to 50,400 to 500,Apr-26
PASIR RIS 8,PASIR RIS DRIVE 8,18,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",90 to 100,"900 to 1,000",Apr-26
CHANGI RISE CONDOMINIUM,SIMEI RISE,18,Non-Landed Properties,2,"3,800",90 to 100,"1,000 to 1,100",Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,2,"4,200",90 to 100,"1,000 to 1,100",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Apr-26
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,800",80 to 90,"900 to 1,000",Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,800",80 to 90,"900 to 1,000",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,3,"4,900",100 to 110,"1,000 to 1,100",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,2,"4,800",80 to 90,"900 to 1,000",Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Apr-26
MY MANHATTAN,SIMEI STREET 3,18,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,3,"4,950",120 to 130,"1,300 to 1,400",Apr-26
D'NEST,PASIR RIS GROVE,18,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Apr-26
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,1,"2,900",40 to 50,400 to 500,Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,NA,"3,000",50 to 60,500 to 600,Apr-26
COCO PALMS,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,350",70 to 80,700 to 800,Apr-26
THE TROPICA,TAMPINES AVENUE 1,18,Non-Landed Properties,2,"3,600",90 to 100,"900 to 1,000",Apr-26
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,3,"4,200",90 to 100,"1,000 to 1,100",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Apr-26
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-26
MELVILLE PARK,SIMEI STREET 1,18,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Apr-26
RIS GRANDEUR,ELIAS ROAD,18,Non-Landed Properties,3,"3,500",120 to 130,"1,200 to 1,300",Apr-26
STRATUM,ELIAS ROAD,18,Non-Landed Properties,3,"4,000",100 to 110,"1,000 to 1,100",Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Apr-26
Q BAY RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,2,"3,000",70 to 80,800 to 900,Apr-26
RIPPLE BAY,PASIR RIS LINK,18,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,2,"3,250",50 to 60,600 to 700,Apr-26
LIVIA,PASIR RIS GROVE,18,Non-Landed Properties,3,"5,000",120 to 130,"1,300 to 1,400",Apr-26
TREASURE AT TAMPINES,TAMPINES LANE,18,Non-Landed Properties,3,"4,200",80 to 90,"900 to 1,000",Apr-26
THE ALPS RESIDENCES,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Apr-26
WATERVIEW,TAMPINES AVENUE 1,18,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Apr-26
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,3,"5,700",120 to 130,"1,300 to 1,400",Apr-26
SEASTRAND,PASIR RIS LINK,18,Non-Landed Properties,NA,"2,800",50 to 60,500 to 600,Apr-26
DOUBLE BAY RESIDENCES,SIMEI STREET 4,18,Non-Landed Properties,3,"5,150",110 to 120,"1,200 to 1,300",Apr-26
NV RESIDENCES,PASIR RIS GROVE,18,Non-Landed Properties,3,"4,050",100 to 110,"1,100 to 1,200",Apr-26
THE TAPESTRY,TAMPINES STREET 86,18,Non-Landed Properties,1,"2,750",40 to 50,400 to 500,Apr-26
