Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,800",100 to 110,"1,100 to 1,200",Jun-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"3,800",130 to 140,"1,400 to 1,500",Jun-24
LOYANG GARDENS,JALAN LOYANG BESAR,17,Non-Landed Properties,NA,"3,600",160 to 170,"1,700 to 1,800",Jun-24
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",100 to 110,"1,000 to 1,100",Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"6,300",190 to 200,"2,100 to 2,200",Jun-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,200",90 to 100,"900 to 1,000",Jun-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Jun-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,250",90 to 100,"900 to 1,000",Jun-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Jun-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",90 to 100,"1,000 to 1,100",Jun-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jun-24
BLUWATERS,JALAN LOYANG BESAR,17,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jun-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Jun-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,800",60 to 70,600 to 700,Jun-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Jun-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",70 to 80,700 to 800,Jun-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,NA,"2,600",50 to 60,600 to 700,Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"3,800",120 to 130,"1,300 to 1,400",Jun-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jun-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,700",60 to 70,600 to 700,Jun-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Jun-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,1,"2,300",40 to 50,400 to 500,Jun-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,3,"4,300",170 to 180,"1,800 to 1,900",Jun-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"3,700",120 to 130,"1,200 to 1,300",Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,4,"4,500",130 to 140,"1,400 to 1,500",Jun-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Jun-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,450",80 to 90,"900 to 1,000",Jun-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Jun-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",70 to 80,700 to 800,Jun-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,3,"3,900",80 to 90,"900 to 1,000",Jun-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,3,"3,300",90 to 100,"900 to 1,000",Jun-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",90 to 100,"1,000 to 1,100",Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"2,800",60 to 70,600 to 700,Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,650",50 to 60,600 to 700,Jun-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,3,"4,900",170 to 180,"1,800 to 1,900",Jun-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jun-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",80 to 90,"900 to 1,000",Jun-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,2,"3,200",90 to 100,"1,000 to 1,100",Jun-24
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,250",110 to 120,"1,200 to 1,300",Jun-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"2,800",80 to 90,"900 to 1,000",Jun-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,3,"3,500",110 to 120,"1,200 to 1,300",Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",70 to 80,700 to 800,Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,Jun-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Jun-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"3,800",130 to 140,"1,400 to 1,500",Jun-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"2,700",60 to 70,600 to 700,Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,600",120 to 130,"1,200 to 1,300",Jun-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,000",80 to 90,800 to 900,Jun-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,3,"4,500",170 to 180,"1,800 to 1,900",Jun-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Jun-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Jun-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,May-24
CASA AL MARE,JALAN LOYANG BESAR,17,Non-Landed Properties,2,"3,400",70 to 80,700 to 800,May-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"3,850",120 to 130,"1,300 to 1,400",May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",90 to 100,"1,000 to 1,100",May-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,3,"3,800",170 to 180,"1,800 to 1,900",May-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,800",120 to 130,"1,300 to 1,400",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"2,400",60 to 70,600 to 700,May-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",May-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,1,"2,900",60 to 70,700 to 800,May-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",60 to 70,700 to 800,May-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",May-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,NA,"2,000",40 to 50,400 to 500,May-24
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",100 to 110,"1,000 to 1,100",May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"3,750",120 to 130,"1,200 to 1,300",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,May-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,May-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,1,"2,800",60 to 70,600 to 700,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"3,200",90 to 100,"900 to 1,000",May-24
CASA PASIR RIS,JALAN LOYANG BESAR,17,Non-Landed Properties,3,"4,500",100 to 110,"1,000 to 1,100",May-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,800",60 to 70,600 to 700,May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,2,"3,650",80 to 90,800 to 900,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"3,500",90 to 100,"900 to 1,000",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",60 to 70,600 to 700,May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"3,750",120 to 130,"1,200 to 1,300",May-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,2,"3,000",90 to 100,"900 to 1,000",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",May-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,550",90 to 100,"1,000 to 1,100",May-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,May-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,2,"3,150",60 to 70,600 to 700,May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",May-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",70 to 80,700 to 800,May-24
OCEAN FRONT SUITES,JALAN LOYANG BESAR,17,Non-Landed Properties,1,"2,350",30 to 40,400 to 500,May-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"3,850",120 to 130,"1,300 to 1,400",May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,NA,"2,400",40 to 50,400 to 500,May-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,700",120 to 130,"1,300 to 1,400",May-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,700",60 to 70,600 to 700,May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,1,"2,900",60 to 70,600 to 700,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,May-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,May-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",70 to 80,700 to 800,May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,500",100 to 110,"1,100 to 1,200",May-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,3,"3,000",180 to 190,"1,900 to 2,000",May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,200",90 to 100,"900 to 1,000",May-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",May-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",60 to 70,600 to 700,May-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,4,"4,200",120 to 130,"1,300 to 1,400",May-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",May-24
AVILA GARDENS,FLORA ROAD,17,Non-Landed Properties,4,"4,200",160 to 170,"1,700 to 1,800",May-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,May-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,May-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"3,600",90 to 100,"900 to 1,000",May-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,500",100 to 110,"1,100 to 1,200",May-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,100",110 to 120,"1,100 to 1,200",May-24
CASA AL MARE,JALAN LOYANG BESAR,17,Non-Landed Properties,2,"3,300",70 to 80,700 to 800,May-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,650",60 to 70,600 to 700,Apr-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,2,"3,700",70 to 80,800 to 900,Apr-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,050",110 to 120,"1,200 to 1,300",Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",70 to 80,700 to 800,Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,300",130 to 140,"1,300 to 1,400",Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",70 to 80,700 to 800,Apr-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,4,"5,400",120 to 130,"1,300 to 1,400",Apr-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,400",40 to 50,500 to 600,Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Apr-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Apr-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,650",40 to 50,500 to 600,Apr-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,150",70 to 80,700 to 800,Apr-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,600",140 to 150,"1,500 to 1,600",Apr-24
OCEAN FRONT SUITES,JALAN LOYANG BESAR,17,Non-Landed Properties,1,"2,300",30 to 40,400 to 500,Apr-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Apr-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"3,000",60 to 70,600 to 700,Apr-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,2,"3,100",90 to 100,"900 to 1,000",Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,Apr-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"3,100",100 to 110,"1,100 to 1,200",Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,650",80 to 90,800 to 900,Apr-24
DAHLIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",90 to 100,"1,000 to 1,100",Apr-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,2,"2,600",80 to 90,"900 to 1,000",Apr-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,3,"3,500",90 to 100,"900 to 1,000",Apr-24
BLUWATERS,JALAN LOYANG BESAR,17,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Apr-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Apr-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,100",120 to 130,"1,300 to 1,400",Apr-24
ESTELLA GARDENS,FLORA ROAD,17,Non-Landed Properties,1,"2,600",60 to 70,600 to 700,Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Apr-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,3,"3,500",110 to 120,"1,200 to 1,300",Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Apr-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,900",120 to 130,"1,300 to 1,400",Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,3,"4,000",110 to 120,"1,100 to 1,200",Apr-24
PALM ISLES,FLORA DRIVE,17,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Apr-24
BALLOTA PARK CONDOMINIUM,MARIAM WAY,17,Non-Landed Properties,3,"4,300",130 to 140,"1,400 to 1,500",Apr-24
THE INFLORA,FLORA DRIVE,17,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,Apr-24
HEDGES PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,4,"5,000",120 to 130,"1,300 to 1,400",Apr-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Apr-24
AZALEA PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"3,000",70 to 80,800 to 900,Apr-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Apr-24
PARC KOMO,UPPER CHANGI ROAD NORTH,17,Non-Landed Properties,2,"3,400",60 to 70,700 to 800,Apr-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,450",90 to 100,"1,000 to 1,100",Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,500",80 to 90,800 to 900,Apr-24
CARISSA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,2,"3,400",90 to 100,"1,000 to 1,100",Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,3,"3,800",90 to 100,"900 to 1,000",Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,200",130 to 140,"1,400 to 1,500",Apr-24
THE GALE,FLORA ROAD,17,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Apr-24
THE JOVELL,FLORA DRIVE,17,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Apr-24
BLUWATERS 2,JALAN LOYANG BESAR,17,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Apr-24
FERRARIA PARK CONDOMINIUM,FLORA DRIVE,17,Non-Landed Properties,1,"3,100",60 to 70,700 to 800,Apr-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"3,800",130 to 140,"1,400 to 1,500",Apr-24
LOYANG VALLEY,LOYANG AVENUE,17,Non-Landed Properties,2,"3,200",90 to 100,"1,000 to 1,100",Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,3,"4,000",110 to 120,"1,200 to 1,300",Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Apr-24
EDELWEISS PARK CONDOMINIUM,FLORA ROAD,17,Non-Landed Properties,2,"3,350",90 to 100,"1,000 to 1,100",Apr-24
PARC OLYMPIA,FLORA DRIVE,17,Non-Landed Properties,2,"3,800",70 to 80,700 to 800,Apr-24
