Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
1919,SOPHIA ROAD,09,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,2,"6,900",80 to 90,800 to 900,Jun-24
ROBERTSON EDGE,TONG WATT ROAD,09,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
LEONIE HILL RESIDENCES,LEONIE HILL ROAD,09,Non-Landed Properties,2,"6,500",100 to 110,"1,100 to 1,200",Jun-24
CAIRNHILL CREST,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"6,250",110 to 120,"1,200 to 1,300",Jun-24
MARTIN NO 38,MARTIN ROAD,09,Non-Landed Properties,2,"7,800",100 to 110,"1,100 to 1,200",Jun-24
SUITES AT ORCHARD,HANDY ROAD,09,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jun-24
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-Landed Properties,4,"7,650",220 to 230,"2,300 to 2,400",Jun-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,3,"6,400",120 to 130,"1,300 to 1,400",Jun-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,4,"14,500",190 to 200,"2,000 to 2,100",Jun-24
MIRAGE TOWER,KIM SENG ROAD,09,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Jun-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,Jun-24
RIVERSHIRE,LEONIE HILL,09,Non-Landed Properties,4,"7,500",190 to 200,"2,000 to 2,100",Jun-24
SUITES AT ORCHARD,HANDY ROAD,09,Non-Landed Properties,1,"4,100",50 to 60,500 to 600,Jun-24
HORIZON TOWERS,LEONIE HILL ROAD,09,Non-Landed Properties,4,"8,800",210 to 220,"2,300 to 2,400",Jun-24
CAIRNHILL PLAZA,CAIRNHILL ROAD,09,Non-Landed Properties,4,"12,500",300 to 310,"3,300 to 3,400",Jun-24
HILLTOPS,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"9,200",110 to 120,"1,100 to 1,200",Jun-24
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,1,"4,100",50 to 60,500 to 600,Jun-24
LIV ON SOPHIA,ADIS ROAD,09,Non-Landed Properties,2,"3,600",40 to 50,500 to 600,Jun-24
MARTIN NO 38,MARTIN ROAD,09,Non-Landed Properties,1,"6,300",90 to 100,"900 to 1,000",Jun-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,2,"5,000",80 to 90,800 to 900,Jun-24
THE IMPERIAL,JALAN RUMBIA,09,Non-Landed Properties,3,"9,200",160 to 170,"1,700 to 1,800",Jun-24
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-Landed Properties,1,"4,200",60 to 70,700 to 800,Jun-24
WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,09,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,3,"9,200",120 to 130,"1,300 to 1,400",Jun-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,3,"6,800",130 to 140,"1,400 to 1,500",Jun-24
HIJAUAN,CAVENAGH ROAD,09,Non-Landed Properties,2,"5,800",150 to 160,"1,700 to 1,800",Jun-24
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,200",60 to 70,600 to 700,Jun-24
DEVONSHIRE RESIDENCES,DEVONSHIRE ROAD,09,Non-Landed Properties,1,"3,350",40 to 50,400 to 500,Jun-24
VILLE ROYALE,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"4,800",100 to 110,"1,100 to 1,200",Jun-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,3,"4,500",60 to 70,700 to 800,Jun-24
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-Landed Properties,3,"8,300",130 to 140,"1,400 to 1,500",Jun-24
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,Jun-24
NON-LANDED HOUSING DEVELOPMENT,CLAYMORE ROAD,09,Non-Landed Properties,2,"3,500",70 to 80,700 to 800,Jun-24
NON-LANDED HOUSING DEVELOPMENT,CLAYMORE ROAD,09,Non-Landed Properties,2,"3,700",70 to 80,700 to 800,Jun-24
NON-LANDED HOUSING DEVELOPMENT,CLAYMORE ROAD,09,Non-Landed Properties,2,"3,772",70 to 80,800 to 900,Jun-24
UE SQUARE,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"5,000",90 to 100,"1,000 to 1,100",Jun-24
ST THOMAS SUITES,ST. THOMAS WALK,09,Non-Landed Properties,3,"8,500",160 to 170,"1,800 to 1,900",Jun-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,2,"7,800",80 to 90,800 to 900,Jun-24
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Jun-24
TIARA,KIM SENG WALK,09,Non-Landed Properties,3,"6,800",110 to 120,"1,200 to 1,300",Jun-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,3,"6,700",120 to 130,"1,300 to 1,400",Jun-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"7,600",90 to 100,"1,000 to 1,100",Jun-24
THE PATERSON,PATERSON ROAD,09,Non-Landed Properties,2,"7,400",120 to 130,"1,300 to 1,400",Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,3,"9,000",140 to 150,"1,500 to 1,600",Jun-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,500",30 to 40,300 to 400,Jun-24
VILLE ROYALE,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"5,000",90 to 100,"1,000 to 1,100",Jun-24
THE TATE RESIDENCES,CLAYMORE ROAD,09,Non-Landed Properties,4,"18,000",290 to 300,"3,200 to 3,300",Jun-24
CAVENAGH GARDENS,CAVENAGH ROAD,09,Non-Landed Properties,3,"3,900",100 to 110,"1,100 to 1,200",Jun-24
CAVENAGH FORTUNA,CAVENAGH ROAD,09,Non-Landed Properties,1,"3,400",60 to 70,600 to 700,Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,2,"7,500",90 to 100,"1,000 to 1,100",Jun-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,500",50 to 60,500 to 600,Jun-24
SOPHIA RESIDENCE,SOPHIA ROAD,09,Non-Landed Properties,3,"6,100",90 to 100,"1,000 to 1,100",Jun-24
SCOTTS SQUARE,SCOTTS ROAD,09,Non-Landed Properties,1,"5,800",50 to 60,600 to 700,Jun-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
THE METZ,DEVONSHIRE ROAD,09,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
KIM SIA COURT,JALAN JINTAN,09,Non-Landed Properties,2,"3,900",90 to 100,"1,000 to 1,100",Jun-24
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
VIDA,PECK HAY ROAD,09,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Jun-24
EURO-ASIA COURT,RIVER VALLEY CLOSE,09,Non-Landed Properties,4,"6,100",150 to 160,"1,600 to 1,700",Jun-24
TIARA,KIM SENG WALK,09,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Jun-24
SCOTTS SQUARE,SCOTTS ROAD,09,Non-Landed Properties,1,"4,750",50 to 60,600 to 700,Jun-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
THE SCOTTS TOWER,SCOTTS ROAD,09,Non-Landed Properties,1,"3,800",50 to 60,600 to 700,Jun-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,2,"8,000",90 to 100,"1,000 to 1,100",Jun-24
THE INSPIRA,ARNASALAM CHETTY ROAD,09,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,Jun-24
MIRAGE TOWER,KIM SENG ROAD,09,Non-Landed Properties,3,"7,500",160 to 170,"1,700 to 1,800",Jun-24
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,09,Non-Landed Properties,2,"6,200",110 to 120,"1,200 to 1,300",Jun-24
ST THOMAS SUITES,ST. THOMAS WALK,09,Non-Landed Properties,4,"10,500",180 to 190,"2,000 to 2,100",Jun-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"5,900",120 to 130,"1,300 to 1,400",Jun-24
VIDA,PECK HAY ROAD,09,Non-Landed Properties,1,"3,100",40 to 50,500 to 600,Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,2,"4,300",60 to 70,600 to 700,Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,3,"6,700",90 to 100,"1,000 to 1,100",Jun-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,800",60 to 70,600 to 700,Jun-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,2,"5,500",80 to 90,800 to 900,Jun-24
RESIDENCES @ KILLINEY,KILLINEY ROAD,09,Non-Landed Properties,4,"10,500",210 to 220,"2,300 to 2,400",Jun-24
ONE DEVONSHIRE,DEVONSHIRE ROAD,09,Non-Landed Properties,4,"10,000",140 to 150,"1,500 to 1,600",Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,4,"11,800",170 to 180,"1,800 to 1,900",Jun-24
NON-LANDED HOUSING DEVELOPMENT,CLAYMORE ROAD,09,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Jun-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
CLAREMONT,KILLINEY ROAD,09,Non-Landed Properties,3,"5,300",140 to 150,"1,500 to 1,600",Jun-24
THE VERV @ RV,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"5,100",90 to 100,"1,000 to 1,100",Jun-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jun-24
THE METZ,DEVONSHIRE ROAD,09,Non-Landed Properties,1,"4,500",50 to 60,500 to 600,Jun-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,3,"8,900",140 to 150,"1,500 to 1,600",Jun-24
LIV ON WILKIE,WILKIE TERRACE,09,Non-Landed Properties,2,"3,000",40 to 50,500 to 600,Jun-24
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,Jun-24
PATERSON SUITES,PATERSON ROAD,09,Non-Landed Properties,3,"10,200",150 to 160,"1,600 to 1,700",Jun-24
ALBA,CAIRNHILL RISE,09,Non-Landed Properties,3,"11,300",190 to 200,"2,000 to 2,100",Jun-24
THE MARQ ON PATERSON HILL,PATERSON HILL,09,Non-Landed Properties,4,"36,000",280 to 290,"3,000 to 3,100",Jun-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,2,"6,350",80 to 90,800 to 900,Jun-24
URBAN SUITES,HULLET ROAD,09,Non-Landed Properties,3,"10,000",140 to 150,"1,600 to 1,700",Jun-24
LLOYD SIXTYFIVE,LLOYD ROAD,09,Non-Landed Properties,2,"10,500",190 to 200,"2,000 to 2,100",Jun-24
8 SAINT THOMAS,ST. THOMAS WALK,09,Non-Landed Properties,4,"11,500",150 to 160,"1,600 to 1,700",Jun-24
283 STUDIO,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Jun-24
VIVACE,TONG WATT ROAD,09,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,Jun-24
ILLUMINAIRE ON DEVONSHIRE,DEVONSHIRE ROAD,09,Non-Landed Properties,NA,"3,500",40 to 50,400 to 500,Jun-24
CAIRNHILL NINE,CAIRNHILL ROAD,09,Non-Landed Properties,1,"6,000",60 to 70,700 to 800,Jun-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,NA,"4,100",50 to 60,500 to 600,Jun-24
THE LAURELS,CAIRNHILL ROAD,09,Non-Landed Properties,NA,"3,750",50 to 60,500 to 600,Jun-24
HAUS ON HANDY,HANDY ROAD,09,Non-Landed Properties,1,"4,700",40 to 50,400 to 500,Jun-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,Jun-24
ONE DEVONSHIRE,DEVONSHIRE ROAD,09,Non-Landed Properties,3,"8,600",120 to 130,"1,300 to 1,400",Jun-24
THE PATERSON,PATERSON ROAD,09,Non-Landed Properties,4,"13,500",260 to 270,"2,800 to 2,900",Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,1,"4,639",40 to 50,500 to 600,Jun-24
VIVACE,TONG WATT ROAD,09,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,Jun-24
WATERFORD RESIDENCE,KIM YAM ROAD,09,Non-Landed Properties,3,"6,350",110 to 120,"1,100 to 1,200",Jun-24
THE LUXE,HANDY ROAD,09,Non-Landed Properties,2,"6,800",80 to 90,"900 to 1,000",Jun-24
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,2,"5,300",80 to 90,800 to 900,Jun-24
NOMU,HANDY ROAD,09,Non-Landed Properties,2,"7,800",110 to 120,"1,200 to 1,300",Jun-24
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,3,"6,000",100 to 110,"1,100 to 1,200",Jun-24
LUCKY PLAZA,ORCHARD ROAD,09,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Jun-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,2,"5,400",80 to 90,800 to 900,Jun-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,2,"2,100",60 to 70,600 to 700,Jun-24
ONE DEVONSHIRE,DEVONSHIRE ROAD,09,Non-Landed Properties,4,"15,200",220 to 230,"2,400 to 2,500",Jun-24
LEONIE TOWERS,LEONIE HILL,09,Non-Landed Properties,4,"10,200",300 to 310,"3,200 to 3,300",Jun-24
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,3,"5,600",110 to 120,"1,200 to 1,300",Jun-24
THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,09,Non-Landed Properties,4,"10,000",170 to 180,"1,800 to 1,900",Jun-24
LEONIE CONDOTEL,LEONIE HILL ROAD,09,Non-Landed Properties,4,"11,150",250 to 260,"2,700 to 2,800",Jun-24
ORCHARD SCOTTS,ANTHONY ROAD,09,Non-Landed Properties,4,"17,825",280 to 290,"3,100 to 3,200",Jun-24
ORCHARD SCOTTS,ANTHONY ROAD,09,Non-Landed Properties,5,"25,500",410 to 420,"4,400 to 4,500",Jun-24
TIARA,KIM SENG WALK,09,Non-Landed Properties,3,"6,700",140 to 150,"1,500 to 1,600",Jun-24
MIRAGE TOWER,KIM SENG ROAD,09,Non-Landed Properties,3,"6,900",160 to 170,"1,700 to 1,800",Jun-24
THE WHARF RESIDENCE,TONG WATT ROAD,09,Non-Landed Properties,2,"6,600",90 to 100,"1,000 to 1,100",Jun-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,3,"7,200",170 to 180,"1,800 to 1,900",Jun-24
THE INSPIRA,ARNASALAM CHETTY ROAD,09,Non-Landed Properties,3,"6,600",110 to 120,"1,200 to 1,300",Jun-24
SOPHIA RESIDENCE,SOPHIA ROAD,09,Non-Landed Properties,3,"6,900",130 to 140,"1,400 to 1,500",Jun-24
PATERSON RESIDENCE,PATERSON ROAD,09,Non-Landed Properties,4,"8,700",130 to 140,"1,400 to 1,500",Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Jun-24
ROBERTSON 100,ROBERTSON QUAY,09,Non-Landed Properties,3,"5,500",100 to 110,"1,100 to 1,200",Jun-24
OXLEY EDGE,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"3,600",40 to 50,400 to 500,Jun-24
THE BOUTIQ,KILLINEY ROAD,09,Non-Landed Properties,2,"4,700",60 to 70,700 to 800,Jun-24
PARC EMILY,MOUNT EMILY ROAD,09,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Jun-24
THE RISE @ OXLEY - RESIDENCES,OXLEY RISE,09,Non-Landed Properties,3,"4,500",60 to 70,600 to 700,Jun-24
CAIRNHILL CREST,CAIRNHILL CIRCLE,09,Non-Landed Properties,3,"8,400",160 to 170,"1,700 to 1,800",Jun-24
THE ORCHARD RESIDENCES,ORCHARD BOULEVARD,09,Non-Landed Properties,3,"17,000",160 to 170,"1,800 to 1,900",Jun-24
RIVERSIDE 48,ROBERTSON QUAY,09,Non-Landed Properties,NA,"4,000",90 to 100,"1,000 to 1,100",Jun-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,1,"4,300",80 to 90,800 to 900,Jun-24
STARLIGHT SUITES,RIVER VALLEY CLOSE,09,Non-Landed Properties,1,"4,400",70 to 80,700 to 800,Jun-24
RV ALTITUDE,RIVER VALLEY ROAD,09,Non-Landed Properties,2,"3,750",40 to 50,400 to 500,Jun-24
LANGSTON VILLE,KIM YAM ROAD,09,Non-Landed Properties,NA,"4,500",80 to 90,"900 to 1,000",Jun-24
THE LIGHT @ CAIRNHILL,CAIRNHILL CIRCLE,09,Non-Landed Properties,3,"7,000",140 to 150,"1,500 to 1,600",Jun-24
SOPHIA HILLS,MOUNT SOPHIA,09,Non-Landed Properties,2,"5,300",60 to 70,600 to 700,Jun-24
CITYVISTA RESIDENCES,PECK HAY ROAD,09,Non-Landed Properties,4,"11,500",250 to 260,"2,700 to 2,800",Jun-24
THE PIER AT ROBERTSON,MOHAMED SULTAN ROAD,09,Non-Landed Properties,1,"3,900",60 to 70,600 to 700,Jun-24
LEONIE HILL RESIDENCES,LEONIE HILL ROAD,09,Non-Landed Properties,3,"8,000",130 to 140,"1,400 to 1,500",Jun-24
LUMA,RIVER VALLEY GROVE,09,Non-Landed Properties,2,"4,650",80 to 90,"900 to 1,000",Jun-24
RV POINT,RIVER VALLEY ROAD,09,Non-Landed Properties,1,"3,250",30 to 40,300 to 400,Jun-24
MARTIN PLACE RESIDENCES,MARTIN PLACE,09,Non-Landed Properties,2,"6,400",90 to 100,"1,000 to 1,100",Jun-24
ST THOMAS SUITES,ST. THOMAS WALK,09,Non-Landed Properties,3,"9,000",160 to 170,"1,800 to 1,900",Jun-24
LIV ON SOPHIA,ADIS ROAD,09,Non-Landed Properties,2,"4,000",50 to 60,500 to 600,Jun-24
8 @ MOUNT SOPHIA,MOUNT SOPHIA,09,Non-Landed Properties,1,"4,200",70 to 80,800 to 900,Jun-24
THE TATE RESIDENCES,CLAYMORE ROAD,09,Non-Landed Properties,3,"11,000",170 to 180,"1,800 to 1,900",Jun-24
ASPEN HEIGHTS,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"8,200",140 to 150,"1,500 to 1,600",Jun-24
CAVENAGH LODGE,CAVENAGH ROAD,09,Non-Landed Properties,3,"5,700",140 to 150,"1,500 to 1,600",Jun-24
THE PEAK @ CAIRNHILL I,CAIRNHILL CIRCLE,09,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Jun-24
MARTIN MODERN,MARTIN PLACE,09,Non-Landed Properties,3,"8,500",90 to 100,"1,000 to 1,100",Jun-24
HAUS ON HANDY,HANDY ROAD,09,Non-Landed Properties,1,"4,343",40 to 50,500 to 600,Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,4,"14,000",190 to 200,"2,000 to 2,100",Jun-24
PATERSON RESIDENCE,PATERSON ROAD,09,Non-Landed Properties,4,"7,500",130 to 140,"1,400 to 1,500",Jun-24
SCOTTS SQUARE,SCOTTS ROAD,09,Non-Landed Properties,3,"8,700",110 to 120,"1,200 to 1,300",Jun-24
OUE TWIN PEAKS,LEONIE HILL ROAD,09,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Jun-24
HAUS ON HANDY,HANDY ROAD,09,Non-Landed Properties,1,"4,500",40 to 50,400 to 500,Jun-24
THE COSMOPOLITAN,KIM SENG ROAD,09,Non-Landed Properties,4,"10,000",150 to 160,"1,600 to 1,700",Jun-24
ESPADA,ST. THOMAS WALK,09,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,Jun-24
VISIONCREST,OXLEY RISE,09,Non-Landed Properties,2,"6,100",80 to 90,"900 to 1,000",Jun-24
THE BAYRON,ST. THOMAS WALK,09,Non-Landed Properties,3,"7,400",120 to 130,"1,300 to 1,400",Jun-24
RIVERGATE,ROBERTSON QUAY,09,Non-Landed Properties,3,"9,000",140 to 150,"1,600 to 1,700",Jun-24
YONG AN PARK,RIVER VALLEY ROAD,09,Non-Landed Properties,4,"6,666",280 to 290,"3,100 to 3,200",Jun-24
GRANGE HEIGHTS,GRANGE ROAD,09,Non-Landed Properties,3,"7,500",140 to 150,"1,500 to 1,600",Jun-24
KOPAR AT NEWTON,MAKEWAY AVENUE,09,Non-Landed Properties,1,"3,700",40 to 50,500 to 600,Jun-24
URBAN RESORT CONDOMINIUM,CAIRNHILL ROAD,09,Non-Landed Properties,3,"11,500",190 to 200,"2,100 to 2,200",Jun-24
LEONIE TOWERS,LEONIE HILL,09,Non-Landed Properties,4,"12,000",300 to 310,"3,200 to 3,300",Jun-24
WATERSCAPE AT CAVENAGH,CAVENAGH ROAD,09,Non-Landed Properties,3,"8,200",170 to 180,"1,800 to 1,900",Jun-24
RIVERSIDE 48,ROBERTSON QUAY,09,Non-Landed Properties,NA,"4,600",60 to 70,700 to 800,Jun-24
