Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,900",90 to 100,"1,000 to 1,100",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,1,"2,700",50 to 60,600 to 700,Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"4,500",100 to 110,"1,100 to 1,200",Jun-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,700",70 to 80,800 to 900,Jun-24
CASA FLORA,SALAM WALK,16,Non-Landed Properties,3,"4,900",160 to 170,"1,700 to 1,800",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,1,"3,300",80 to 90,800 to 900,Jun-24
THE TANAMERA,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"3,900",120 to 130,"1,300 to 1,400",Jun-24
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,600",120 to 130,"1,300 to 1,400",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"7,500",140 to 150,"1,500 to 1,600",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,3,"5,850",100 to 110,"1,000 to 1,100",Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,050",100 to 110,"1,100 to 1,200",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,3,"3,700",120 to 130,"1,200 to 1,300",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,100 to 1,200",Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,050",110 to 120,"1,200 to 1,300",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"3,900",80 to 90,"900 to 1,000",Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"4,200",80 to 90,800 to 900,Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,3,"4,400",80 to 90,"900 to 1,000",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,2,"4,300",70 to 80,800 to 900,Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"4,450",80 to 90,"900 to 1,000",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,200",50 to 60,600 to 700,Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,150",50 to 60,500 to 600,Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,700",90 to 100,"900 to 1,000",Jun-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,000",70 to 80,800 to 900,Jun-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,000",110 to 120,"1,100 to 1,200",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,1,"2,950",40 to 50,400 to 500,Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,3,"4,100",70 to 80,800 to 900,Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Jun-24
TANAMERA CREST,PARI DEDAP WALK,16,Non-Landed Properties,3,"3,500",110 to 120,"1,100 to 1,200",Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,910",90 to 100,"1,000 to 1,100",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,800",80 to 90,800 to 900,Jun-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,200",80 to 90,"900 to 1,000",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Jun-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,200",100 to 110,"1,000 to 1,100",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"3,100",50 to 60,600 to 700,Jun-24
EAST COAST RESIDENCES,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"4,750",150 to 160,"1,600 to 1,700",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,950",80 to 90,"900 to 1,000",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,3,"5,050",110 to 120,"1,200 to 1,300",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Jun-24
THE SUMMIT,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"5,000",150 to 160,"1,600 to 1,700",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,600",90 to 100,"1,000 to 1,100",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,3,"5,600",100 to 110,"1,100 to 1,200",Jun-24
RIVIERA RESIDENCES,RIVIERA DRIVE,16,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,700",80 to 90,800 to 900,Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Jun-24
SUNHAVEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,500",120 to 130,"1,300 to 1,400",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,4,"6,200",140 to 150,"1,500 to 1,600",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,4,"5,200",90 to 100,"1,000 to 1,100",Jun-24
PARBURY HILL CONDOMINIUM,PARBURY AVENUE,16,Non-Landed Properties,3,"5,800",190 to 200,"2,000 to 2,100",Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Jun-24
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,900",90 to 100,"900 to 1,000",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,400",80 to 90,"900 to 1,000",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,600",90 to 100,"1,000 to 1,100",Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"7,000",140 to 150,"1,500 to 1,600",Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"2,950",60 to 70,600 to 700,Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,500",90 to 100,"900 to 1,000",Jun-24
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,250",110 to 120,"1,200 to 1,300",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"3,300",50 to 60,600 to 700,Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"6,500",130 to 140,"1,400 to 1,500",Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,3,"5,300",120 to 130,"1,300 to 1,400",Jun-24
SEA PAVILION RESIDENCES,UPPER EAST COAST ROAD,16,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jun-24
STRATFORD COURT,BEDOK RIA CRESCENT,16,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Jun-24
EAST VILLAGE,UPPER CHANGI ROAD,16,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,400",110 to 120,"1,100 to 1,200",Jun-24
SUNHAVEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,350",90 to 100,"900 to 1,000",Jun-24
STRATFORD COURT,BEDOK RIA CRESCENT,16,Non-Landed Properties,3,"4,300",100 to 110,"1,100 to 1,200",Jun-24
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"3,650",100 to 110,"1,100 to 1,200",Jun-24
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,000",120 to 130,"1,300 to 1,400",Jun-24
BAYWATER,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,700",90 to 100,"1,000 to 1,100",Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,800",120 to 130,"1,300 to 1,400",Jun-24
THE TANAMERA,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,200",120 to 130,"1,300 to 1,400",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",Jun-24
PALMWOODS,UPPER CHANGI ROAD,16,Non-Landed Properties,3,"4,400",120 to 130,"1,200 to 1,300",Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"3,000",50 to 60,600 to 700,Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"6,000",130 to 140,"1,400 to 1,500",Jun-24
WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,3,"3,500",120 to 130,"1,200 to 1,300",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,450",120 to 130,"1,200 to 1,300",Jun-24
COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,4,"5,000",90 to 100,"1,000 to 1,100",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,2,"4,400",70 to 80,800 to 900,Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,3,"5,200",120 to 130,"1,200 to 1,300",Jun-24
EASTWOOD REGENCY,EASTWOOD ROAD,16,Non-Landed Properties,NA,"2,250",30 to 40,300 to 400,Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Jun-24
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"3,600",140 to 150,"1,600 to 1,700",Jun-24
RICH EAST GARDEN,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"6,000",220 to 230,"2,300 to 2,400",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Jun-24
PALMWOODS,UPPER CHANGI ROAD,16,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"3,100",50 to 60,500 to 600,Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Jun-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"3,200",40 to 50,500 to 600,Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jun-24
EASTWOOD REGENCY,EASTWOOD ROAD,16,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Jun-24
CASCADALE,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,500",140 to 150,"1,500 to 1,600",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"2,900",50 to 60,600 to 700,Jun-24
BEDOK COURT,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"5,200",220 to 230,"2,400 to 2,500",Jun-24
PARBURY HILL CONDOMINIUM,PARBURY AVENUE,16,Non-Landed Properties,3,"5,400",130 to 140,"1,400 to 1,500",Jun-24
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"3,850",90 to 100,"900 to 1,000",Jun-24
EAST MEADOWS,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,Jun-24
SUNHAVEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,500",90 to 100,"900 to 1,000",Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,900",90 to 100,"900 to 1,000",Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Jun-24
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,180",80 to 90,800 to 900,Jun-24
THE TANAMERA,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Jun-24
TANAMERA CREST,PARI DEDAP WALK,16,Non-Landed Properties,3,"3,950",110 to 120,"1,100 to 1,200",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,300",50 to 60,600 to 700,Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Jun-24
THE SUMMIT,UPPER EAST COAST ROAD,16,Non-Landed Properties,4,"8,500",340 to 350,"3,700 to 3,800",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,3,"4,911",90 to 100,"1,000 to 1,100",Jun-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,1,"3,000",60 to 70,600 to 700,Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,2,"4,700",80 to 90,800 to 900,Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,900",110 to 120,"1,200 to 1,300",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,5,"10,000",290 to 300,"3,200 to 3,300",Jun-24
BAYWATER,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,000",120 to 130,"1,200 to 1,300",Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"5,700",120 to 130,"1,300 to 1,400",Jun-24
RICH EAST GARDEN,UPPER EAST COAST ROAD,16,Non-Landed Properties,4,"5,500",230 to 240,"2,500 to 2,600",Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"6,000",110 to 120,"1,200 to 1,300",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,000",70 to 80,700 to 800,Jun-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"3,100",60 to 70,600 to 700,Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,4,"5,800",110 to 120,"1,200 to 1,300",Jun-24
BEDOK RESIDENCES,BEDOK NORTH DRIVE,16,Non-Landed Properties,3,"5,800",140 to 150,"1,500 to 1,600",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Jun-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,700",120 to 130,"1,300 to 1,400",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"4,100",100 to 110,"1,000 to 1,100",Jun-24
AQUARIUS BY THE PARK,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jun-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,4,"4,500",120 to 130,"1,300 to 1,400",Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,100",110 to 120,"1,200 to 1,300",Jun-24
ARCHIPELAGO,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,4,"7,800",150 to 160,"1,600 to 1,700",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,600",110 to 120,"1,200 to 1,300",Jun-24
THE SUMMIT,UPPER EAST COAST ROAD,16,Non-Landed Properties,2,"3,400",70 to 80,800 to 900,Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,3,"4,700",120 to 130,"1,200 to 1,300",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jun-24
CHANGI COURT,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Jun-24
THE CLEARWATER,BEDOK RESERVOIR VIEW,16,Non-Landed Properties,3,"4,700",120 to 130,"1,300 to 1,400",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,300",70 to 80,800 to 900,Jun-24
WATERFRONT KEY,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Jun-24
LANDBAY CONDOMINIUM,JALAN HAJIJAH,16,Non-Landed Properties,3,"4,900",110 to 120,"1,100 to 1,200",Jun-24
UBER 388,UPPER EAST COAST ROAD,16,Non-Landed Properties,2,"5,500",120 to 130,"1,300 to 1,400",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
CASA MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,4,"6,000",140 to 150,"1,500 to 1,600",Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"6,800",160 to 170,"1,700 to 1,800",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Jun-24
LANDBAY CONDOMINIUM,JALAN HAJIJAH,16,Non-Landed Properties,2,"3,650",90 to 100,"1,000 to 1,100",Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"6,000",120 to 130,"1,300 to 1,400",Jun-24
WATERFRONT GOLD,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,500",120 to 130,"1,200 to 1,300",Jun-24
NON-LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"2,500",130 to 140,"1,400 to 1,500",Jun-24
NON-LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"2,500",130 to 140,"1,400 to 1,500",Jun-24
NON-LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"2,500",130 to 140,"1,400 to 1,500",Jun-24
WATERFRONT WAVES,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,3,"5,555",120 to 130,"1,300 to 1,400",Jun-24
ECO,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,1,"2,700",50 to 60,600 to 700,Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Jun-24
THE BAYSHORE,BAYSHORE ROAD,16,Non-Landed Properties,2,"4,050",90 to 100,"1,000 to 1,100",Jun-24
SEA PAVILION RESIDENCES,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"4,000",80 to 90,"900 to 1,000",Jun-24
EAST VILLAGE,UPPER CHANGI ROAD,16,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jun-24
THE TANAMERA,TANAH MERAH KECHIL ROAD,16,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Jun-24
COUNTRY PARK CONDOMINIUM,BEDOK ROAD,16,Non-Landed Properties,2,"4,000",100 to 110,"1,100 to 1,200",Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,1,"3,600",60 to 70,700 to 800,Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,4,"4,000",130 to 140,"1,400 to 1,500",Jun-24
URBAN VISTA,TANAH MERAH KECHIL LINK,16,Non-Landed Properties,2,"3,050",50 to 60,600 to 700,Jun-24
WATERFRONT ISLE,BEDOK RESERVOIR ROAD,16,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Jun-24
BAYSHORE PARK,BAYSHORE ROAD,16,Non-Landed Properties,2,"2,600",80 to 90,"900 to 1,000",Jun-24
TANAMERA CREST,PARI DEDAP WALK,16,Non-Landed Properties,2,"4,000",80 to 90,800 to 900,Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,700",50 to 60,600 to 700,Jun-24
THE GLADES,BEDOK RISE,16,Non-Landed Properties,2,"3,100",50 to 60,600 to 700,Jun-24
OPTIMA @ TANAH MERAH,TANAH MERAH KECHIL AVENUE,16,Non-Landed Properties,2,"4,100",80 to 90,800 to 900,Jun-24
COSTA DEL SOL,BAYSHORE ROAD,16,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Jun-24
SUNHAVEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,3,"4,100",110 to 120,"1,200 to 1,300",Jun-24
CHANGI GREEN,UPPER CHANGI ROAD EAST,16,Non-Landed Properties,2,"3,400",90 to 100,"1,000 to 1,100",Jun-24
NON-LANDED HOUSING DEVELOPMENT,UPPER EAST COAST ROAD,16,Non-Landed Properties,3,"3,000",130 to 140,"1,400 to 1,500",Jun-24
GRANDEUR PARK RESIDENCES,BEDOK SOUTH AVENUE 3,16,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Jun-24
