Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE PANORAMA,"828,000",430.56,"1,923",May-26,ANG MO KIO AVENUE 2,Resale,Strata,40,"20,700",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
AMO RESIDENCE,"3,200,000","1,291.68","2,477",May-26,ANG MO KIO RISE,Sub Sale,Strata,120,"26,667",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
LAKEVIEW ESTATE,"1,850,000","1,614.6","1,146",May-26,UPPER THOMSON ROAD,Resale,Strata,150,"12,333",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,21 to 25
AMO RESIDENCE,"1,828,000",742.72,"2,461",May-26,ANG MO KIO RISE,Sub Sale,Strata,69,"26,493",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
THE PANORAMA,"2,065,000","1,011.82","2,041",May-26,ANG MO KIO AVENUE 2,Resale,Strata,94,"21,968",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
JADESCAPE,"2,620,000","1,011.82","2,589",May-26,SHUNFU ROAD,Resale,Strata,94,"27,872",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
RAFFLESIA CONDOMINIUM,"2,156,000","1,302.44","1,655",May-26,BISHAN STREET 21,Resale,Strata,121,"17,818",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
THOMSON THREE,"2,900,000","1,485.43","1,952",May-26,BRIGHT HILL DRIVE,Resale,Strata,138,"21,014",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
JADESCAPE,"1,886,000",775.01,"2,434",May-26,SHUNFU ROAD,Resale,Strata,72,"26,194",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
CLOVER BY THE PARK,"3,140,000","2,206.62","1,423",May-26,BISHAN STREET 25,Resale,Strata,205,"15,317",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
BISHAN 8,"2,250,000","1,162.51","1,935",May-26,BISHAN STREET 21,Resale,Strata,108,"20,833",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
AMO RESIDENCE,"3,275,000","1,291.68","2,535",May-26,ANG MO KIO RISE,Sub Sale,Strata,120,"27,292",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
THE PANORAMA,"2,210,000","1,065.64","2,074",May-26,ANG MO KIO AVENUE 2,Resale,Strata,99,"22,323",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
BRADDELL VIEW,"1,565,000","1,453.14","1,077",May-26,BRADDELL HILL,Resale,Strata,135,"11,593",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,16 to 20
CENTRO RESIDENCES,"2,090,088","1,001.05","2,088",May-26,ANG MO KIO AVENUE 8,Resale,Strata,93,"22,474",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,26 to 30
AMO RESIDENCE,"2,930,000","1,140.98","2,568",May-26,ANG MO KIO RISE,Sub Sale,Strata,106,"27,642",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
CENTRO RESIDENCES,"2,039,880","1,001.05","2,038",May-26,ANG MO KIO AVENUE 8,Resale,Strata,93,"21,934",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,26 to 30
THE GARDENS AT BISHAN,"1,530,000",882.65,"1,733",Apr-26,SIN MING WALK,Resale,Strata,82,"18,659",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,01 to 05
THOMSON THREE,"2,640,000","1,140.98","2,314",Apr-26,BRIGHT HILL DRIVE,Resale,Strata,106,"24,906",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
FLORAVIEW,"1,580,000","1,065.64","1,483",Apr-26,ANG MO KIO STREET 66,Resale,Strata,99,"15,960",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
THE PANORAMA,"2,238,888","1,011.82","2,213",Apr-26,ANG MO KIO AVENUE 2,Resale,Strata,94,"23,818",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
GRANDEUR 8,"1,990,000","1,227.1","1,622",Apr-26,ANG MO KIO CENTRAL 3,Resale,Strata,114,"17,456",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
BRADDELL VIEW,"1,860,000","1,700.71","1,094",Apr-26,BRADDELL HILL,Resale,Strata,158,"11,772",-,Apartment,1,103 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
SEASONS VIEW,"1,788,000","1,140.98","1,567",Apr-26,PEMIMPIN DRIVE,Resale,Strata,106,"16,868",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
SKY HABITAT,"2,218,000","1,194.8","1,856",Apr-26,BISHAN STREET 15,Resale,Strata,111,"19,982",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,16 to 20
THOMSON IMPRESSIONS,"868,000",462.85,"1,875",Apr-26,LORONG PUNTONG,Resale,Strata,43,"20,186",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
BRADDELL VIEW,"1,790,000","1,700.71","1,053",Apr-26,BRADDELL HILL,Resale,Strata,158,"11,329",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
JADESCAPE,"4,800,000","2,098.98","2,287",Apr-26,SHUNFU ROAD,Resale,Strata,195,"24,615",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
SEASONS VIEW,"1,788,000","1,151.75","1,552",Apr-26,PEMIMPIN DRIVE,Resale,Strata,107,"16,710",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,16 to 20
AMO RESIDENCE,"2,715,000","1,044.11","2,600",Apr-26,ANG MO KIO RISE,Sub Sale,Strata,97,"27,990",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
THOMSON IMPRESSIONS,"1,510,000",731.95,"2,063",Apr-26,LORONG PUNTONG,Resale,Strata,68,"22,206",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,06 to 10
SKY VUE,"1,025,000",495.14,"2,070",Apr-26,BISHAN STREET 15,Resale,Strata,46,"22,283",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,21 to 25
THOMSON THREE,"1,585,000",731.95,"2,165",Apr-26,BRIGHT HILL DRIVE,Resale,Strata,68,"23,309",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
THOMSON THREE,"1,500,000",731.95,"2,049",Apr-26,BRIGHT HILL DRIVE,Resale,Strata,68,"22,059",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
CENTRO RESIDENCES,"1,525,000",818.06,"1,864",Apr-26,ANG MO KIO AVENUE 8,Resale,Strata,76,"20,066",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,11 to 15
FAR HORIZON GARDENS,"2,100,000","1,948.28","1,078",Apr-26,ANG MO KIO AVENUE 9,Resale,Strata,181,"11,602",-,Condominium,1,99 yrs lease commencing from 1982,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,690,000","1,044.11","2,576",Apr-26,ANG MO KIO RISE,Sub Sale,Strata,97,"27,732",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
SKY VUE,"1,450,000",678.13,"2,138",Apr-26,BISHAN STREET 15,Resale,Strata,63,"23,016",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,06 to 10
LAKEVIEW ESTATE,"1,628,888","1,614.6","1,009",Apr-26,UPPER THOMSON ROAD,Resale,Strata,150,"10,859",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,01 to 05
JADESCAPE,"2,250,000",904.18,"2,488",Apr-26,SHUNFU ROAD,Resale,Strata,84,"26,786",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
CLOVER BY THE PARK,"2,980,000","1,582.31","1,883",Apr-26,BISHAN STREET 25,Resale,Strata,147,"20,272",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
JADESCAPE,"2,745,000","1,054.87","2,602",Apr-26,SHUNFU ROAD,Resale,Strata,98,"28,010",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
BRADDELL VIEW,"1,840,000","1,700.71","1,082",Apr-26,BRADDELL HILL,Resale,Strata,158,"11,646",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,16 to 20
AMO RESIDENCE,"2,950,000","1,140.98","2,585",Apr-26,ANG MO KIO RISE,Sub Sale,Strata,106,"27,830",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,11 to 15
THOMSON THREE,"2,327,000","1,054.87","2,206",Apr-26,BRIGHT HILL DRIVE,Resale,Strata,98,"23,745",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
GRANDEUR 8,"1,780,000","1,227.1","1,451",Apr-26,ANG MO KIO CENTRAL 3,Resale,Strata,114,"15,614",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
AMO RESIDENCE,"2,360,000",958,"2,463",Apr-26,ANG MO KIO RISE,Sub Sale,Strata,89,"26,517",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
THE PANORAMA,"2,880,000","1,334.74","2,158",Apr-26,ANG MO KIO AVENUE 2,Resale,Strata,124,"23,226",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
THOMSON GRAND,"1,680,000",947.23,"1,774",Apr-26,SIN MING WALK,Resale,Strata,88,"19,091",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
BRADDELL VIEW,"1,718,000","1,614.6","1,064",Apr-26,BRADDELL HILL,Resale,Strata,150,"11,453",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,21 to 25
SKY HABITAT,"2,800,000","1,410.08","1,986",Apr-26,BISHAN STREET 15,Resale,Strata,131,"21,374",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,11 to 15
BRADDELL VIEW,"1,796,888","1,700.71","1,057",Apr-26,BRADDELL HILL,Resale,Strata,158,"11,373",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
BRADDELL VIEW,"1,600,000","1,614.6",991,Mar-26,BRADDELL HILL,Resale,Strata,150,"10,667",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,06 to 10
THE PANORAMA,"1,998,888",990.29,"2,018",Mar-26,ANG MO KIO AVENUE 2,Resale,Strata,92,"21,727",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
CLOVER BY THE PARK,"3,550,000","1,743.77","2,036",Mar-26,BISHAN STREET 25,Resale,Strata,162,"21,914",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,16 to 20
BRADDELL VIEW,"1,835,000","1,700.71","1,079",Mar-26,BRADDELL HILL,Resale,Strata,158,"11,614",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,16 to 20
THE PANORAMA,"2,260,000","1,011.82","2,234",Mar-26,ANG MO KIO AVENUE 2,Resale,Strata,94,"24,043",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
LAKEVIEW ESTATE,"1,650,000","1,614.6","1,022",Mar-26,UPPER THOMSON ROAD,Resale,Strata,150,"11,000",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
AMO RESIDENCE,"2,710,000","1,044.11","2,596",Mar-26,ANG MO KIO RISE,Sub Sale,Strata,97,"27,938",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,21 to 25
THOMSON GRAND,"2,573,000","1,367.03","1,882",Mar-26,SIN MING WALK,Resale,Strata,127,"20,260",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,11 to 15
THOMSON GRAND,"2,570,000","1,356.26","1,895",Mar-26,SIN MING WALK,Resale,Strata,126,"20,397",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
JADESCAPE,"1,460,000",645.84,"2,261",Mar-26,SHUNFU ROAD,Resale,Strata,60,"24,333",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THOMSON GRAND,"2,565,000","1,410.08","1,819",Mar-26,SIN MING WALK,Resale,Strata,131,"19,580",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,16 to 20
GRANDEUR 8,"1,860,000","1,194.8","1,557",Mar-26,ANG MO KIO CENTRAL 3,Resale,Strata,111,"16,757",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,06 to 10
JADESCAPE,"3,200,000","1,259.39","2,541",Mar-26,SHUNFU ROAD,Resale,Strata,117,"27,350",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,11 to 15
THOMSON IMPRESSIONS,"864,000",462.85,"1,867",Mar-26,LORONG PUNTONG,Resale,Strata,43,"20,093",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,16 to 20
AMO RESIDENCE,"2,620,000","1,044.11","2,509",Mar-26,ANG MO KIO RISE,Sub Sale,Strata,97,"27,010",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
LAKEVIEW ESTATE,"1,728,000","1,614.6","1,070",Mar-26,UPPER THOMSON ROAD,Resale,Strata,150,"11,520",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,21 to 25
SKY VUE,"1,050,000",484.38,"2,168",Mar-26,BISHAN STREET 15,Resale,Strata,45,"23,333",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,31 to 35
RAFFLESIA CONDOMINIUM,"2,200,000","1,302.44","1,689",Mar-26,BISHAN STREET 21,Resale,Strata,121,"18,182",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
THE PANORAMA,"3,450,000","1,560.78","2,210",Mar-26,ANG MO KIO AVENUE 2,Resale,Strata,145,"23,793",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
JADESCAPE,"979,166",527.44,"1,856",Mar-26,SHUNFU ROAD,Resale,Strata,49,"19,983",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
GOLDENHILL PARK CONDOMINIUM,"3,300,000","1,313.21","2,513",Mar-26,MEI HWAN DRIVE,Resale,Strata,122,"27,049",-,Condominium,1,Freehold,20,Outside Central Region,16 to 20
THE PANORAMA,"2,280,000","1,011.82","2,253",Mar-26,ANG MO KIO AVENUE 2,Resale,Strata,94,"24,255",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,11 to 15
BRADDELL VIEW,"1,655,000","1,614.6","1,025",Mar-26,BRADDELL HILL,Resale,Strata,150,"11,033",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,11 to 15
CLOVER BY THE PARK,"2,680,000","1,603.84","1,671",Mar-26,BISHAN STREET 25,Resale,Strata,149,"17,987",-,Condominium,1,99 yrs lease commencing from 2007,20,Rest of Central Region,01 to 05
JADESCAPE,"1,720,000",764.24,"2,251",Mar-26,SHUNFU ROAD,Resale,Strata,71,"24,225",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
CENTRO RESIDENCES,"2,776,800","1,280.92","2,168",Mar-26,ANG MO KIO AVENUE 8,Resale,Strata,119,"23,334",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,21 to 25
FLAME TREE PARK,"3,475,000","1,765.3","1,969",Mar-26,SIN MING AVENUE,Resale,Strata,164,"21,189",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15
SEASONS VIEW,"1,865,000","1,140.98","1,635",Mar-26,PEMIMPIN DRIVE,Resale,Strata,106,"17,594",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,01 to 05
THREE 11,"1,580,000",731.95,"2,159",Mar-26,UPPER THOMSON ROAD,Resale,Strata,68,"23,235",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
CENTRO RESIDENCES,"2,055,000","1,367.03","1,503",Mar-26,ANG MO KIO AVENUE 8,Resale,Strata,127,"16,181",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,06 to 10
LAKEVIEW ESTATE,"1,600,000","1,614.6",991,Mar-26,UPPER THOMSON ROAD,Resale,Strata,150,"10,667",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,01 to 05
THE GARDENS AT BISHAN,"2,278,000","1,205.57","1,890",Mar-26,SIN MING WALK,Resale,Strata,112,"20,339",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
ADANA @ THOMSON,"1,100,000",559.73,"1,965",Mar-26,OLD UPPER THOMSON ROAD,Resale,Strata,52,"21,154",-,Apartment,1,Freehold,20,Outside Central Region,01 to 05
JADESCAPE,"1,450,000",645.84,"2,245",Mar-26,SHUNFU ROAD,Resale,Strata,60,"24,167",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
JADESCAPE,"1,630,000",764.24,"2,133",Mar-26,SHUNFU ROAD,Resale,Strata,71,"22,958",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,01 to 05
THE PANORAMA,"882,000",473.62,"1,862",Mar-26,ANG MO KIO AVENUE 2,Resale,Strata,44,"20,045",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
THE GARDENS AT BISHAN,"2,250,000","1,205.57","1,866",Mar-26,SIN MING WALK,Resale,Strata,112,"20,089",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
JADESCAPE,"1,790,000",764.24,"2,342",Mar-26,SHUNFU ROAD,Resale,Strata,71,"25,211",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
LAKEVIEW ESTATE,"1,820,000","1,614.6","1,127",Mar-26,UPPER THOMSON ROAD,Resale,Strata,150,"12,133",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
THE WINDSOR,"2,200,000","1,345.5","1,635",Mar-26,ONTARIO AVENUE,Resale,Strata,125,"17,600",-,Condominium,1,Freehold,20,Rest of Central Region,01 to 05
SKY VUE,"1,528,000",678.13,"2,253",Feb-26,BISHAN STREET 15,Resale,Strata,63,"24,254",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,16 to 20
RAFFLESIA CONDOMINIUM,"2,188,000","1,323.97","1,653",Feb-26,BISHAN STREET 21,Resale,Strata,123,"17,789",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
BISHAN PARK CONDOMINIUM,"1,860,000","1,270.15","1,464",Feb-26,SIN MING WALK,Resale,Strata,118,"15,763",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
THE PANORAMA,"1,480,000",699.66,"2,115",Feb-26,ANG MO KIO AVENUE 2,Resale,Strata,65,"22,769",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,16 to 20
JADESCAPE,"2,750,000","1,054.87","2,607",Feb-26,SHUNFU ROAD,Resale,Strata,98,"28,061",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,21 to 25
THOMSON GRAND,"2,580,000","1,367.03","1,887",Feb-26,SIN MING WALK,Resale,Strata,127,"20,315",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,16 to 20
BISHAN PARK CONDOMINIUM,"1,960,000","1,474.67","1,329",Feb-26,SIN MING WALK,Resale,Strata,137,"14,307",-,Condominium,1,99 yrs lease commencing from 1991,20,Rest of Central Region,01 to 05
THOMSON IMPRESSIONS,"1,573,000",731.95,"2,149",Feb-26,LORONG PUNTONG,Resale,Strata,68,"23,132",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,16 to 20
THOMSON GRAND,"2,408,000","1,356.26","1,775",Feb-26,SIN MING WALK,Resale,Strata,126,"19,111",-,Condominium,1,99 yrs lease commencing from 2010,20,Rest of Central Region,06 to 10
THOMSON THREE,"1,575,000",731.95,"2,152",Feb-26,BRIGHT HILL DRIVE,Resale,Strata,68,"23,162",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
THE GARDENS AT BISHAN,"2,300,000","1,227.1","1,874",Feb-26,SIN MING WALK,Resale,Strata,114,"20,175",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
LAKEVIEW ESTATE,"1,688,000","1,614.6","1,045",Feb-26,UPPER THOMSON ROAD,Resale,Strata,150,"11,253",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,11 to 15
AMO RESIDENCE,"2,580,000","1,044.11","2,471",Feb-26,ANG MO KIO RISE,Sub Sale,Strata,97,"26,598",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,06 to 10
BRADDELL VIEW,"1,850,000","1,700.71","1,088",Feb-26,BRADDELL HILL,Resale,Strata,158,"11,709",-,Apartment,1,103 yrs lease commencing from 1977,20,Rest of Central Region,16 to 20
LAKEVIEW ESTATE,"1,700,000","1,614.6","1,053",Feb-26,UPPER THOMSON ROAD,Resale,Strata,150,"11,333",-,Apartment,1,99 yrs lease commencing from 1977,20,Rest of Central Region,11 to 15
THREE 11,"1,960,000",936.47,"2,093",Feb-26,UPPER THOMSON ROAD,Resale,Strata,87,"22,529",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
SEASONS VIEW,"1,738,888","1,140.98","1,524",Feb-26,PEMIMPIN DRIVE,Resale,Strata,106,"16,405",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,06 to 10
BISHAN POINT,"1,680,000",936.47,"1,794",Feb-26,BRIGHT HILL DRIVE,Resale,Strata,87,"19,310",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
BRADDELL VIEW,"1,680,000","1,614.6","1,041",Feb-26,BRADDELL HILL,Resale,Strata,150,"11,200",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,11 to 15
AMO RESIDENCE,"3,860,000","1,474.67","2,618",Feb-26,ANG MO KIO RISE,Sub Sale,Strata,137,"28,175",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,16 to 20
CENTRO RESIDENCES,"1,838,000",925.7,"1,986",Feb-26,ANG MO KIO AVENUE 8,Resale,Strata,86,"21,372",-,Condominium,1,99 yrs lease commencing from 2007,20,Outside Central Region,21 to 25
SKY VUE,"2,600,000","1,140.98","2,279",Feb-26,BISHAN STREET 15,Resale,Strata,106,"24,528",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,01 to 05
BRADDELL VIEW,"1,800,000","1,700.71","1,058",Feb-26,BRADDELL HILL,Resale,Strata,158,"11,392",-,Apartment,1,102 yrs lease commencing from 1978,20,Rest of Central Region,01 to 05
BISHAN POINT,"1,711,888",936.47,"1,828",Feb-26,BRIGHT HILL DRIVE,Resale,Strata,87,"19,677",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,26 to 30
COUNTRY ESQUIRE,"3,400,000","1,679.18","2,025",Feb-26,LORONG PUNTONG,Resale,Strata,156,"21,795",-,Condominium,1,Freehold,20,Rest of Central Region,11 to 15
THOMSON THREE,"2,450,000","1,054.87","2,323",Feb-26,BRIGHT HILL DRIVE,Resale,Strata,98,"25,000",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
JADESCAPE,"1,835,000",764.24,"2,401",Feb-26,SHUNFU ROAD,Resale,Strata,71,"25,845",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
JADESCAPE,"2,918,888","1,151.75","2,534",Feb-26,SHUNFU ROAD,Resale,Strata,107,"27,279",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
THOMSON THREE,"2,645,000","1,140.98","2,318",Feb-26,BRIGHT HILL DRIVE,Resale,Strata,106,"24,953",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,06 to 10
