Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,450",70 to 80,800 to 900,Aug-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,200",80 to 90,800 to 900,Aug-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,4,"4,850",120 to 130,"1,300 to 1,400",Aug-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,400",120 to 130,"1,300 to 1,400",Aug-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,600",120 to 130,"1,300 to 1,400",Aug-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,500",120 to 130,"1,300 to 1,400",Aug-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,800",120 to 130,"1,300 to 1,400",Aug-26
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,600",160 to 170,"1,800 to 1,900",Aug-26
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,500",160 to 170,"1,800 to 1,900",Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",50 to 60,500 to 600,Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,4,"5,000",130 to 140,"1,400 to 1,500",Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Aug-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Aug-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,750",50 to 60,500 to 600,Aug-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Aug-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,500 to 600,Aug-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,2,"3,350",70 to 80,800 to 900,Aug-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,600",80 to 90,800 to 900,Jul-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,900",50 to 60,600 to 700,Jul-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"4,350",90 to 100,"1,000 to 1,100",Jul-26
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,4,"5,400",190 to 200,"2,000 to 2,100",Jul-26
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Jul-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,400",80 to 90,"900 to 1,000",Jul-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"4,200",90 to 100,"1,000 to 1,100",Jul-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jul-26
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,2,"3,400",100 to 110,"1,100 to 1,200",Jul-26
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Jul-26
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,4,"5,000",180 to 190,"2,000 to 2,100",Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,600",80 to 90,800 to 900,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,700",80 to 90,800 to 900,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,600",80 to 90,800 to 900,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,350",30 to 40,300 to 400,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,450",30 to 40,300 to 400,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,900",50 to 60,500 to 600,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,800",50 to 60,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"4,000",80 to 90,800 to 900,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,150",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",60 to 70,600 to 700,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Jul-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,4,"5,000",110 to 120,"1,200 to 1,300",Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,550",30 to 40,400 to 500,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,350",60 to 70,600 to 700,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,950",40 to 50,500 to 600,Jul-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Jul-26
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"4,500",150 to 160,"1,600 to 1,700",Jul-26
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"7,100",>300,>3000,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"3,900",100 to 110,"1,100 to 1,200",Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,3,"4,000",100 to 110,"1,100 to 1,200",Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,100",60 to 70,700 to 800,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,300",80 to 90,800 to 900,Jul-26
H2O RESIDENCES,FERNVALE LINK,28,Non-Landed Properties,2,"3,350",80 to 90,800 to 900,Jul-26
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,2,"3,000",60 to 70,600 to 700,Jul-26
FLORAVILLE,CACTUS ROAD,28,Non-Landed Properties,3,"3,250",70 to 80,700 to 800,Jul-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,3,"3,600",120 to 130,"1,300 to 1,400",Jul-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,2,"2,900",120 to 130,"1,300 to 1,400",Jul-26
SERENITY PARK,TAMARIND ROAD,28,Non-Landed Properties,2,"2,900",100 to 110,"1,000 to 1,100",Jul-26
NIM GARDENS,NIM ROAD,28,Non-Landed Properties,3,"4,600",160 to 170,"1,800 to 1,900",Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,250",60 to 70,700 to 800,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,850",50 to 60,500 to 600,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"2,800",50 to 60,500 to 600,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,500",100 to 110,"1,100 to 1,200",Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Jul-26
RIVERTREES RESIDENCES,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jul-26
NON-LANDED HOUSING DEVELOPMENT,JALAN KAYU,28,Non-Landed Properties,NA,"3,700",70 to 80,800 to 900,Jul-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",60 to 70,700 to 800,Jul-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,600",50 to 60,500 to 600,Jul-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,650",40 to 50,500 to 600,Jul-26
SELETAR PARK RESIDENCE,SELETAR ROAD,28,Non-Landed Properties,1,"2,800",50 to 60,500 to 600,Jul-26
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"4,500",170 to 180,"1,800 to 1,900",Jun-26
MIMOSA PARK,MIMOSA ROAD,28,Non-Landed Properties,4,"6,650",190 to 200,"2,100 to 2,200",Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,900",50 to 60,600 to 700,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,650",60 to 70,700 to 800,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"3,000",50 to 60,600 to 700,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,NA,"2,400",50 to 60,600 to 700,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,1,"2,900",50 to 60,600 to 700,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,400",80 to 90,800 to 900,Jun-26
THE GREENWICH,SELETAR ROAD,28,Non-Landed Properties,2,"3,300",80 to 90,"900 to 1,000",Jun-26
SELETAR SPRINGS CONDOMINIUM,GERALD DRIVE,28,Non-Landed Properties,2,"3,900",90 to 100,"1,000 to 1,100",Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,2,"3,300",60 to 70,700 to 800,Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,150",90 to 100,"900 to 1,000",Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,800",90 to 100,"1,000 to 1,100",Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"3,700",80 to 90,"900 to 1,000",Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,3,"4,100",90 to 100,"1,000 to 1,100",Jun-26
RIVERBANK @ FERNVALE,FERNVALE CLOSE,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Jun-26
SUNRISE GARDENS,SUNRISE AVENUE,28,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,250",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,150",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,500",80 to 90,800 to 900,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,380",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,400",50 to 60,500 to 600,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,300",30 to 40,300 to 400,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,600",40 to 50,400 to 500,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,800",50 to 60,500 to 600,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,200",30 to 40,300 to 400,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,500",40 to 50,400 to 500,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,500",80 to 90,800 to 900,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,300",30 to 40,300 to 400,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,350",30 to 40,300 to 400,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,NA,"2,400",30 to 40,300 to 400,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,1,"2,650",40 to 50,400 to 500,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"2,900",50 to 60,500 to 600,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,200",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,600",80 to 90,800 to 900,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,3,"3,800",80 to 90,800 to 900,Jun-26
HIGH PARK RESIDENCES,FERNVALE ROAD,28,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,100",60 to 70,600 to 700,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,550",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,550",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,300",60 to 70,600 to 700,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,850",40 to 50,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,600",40 to 50,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,000",50 to 60,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,2,"3,100",50 to 60,500 to 600,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,650",30 to 40,400 to 500,Jun-26
PARC BOTANNIA,FERNVALE STREET,28,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Jun-26
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"5,300",180 to 190,"2,000 to 2,100",Jun-26
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,3,"3,800",120 to 130,"1,300 to 1,400",Jun-26
GRANDE VISTA,CACTUS DRIVE,28,Non-Landed Properties,4,"6,650",250 to 260,"2,700 to 2,800",Jun-26
