project_name,district,market_segment,tenure,lease_start_year,transaction_count,median_psf,avg_psf_5yr_ago,appreciation_1yr,appreciation_3yr,appreciation_5yr,annualized_appreciation,resale_annualized_appreciation,new_sale_proportion,has_new_launch_bias,appreciation_momentum,data_coverage,source,updated
PARK PLACE RESIDENCES AT PLQ,,,,,104,,1984.1666666666667,2.470245089230172,7.659850300865911,16.74926501469971,3.1456295758844233,,0.0,False,,,ura_5yr_cagr,2026-02-06
Seventy St Patrick's,,,,,,,,,,,,,0.0,False,,,,2026-02-06
ONE BERNAM,D02,Core Central Region,99 yrs lease commencing from 2019,2019,285,2587.0,2570.0,2.475737769855413,-1.5413891531874446,0.6614785992217875,0.13194705957022546,-3.2548516269717664,0.979,True,0.469,5yr,ura_5yr_cagr,2026-06-07
NEWPORT RESIDENCES,D02,Core Central Region,Freehold,,192,3072.0,,,,,,,1.0,True,,none,ura_data,2026-06-07
ICON,D02,Core Central Region,99 yrs lease commencing from 2002,2002,137,1755.0,1692.0,-2.527075812274371,-5.998928762720945,3.7234042553191404,0.7338313565704135,0.7338313565704135,0.0,False,-0.652,5yr,ura_5yr_cagr,2026-06-07
SKYSUITES@ANSON,D02,Core Central Region,99 yrs lease commencing from 2008,2008,97,2303.0,2256.0,1.902654867256648,-2.908937605396289,2.083333333333326,0.4132372241226756,0.4132372241226756,0.0,False,0.298,5yr,ura_5yr_cagr,2026-06-07
SKY EVERTON,D02,Rest of Central Region,Freehold,,71,2992.0,2783.0,5.9115044247787685,6.174591909155436,7.509881422924902,1.458789524815507,3.0553658335832123,0.465,True,0.891,5yr,ura_5yr_cagr,2026-06-07
SPOTTISWOODE RESIDENCES,D02,Rest of Central Region,Freehold,,66,2123.0,2082.0,-8.353118929419379,-7.2520751419833935,1.9692603266090236,0.3907858349463611,0.3907858349463611,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SPOTTISWOODE PARK,D02,Rest of Central Region,99 yrs lease commencing from 1973,1973,59,993.0,1009.0,-8.310249307479223,7.817589576547235,-1.5857284440039643,-0.3191766709735977,-0.3191766709735977,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
76 SHENTON,D02,Core Central Region,99 yrs lease commencing from 2007,2007,53,2002.0,1850.5,-3.0977734753146136,2.012738853503193,8.18697649283977,1.5862658736380375,1.5862658736380375,0.0,False,-0.937,5yr,ura_5yr_cagr,2026-06-07
SPOTTISWOODE 18,D02,Rest of Central Region,Freehold,,52,2439.0,2224.0,4.543506215173587,2.7379949452400965,9.66726618705036,1.8627515916039172,1.8627515916039172,0.0,False,0.536,5yr,ura_5yr_cagr,2026-06-07
WALLICH RESIDENCE,D02,Core Central Region,99 yrs lease commencing from 2011,2011,49,2771.5,3252.0,-16.268882175226583,-9.752523607945296,-14.775522755227556,-3.147046439299439,-3.147046439299439,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SPOTTISWOODE SUITES,D02,Rest of Central Region,Freehold,,43,2249.0,2059.0,-4.0529010238907865,-8.091540662035147,9.227780475959202,1.780978498662944,1.780978498662944,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
LUMIERE,D02,Core Central Region,99 yrs lease commencing from 2006,2006,42,1622.0,1842.0,-11.414527580557078,-6.8886337543053955,-11.943539630836053,-2.5117566643864886,-2.5117566643864886,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ALTEZ,D02,Core Central Region,99 yrs lease commencing from 2008,2008,36,2194.0,2088.0,-1.3489208633093552,11.710794297352333,5.076628352490431,0.9953144675370673,0.9953144675370673,0.0,False,-0.469,5yr,ura_5yr_cagr,2026-06-07
INTERNATIONAL PLAZA,D02,Core Central Region,99 yrs lease commencing from 1970,1970,33,1223.0,1142.0,6.071118820468335,-3.624901497241928,7.092819614711043,1.3799495166383347,1.3799495166383347,0.0,False,0.938,5yr,ura_5yr_cagr,2026-06-07
EON SHENTON,D02,Core Central Region,99 yrs lease commencing from 2011,2011,26,2220.0,,3.0162412993039345,1.3698630136986356,,,-2.082805914289909,0.0,False,0.512,3yr,ura_data,2026-06-07
DORSETT RESIDENCES,D02,Rest of Central Region,99 yrs lease commencing from 2009,2009,16,2230.0,2073.0,-2.7898866608544015,4.5230841340520245,7.573564881813799,1.470806496990873,1.470806496990873,0.0,False,-0.852,5yr,ura_5yr_cagr,2026-06-07
THE ARRIS,D02,Rest of Central Region,Freehold,,16,2335.5,1958.0,2.794894366197176,4.989885367498315,19.279877425944836,3.588951393615014,3.588951393615014,0.0,False,-0.159,5yr,ura_5yr_cagr,2026-06-07
THE BEACON,D02,Rest of Central Region,99 yrs lease commencing from 2004,2004,16,1776.0,1497.0,-3.0038230475150196,8.62385321100918,18.637274549098205,3.477096029432758,3.477096029432758,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CRAIG PLACE,D02,Rest of Central Region,99 yrs lease commencing from 1997,1997,12,2026.0,1818.0,7.1957671957672,-7.5940706955530235,11.44114411441144,2.745164198360195,2.745164198360195,0.0,False,0.89,5yr,ura_5yr_cagr,2026-06-07
TMW MAXWELL,D02,Rest of Central Region,99 yrs lease commencing from 2023,2023,6,,,,,,,,1.0,True,,none,ura_data,2026-06-07
ONZE @ TANJONG PAGAR,D02,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
ZYON GRAND,D03,Rest of Central Region,99 yrs lease commencing from 2024,2024,630,3249.0,,6.910167818361312,,,,,1.0,True,,1yr,ura_data,2026-06-07
AVENUE SOUTH RESIDENCE,D03,Rest of Central Region,99 yrs lease commencing from 2018,2018,509,2258.0,2252.0,-1.0517090271691454,-1.7406440382941701,0.2664298401420906,0.053229270751598,0.2226689358234779,0.703,True,-0.221,5yr,ura_5yr_cagr,2026-06-07
PENRITH,D03,Rest of Central Region,99 yrs lease commencing from 2024,2024,452,2975.0,,6.535362578334825,,,,,1.0,True,,1yr,ura_data,2026-06-07
STIRLING RESIDENCES,D03,Rest of Central Region,99 yrs lease commencing from 2017,2017,426,2375.0,2037.0,-0.23104389834068817,4.3726653482750955,16.593028964162993,3.118008504490488,3.3832804606592104,0.033,False,-0.67,5yr,ura_5yr_cagr,2026-06-07
PROMENADE PEAK,D03,Rest of Central Region,99 yrs lease commencing from 2024,2024,421,3090.5,,5.622009569377995,,,,,1.0,True,,1yr,ura_data,2026-06-07
ONE PEARL BANK,D03,Rest of Central Region,99 yrs lease commencing from 2019,2019,390,2601.0,2501.0,3.0507131537242493,-5.589836660617065,3.998400639744104,0.7871888584978004,0.0,0.859,True,0.453,5yr,ura_5yr_cagr,2026-06-07
RIVIERE,D03,Rest of Central Region,99 yrs lease commencing from 2018,2018,349,2842.0,2730.0,-3.9864864864864846,-7.817061303924744,4.10256410256411,0.8073702056312415,5.674435632342201,0.94,True,-0.959,5yr,ura_5yr_cagr,2026-06-07
THE LANDMARK,D03,Rest of Central Region,99 yrs lease commencing from 2020,2020,277,2485.0,2264.0,8.49159572145819,-6.297134238310709,9.761484098939931,1.8802481512893543,2.8213706771311298,0.953,True,1.0,5yr,ura_5yr_cagr,2026-06-07
COMMONWEALTH TOWERS,D03,Rest of Central Region,99 yrs lease commencing from 2013,2013,250,2264.0,1908.0,0.3768565728219819,7.45135263407688,18.65828092243187,3.4807601806589705,3.4807601806589705,0.0,False,-0.621,5yr,ura_5yr_cagr,2026-06-07
PRINCIPAL GARDEN,D03,Rest of Central Region,99 yrs lease commencing from 2014,2014,218,2211.0,1909.0,2.219140083217752,7.827359180687643,15.819800942902052,2.9808715024646215,2.9808715024646215,0.0,False,-0.152,5yr,ura_5yr_cagr,2026-06-07
QUEENS PEAK,D03,Rest of Central Region,99 yrs lease commencing from 2015,2015,202,2241.0,1947.0,0.9686866411353856,3.367158671586723,15.10015408320493,2.852577820980007,2.852577820980007,0.0,False,-0.377,5yr,ura_5yr_cagr,2026-06-07
ECHELON,D03,Rest of Central Region,99 yrs lease commencing from 2012,2012,137,2214.5,1866.0,3.0000000000000027,3.4329752452125106,18.676312968917475,3.483905104802565,3.483905104802565,0.0,False,-0.097,5yr,ura_5yr_cagr,2026-06-07
ALEX RESIDENCES,D03,Rest of Central Region,99 yrs lease commencing from 2013,2013,111,2330.0,1935.0,3.0517470145953185,12.451737451737444,20.41343669250646,3.785095750879197,3.785095750879197,0.0,False,-0.147,5yr,ura_5yr_cagr,2026-06-07
RIVER PLACE,D03,Rest of Central Region,99 yrs lease commencing from 1995,1995,105,1792.0,1504.5,-1.9961717254580291,9.068776628119291,19.109338650714513,3.5593134613744803,3.5593134613744803,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
HIGHLINE RESIDENCES,D03,Rest of Central Region,99 yrs lease commencing from 2013,2013,99,2595.5,2073.0,6.5694929172654515,14.339207048458146,25.20501688374337,4.598232580737549,4.598232580737549,0.0,False,0.394,5yr,ura_5yr_cagr,2026-06-07
QUEENS,D03,Rest of Central Region,99 yrs lease commencing from 1998,1998,99,1886.0,1407.0,3.6263736263736357,21.091492776886046,34.044065387348965,6.0350677471475045,6.0350677471475045,0.0,False,-0.482,5yr,ura_5yr_cagr,2026-06-07
THE CREST,D03,Rest of Central Region,99 yrs lease commencing from 2012,2012,90,2014.5,1898.0,1.4861460957178885,5.168363351605332,6.1380400421496395,1.198532026422705,1.198532026422705,0.0,False,0.058,5yr,ura_5yr_cagr,2026-06-07
MARGARET VILLE,D03,Rest of Central Region,99 yrs lease commencing from 2017,2017,83,2241.5,1988.0,1.2878445549028505,2.585812356979411,12.751509054325961,2.4293631757654754,2.4293631757654754,0.0,False,-0.228,5yr,ura_5yr_cagr,2026-06-07
ASCENTIA SKY,D03,Rest of Central Region,99 yrs lease commencing from 2008,2008,83,2030.5,1522.0,4.128205128205131,14.32995495495495,33.40998685939554,5.934560291506008,5.934560291506008,0.0,False,-0.361,5yr,ura_5yr_cagr,2026-06-07
THE METROPOLITAN CONDOMINIUM,D03,Rest of Central Region,99 yrs lease commencing from 2006,2006,79,2027.0,1564.0,5.134854771784236,16.796312301930282,29.603580562659836,5.323043415908901,5.323043415908901,0.0,False,-0.038,5yr,ura_5yr_cagr,2026-06-07
ARTRA,D03,Rest of Central Region,99 yrs lease commencing from 2016,2016,77,2507.0,1967.0,5.624605013692863,10.222026819081108,27.45297407219116,4.971159598892494,4.971159598892494,0.0,False,0.131,5yr,ura_5yr_cagr,2026-06-07
TANGLIN VIEW,D03,Rest of Central Region,99 yrs lease commencing from 1997,1997,69,1875.0,1463.0,-1.7295597484276781,15.313653136531368,28.161312371838697,5.087579551641053,5.087579551641053,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ALEXIS,D03,Rest of Central Region,Freehold,,67,1870.0,1479.0,0.42964554242750363,9.677419354838701,26.436781609195403,4.803234547723978,4.803234547723978,0.0,False,-0.875,5yr,ura_5yr_cagr,2026-06-07
THE ANCHORAGE,D03,Rest of Central Region,Freehold,,60,2000.0,1564.0,-0.32394717169199616,14.351057747284157,27.877237851662407,5.04095205335795,5.04095205335795,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CENTRAL GREEN CONDOMINIUM,D03,Rest of Central Region,99 yrs lease commencing from 1992,1992,50,1763.0,1441.5,2.6790914385556253,14.778645833333325,22.303156434269855,4.108822164977388,4.108822164977388,0.0,False,-0.286,5yr,ura_5yr_cagr,2026-06-07
EMERALD PARK,D03,Rest of Central Region,99 yrs lease commencing from 1991,1991,35,1588.0,1276.0,1.0499522748965928,1.1787193373685945,24.451410658307204,4.4720134403711365,4.4720134403711365,0.0,False,-0.684,5yr,ura_5yr_cagr,2026-06-07
MERAPRIME,D03,Rest of Central Region,99 yrs lease commencing from 2003,2003,31,2227.5,1593.0,7.582709490461248,13.243518047788516,39.83050847457628,6.935126465402264,6.935126465402264,0.0,False,0.13,5yr,ura_5yr_cagr,2026-06-07
DOMAIN 21,D03,Rest of Central Region,99 yrs lease commencing from 2004,2004,28,2045.0,1578.0,-1.7063205960105798,13.422074320576826,29.594423320659068,5.321555037498515,5.321555037498515,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE REGENCY AT TIONG BAHRU,D03,Rest of Central Region,Freehold,,19,2317.0,2035.0,-2.380450811038548,2.840656901908556,13.857493857493864,3.297641326525036,3.297641326525036,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
TWIN REGENCY,D03,Rest of Central Region,Freehold,,17,2342.0,1919.5,8.601901228843033,15.312653865091086,22.010940349049225,5.099268562709436,5.099268562709436,0.0,False,0.701,5yr,ura_5yr_cagr,2026-06-07
ALESSANDREA,D03,Rest of Central Region,Freehold,,16,2004.0,1598.0,0.9063444108761365,20.541353383458638,25.406758448060085,4.631918489291698,4.631918489291698,0.0,False,-0.745,5yr,ura_5yr_cagr,2026-06-07
QUEENSWAY TOWER,D03,Rest of Central Region,Freehold,,16,1388.0,1194.0,-8.684210526315795,5.4711246200607855,16.24790619765495,3.056888924326606,3.056888924326606,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
REGENCY SUITES,D03,Rest of Central Region,Freehold,,12,1816.5,1292.0,-19.960343688037007,-17.187143834055163,40.595975232198136,7.051948800486274,7.051948800486274,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
HARVEST MANSIONS,D03,Rest of Central Region,99 yrs lease commencing from 1993,1993,10,1392.0,1201.0,,-3.8009675190048386,15.90341382181515,5.0425870548415075,5.0425870548415075,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
YONG SIAK VIEW,D03,Rest of Central Region,Freehold,,4,1904.0,1544.0,,1.9271948608136968,23.316062176165797,5.379203582973857,,0.0,False,-0.947,5yr,ura_5yr_cagr,2026-06-07
CLYDESVIEW,D03,Rest of Central Region,Freehold,,3,1924.0,1494.5,,,28.738708598193384,5.182098122875867,,0.0,False,,5yr,ura_5yr_cagr,2026-06-07
KAI FOOK MANSION,D03,Rest of Central Region,9999 yrs lease commencing from 1960,1960,1,1025.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
ENG HOON MANSIONS,D03,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
YONG SIAK COURT,D03,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
TIONG BAHRU ESTATE,D03,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
NORMANTON PARK,D05,Rest of Central Region,99 yrs lease commencing from 2019,2019,1225,1994.0,1830.0,-2.63671875,-3.7644787644787625,8.961748633879774,1.7313511990102226,-1.2709099495198717,0.804,True,-0.874,5yr,ura_5yr_cagr,2026-06-07
PARC CLEMATIS,D05,Outside Central Region,99 yrs lease commencing from 2019,2019,632,2307.0,1712.5,7.854137447405329,14.919053549190542,34.715328467153284,6.141055694474096,5.152335622017223,0.475,True,0.343,5yr,ura_5yr_cagr,2026-06-07
ELTA,D05,Outside Central Region,99 yrs lease commencing from 2024,2024,404,2576.5,,1.1979575805184606,,,,,1.0,True,,1yr,ura_data,2026-06-07
FABER RESIDENCE,D05,Outside Central Region,99 yrs lease commencing from 2025,2025,380,2240.0,,4.1860465116279055,,,,,1.0,True,,1yr,ura_data,2026-06-07
LYNDENWOODS,D05,Rest of Central Region,99 yrs lease commencing from 2025,2025,342,2583.0,,4.829545454545459,,,,,1.0,True,,1yr,ura_data,2026-06-07
BLOOMSBURY RESIDENCES,D05,Rest of Central Region,99 yrs lease commencing from 2024,2024,308,2573.5,,3.0224179343474766,,,,,1.0,True,,1yr,ura_data,2026-06-07
PARC RIVIERA,D05,Outside Central Region,99 yrs lease commencing from 2015,2015,301,1761.0,1408.0,2.44328097731239,8.77084620135886,25.07102272727273,4.575834827175296,4.575834827175296,0.0,False,-0.427,5yr,ura_5yr_cagr,2026-06-07
CLAVON,D05,Outside Central Region,99 yrs lease commencing from 2019,2019,281,2160.0,1642.0,5.058365758754868,13.4453781512605,31.546894031668703,5.63701472891851,4.294707162088707,0.384,True,-0.116,5yr,ura_5yr_cagr,2026-06-07
BLOSSOMS BY THE PARK,D05,Rest of Central Region,99 yrs lease commencing from 2022,2022,275,2390.0,,-1.0351966873705987,-2.089307660794759,,,,1.0,True,-0.068,3yr,ura_data,2026-06-07
THE TRILINQ,D05,Outside Central Region,99 yrs lease commencing from 2012,2012,243,1814.0,1564.0,-0.38440417353102774,6.517909571344682,15.984654731457804,3.010170688376279,3.010170688376279,0.0,False,-0.679,5yr,ura_5yr_cagr,2026-06-07
WHISTLER GRAND,D05,Outside Central Region,99 yrs lease commencing from 2018,2018,233,1996.0,1671.0,4.039614281991133,7.8918918918919,19.449431478156786,3.618384603386149,3.500966200185296,0.03,False,0.084,5yr,ura_5yr_cagr,2026-06-07
HUDSON PLACE RESIDENCES,D05,Rest of Central Region,99 years leasehold,,201,2463.0,,,,,,,1.0,True,,none,ura_data,2026-06-07
TERRA HILL,D05,Rest of Central Region,Freehold,,192,2690.0,,-0.07429420505200568,-0.07429420505200568,,,,1.0,True,-0.01,3yr,ura_data,2026-06-07
KENT RIDGE HILL RESIDENCES,D05,Rest of Central Region,99 yrs lease commencing from 2018,2018,161,1972.0,1854.0,-0.6048387096774244,-1.227147508139248,6.364617044228704,1.241701668220263,1.9100217737114678,0.416,True,-0.369,5yr,ura_5yr_cagr,2026-06-07
TWIN VEW,D05,Outside Central Region,99 yrs lease commencing from 2017,2017,147,1902.0,1553.0,0.9554140127388644,8.098891730605295,22.472633612363158,4.137659192867882,4.13095490779376,0.007,False,-0.636,5yr,ura_5yr_cagr,2026-06-07
THE CLEMENT CANOPY,D05,Outside Central Region,99 yrs lease commencing from 2016,2016,143,1996.0,1654.5,1.9407558733401498,8.301682040151936,20.64067694167422,3.8242381736948383,3.8242381736948383,0.0,False,-0.377,5yr,ura_5yr_cagr,2026-06-07
THE HILL @ONE-NORTH,D05,Rest of Central Region,99 yrs lease commencing from 2022,2022,141,2305.0,,-7.206119162640901,,,,,1.0,True,,1yr,ura_data,2026-06-07
DOVER PARKVIEW,D05,Rest of Central Region,99 yrs lease commencing from 1993,1993,131,1454.5,1152.0,-0.20583190394510842,8.141263940520439,26.258680555555557,4.773692365117799,4.773692365117799,0.0,False,-0.996,5yr,ura_5yr_cagr,2026-06-07
THE ROCHESTER RESIDENCES,D05,Rest of Central Region,99 yrs lease commencing from 2005,2005,114,1792.0,1382.0,10.141364474492942,15.949530896150122,29.667149059334296,5.333373245272277,5.333373245272277,0.0,False,0.962,5yr,ura_5yr_cagr,2026-06-07
SEAHILL,D05,Outside Central Region,99 yrs lease commencing from 2011,2011,104,1548.0,1461.0,-4.797047970479706,1.775147928994092,5.954825462012314,1.1635702691066507,1.1635702691066507,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
HERITAGE VIEW,D05,Rest of Central Region,99 yrs lease commencing from 1996,1996,101,1624.0,1264.0,1.8820577164366359,3.703703703703698,28.481012658227844,5.139955820155362,5.139955820155362,0.0,False,-0.652,5yr,ura_5yr_cagr,2026-06-07
ONE-NORTH RESIDENCES,D05,Rest of Central Region,99 yrs lease commencing from 2005,2005,96,1475.0,1500.5,-16.193181818181824,-8.09968847352025,-1.6994335221592771,-0.34222100662848476,-0.34222100662848476,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BLUE HORIZON,D05,Outside Central Region,99 yrs lease commencing from 2000,2000,96,1459.0,1150.5,0.7944732297063828,10.530303030303024,26.81442850934377,4.865766058978904,4.865766058978904,0.0,False,-0.814,5yr,ura_5yr_cagr,2026-06-07
THE PARC CONDOMINIUM,D05,Outside Central Region,Freehold,,90,1919.5,1495.0,-1.2094698919197122,13.916913946587538,28.394648829431436,5.125817183763615,5.125817183763615,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
VARSITY PARK CONDOMINIUM,D05,Outside Central Region,99 yrs lease commencing from 2004,2004,84,1504.0,1102.0,-4.689480354879594,7.198859586600137,36.47912885662432,6.417548087954539,6.417548087954539,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BOTANNIA,D05,Outside Central Region,956 yrs lease commencing from 1928,1928,72,1807.0,1439.0,3.1392694063926863,8.009563658099218,25.573314801945802,4.659696673257829,4.659696673257829,0.0,False,-0.304,5yr,ura_5yr_cagr,2026-06-07
THE VISION,D05,Outside Central Region,99 yrs lease commencing from 2008,2008,61,1584.5,1341.5,-1.8885448916408643,1.0200828817341412,18.114051434960853,3.3856620784624925,3.3856620784624925,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WEST BAY CONDOMINIUM,D05,Outside Central Region,99 yrs lease commencing from 1991,1991,56,1150.0,887.5,-6.655844155844159,6.827682303762184,29.5774647887324,5.318798449050144,5.318798449050144,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WATERFRONT @ FABER,D05,Outside Central Region,99 yrs lease commencing from 2013,2013,53,1554.0,1393.0,0.355182434614143,3.565478173942016,11.557788944723612,2.211551260777589,2.211551260777589,0.0,False,-0.371,5yr,ura_5yr_cagr,2026-06-07
ONE-NORTH EDEN,D05,Rest of Central Region,99 yrs lease commencing from 2019,2019,52,2401.0,1925.0,1.2652889076339102,19.33399602385686,24.72727272727273,4.518287478449712,1.2301629029050742,0.346,True,-0.651,5yr,ura_5yr_cagr,2026-06-07
CLEMENTIWOODS CONDOMINIUM,D05,Outside Central Region,99 yrs lease commencing from 2006,2006,51,1462.0,1174.0,-5.372168284789646,3.8352272727272707,24.53151618398637,4.485459060073627,4.485459060073627,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
FABER CREST,D05,Outside Central Region,99 yrs lease commencing from 1996,1996,48,1290.0,967.0,2.7070063694267565,13.806793118659023,33.402275077559466,5.9333355509491925,5.9333355509491925,0.0,False,-0.645,5yr,ura_5yr_cagr,2026-06-07
HUNDRED TREES,D05,Outside Central Region,956 yrs lease commencing from 1928,1928,48,1776.5,1467.0,-4.770838917180376,9.054634745242485,21.097477845944113,3.902744590753926,3.902744590753926,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
REGENT PARK,D05,Outside Central Region,99 yrs lease commencing from 1993,1993,47,1380.0,1027.5,3.1390134529148073,9.39357907253271,34.30656934306568,6.076565811773582,6.076565811773582,0.0,False,-0.588,5yr,ura_5yr_cagr,2026-06-07
THE INFINITI,D05,Outside Central Region,Freehold,,47,1724.0,1255.0,3.730445246690728,16.016150740242253,37.37051792828685,6.556195782940466,6.556195782940466,0.0,False,-0.565,5yr,ura_5yr_cagr,2026-06-07
WESTCOVE CONDOMINIUM,D05,Outside Central Region,99 yrs lease commencing from 1995,1995,44,1098.5,970.0,-7.689075630252096,3.4369114877589535,13.247422680412368,2.5193078444686767,2.5193078444686767,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CARABELLE,D05,Outside Central Region,956 yrs lease commencing from 1928,1928,41,1900.0,1436.0,3.542234332425065,17.46522411128284,32.31197771587744,5.759607947770817,5.759607947770817,0.0,False,-0.443,5yr,ura_5yr_cagr,2026-06-07
NEWEST,D05,Outside Central Region,956 yrs lease commencing from 1928,1928,37,1576.0,929.0,42.75362318840579,57.60000000000001,69.64477933261573,11.149650089089391,11.149650089089391,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
PARC IMPERIAL,D05,Rest of Central Region,Freehold,,36,1757.0,1721.0,-7.865757734661772,-4.769647696476964,2.091807088901798,0.4149041935481046,0.4149041935481046,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
VIVA VISTA,D05,Rest of Central Region,Freehold,,36,1739.0,1671.0,-6.404736275565126,-3.709856035437431,4.0694195092758845,1.0021882479467337,1.0021882479467337,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE VERANDAH RESIDENCES,D05,Rest of Central Region,Freehold,,30,2039.5,1858.0,2.12819228843264,2.435961828227029,9.768568353067808,2.3574599212830005,2.3574599212830005,0.0,False,-0.046,5yr,ura_5yr_cagr,2026-06-07
VILLAGE @ PASIR PANJANG,D05,Rest of Central Region,Freehold,,29,1658.0,1487.0,-4.985673352435526,-0.6590772917914878,11.49966375252185,2.200897939839219,2.200897939839219,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MONTEREY PARK CONDOMINIUM,D05,Outside Central Region,999 yrs lease commencing from 1885,1885,28,1819.0,1309.5,1.3935340022296572,14.618777567737862,38.90798014509356,6.793652250413507,6.793652250413507,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE MAYLEA,D05,Rest of Central Region,Freehold,,28,1721.0,1390.0,3.5499398315282704,6.169031462060448,23.812949640287773,4.364600262733842,4.364600262733842,0.0,False,-0.163,5yr,ura_5yr_cagr,2026-06-07
THE PEAK@BALMEG,D05,Rest of Central Region,Freehold,,27,1524.0,1547.0,-18.5462319615179,-7.91540785498489,-1.4867485455720697,-0.29913398658496515,-0.29913398658496515,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WHITEHAVEN,D05,Rest of Central Region,Freehold,,27,1798.0,1709.0,3.363035354987076,4.383164005805518,5.207723815096554,1.0205026092263036,1.0205026092263036,0.0,False,0.469,5yr,ura_5yr_cagr,2026-06-07
THE SORRENTO,D05,Outside Central Region,Freehold,,26,1782.0,1672.0,2.5021570319240682,9.526736324523654,6.578947368421062,1.2824702968712964,1.2824702968712964,0.0,False,0.244,5yr,ura_5yr_cagr,2026-06-07
THE STELLAR,D05,Outside Central Region,Freehold,,22,1727.5,1376.5,5.2070645554202155,10.666239590006409,25.499455139847438,4.647382035919856,4.647382035919856,0.0,False,0.112,5yr,ura_5yr_cagr,2026-06-07
LE HILL CONDOMINIUM,D05,Rest of Central Region,Freehold,,14,1510.5,1400.0,1.7857142857142794,14.866920152091257,7.892857142857146,1.5309708060358584,1.5309708060358584,0.0,False,0.051,5yr,ura_5yr_cagr,2026-06-07
BIJOU,D05,Rest of Central Region,Freehold,,13,2561.0,2049.0,28.499749121926744,27.31792194879443,24.987798926305516,4.561913911386295,4.561913911386295,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
MENDON SPRING,D05,Rest of Central Region,Freehold,,13,1412.0,1119.5,10.875539850804872,15.642915642915645,26.127735596248325,5.9748107556290675,5.9748107556290675,0.0,False,0.98,5yr,ura_5yr_cagr,2026-06-07
SEASUITES,D05,Rest of Central Region,Freehold,,12,1549.0,1677.5,-8.505611340815122,-4.735547355473557,-7.660208643815203,-1.9726590661904853,-1.9726590661904853,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE GRANDHILL,D05,Rest of Central Region,Freehold,,12,1718.0,1397.0,-0.11627906976744429,1.7169923031379541,22.977809591982812,5.306866064988425,5.306866064988425,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BAYVILLE CONDOMINIUM,D05,Rest of Central Region,Freehold,,11,1429.0,1163.0,-6.079526782780153,9.042350247996955,22.871883061049015,4.205466657854995,4.205466657854995,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
HORIZON RESIDENCES,D05,Rest of Central Region,Freehold,,11,1830.5,,-4.562043795620441,5.656565656565649,,,1.8510467328367142,0.0,False,-1.0,3yr,ura_data,2026-06-07
PASIR VIEW PARK,D05,Rest of Central Region,Freehold,,11,1543.0,1353.0,0.45572916666667407,8.815232722143861,14.042867701404283,2.6629231510842732,2.6629231510842732,0.0,False,-0.441,5yr,ura_5yr_cagr,2026-06-07
HARBOUR VIEW GARDENS,D05,Rest of Central Region,Freehold,,10,1961.0,,1.3174890209248336,1.23902942694889,,,0.41131568351355785,0.0,False,0.181,3yr,ura_data,2026-06-07
