project_name,district,market_segment,tenure,lease_start_year,transaction_count,median_psf,avg_psf_5yr_ago,appreciation_1yr,appreciation_3yr,appreciation_5yr,annualized_appreciation,resale_annualized_appreciation,new_sale_proportion,has_new_launch_bias,appreciation_momentum,data_coverage,source,updated
CASA IRRAWADDY,D12,Rest of Central Region,Freehold,,6,1726.5,1405.0,3.818400481058326,,22.882562277580078,5.286469883948275,5.286469883948275,0.0,False,-0.294,5yr,ura_5yr_cagr,2026-06-07
ST FRANCIS LODGE,D12,Rest of Central Region,Freehold,,6,1430.0,1115.0,2.2889842632331847,4.151493080844859,28.251121076233176,6.418048983820457,6.418048983820457,0.0,False,-0.826,5yr,ura_5yr_cagr,2026-06-07
KIM KEAT HOUSE,D12,Rest of Central Region,Freehold,,6,1085.0,,,1.0242085661080091,,,3.5439224364123945,0.0,False,,3yr,ura_data,2026-06-07
THE ELYSIA,D12,Rest of Central Region,999 yrs lease commencing from 1882,1882,5,1234.0,,-8.252788104089214,1.3552361396304002,,,1.8890277826019375,0.0,False,-1.0,3yr,ura_data,2026-06-07
KIM KEAT GARDENS,D12,Rest of Central Region,99 yrs lease commencing from 2001,2001,5,1057.0,619.0,6.124497991967881,13.04812834224598,70.75928917609046,14.313121648316574,14.313121648316574,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CITY SUITES,D12,Rest of Central Region,Freehold,,5,1877.0,1200.0,,-5.725765946760419,56.41666666666667,11.833201196408606,11.833201196408606,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
VICTORY HEIGHTS,D12,Rest of Central Region,Freehold,,5,1234.0,1008.0,-7.218045112781956,7.071583514099777,22.42063492063493,5.187384608909951,5.187384608909951,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ECOVILLE,D12,Rest of Central Region,Freehold,,5,1638.0,1461.0,,7.76315789473685,12.114989733059556,3.8854105659782423,3.8854105659782423,0.0,False,-0.26,5yr,ura_5yr_cagr,2026-06-07
LE SHANTIER,D12,Rest of Central Region,Freehold,,4,1539.0,1154.0,,0.0,33.36221837088389,7.46281252077321,,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
BALESTIER REGENCY,D12,Rest of Central Region,Freehold,,4,1390.0,,-3.2707028531663185,,,,,0.0,False,,1yr,ura_data,2026-06-07
BIRCHWOOD MANSIONS,D12,Rest of Central Region,Freehold,,4,1301.0,,,-12.153950033760974,,,,0.0,False,,3yr,ura_data,2026-06-07
NADIA MANSIONS,D12,Rest of Central Region,Freehold,,4,1372.0,1052.0,,12.597455888387366,30.418250950570336,6.864779228611195,,0.0,False,-0.533,5yr,ura_5yr_cagr,2026-06-07
TOPAZ MANSIONS,D12,Rest of Central Region,Freehold,,3,1277.0,,3.9479039479039413,,,,,0.0,False,,1yr,ura_data,2026-06-07
THE MORNINGTON,D12,Rest of Central Region,Freehold,,3,1352.0,1071.0,,,26.237161531279174,5.997788695036066,,0.0,False,,5yr,ura_5yr_cagr,2026-06-07
KIM KEAT LODGE,D12,Rest of Central Region,Freehold,,3,1448.0,,,7.140214576396597,,,,0.0,False,,3yr,ura_data,2026-06-07
BOON TECK APARTMENTS,D12,Rest of Central Region,Freehold,,3,,1131.0,,,,,,0.0,False,,none,ura_data,2026-06-07
THE BELLEFORTE,D12,Rest of Central Region,Freehold,,3,,1409.0,,,,,,0.0,False,,none,ura_data,2026-06-07
BALESTIER 288,D12,Rest of Central Region,Freehold,,3,,1129.0,,,,,,0.0,False,,none,ura_data,2026-06-07
ROCCA BALESTIER,D12,Rest of Central Region,Freehold,,2,1476.0,,,9.010339734121132,,,,0.0,False,,3yr,ura_data,2026-06-07
BOON TECK TOWER,D12,Rest of Central Region,Freehold,,2,1267.0,,,4.971002485501241,,,,0.0,False,,3yr,ura_data,2026-06-07
SUMMER GREEN,D12,Rest of Central Region,Freehold,,2,1409.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
8 RAJA,D12,Rest of Central Region,Freehold,,2,1597.0,1324.0,,,20.619335347432035,4.7982987986214365,,0.0,False,,5yr,ura_5yr_cagr,2026-06-07
NEW COURT,D12,Rest of Central Region,Freehold,,2,1346.0,,,1.3554216867469826,,,,0.0,False,,3yr,ura_data,2026-06-07
SHAN GATE APARTMENTS,D12,Rest of Central Region,Freehold,,2,1361.0,,,0.591278640059123,,,,0.0,False,,3yr,ura_data,2026-06-07
MOONSTONE ROYALE,D12,Rest of Central Region,Freehold,,2,1182.0,,,-9.770992366412212,,,,0.0,False,,3yr,ura_data,2026-06-07
GALLERY FIFTEEN,D12,Rest of Central Region,Freehold,,2,1377.0,,,12.133550488599344,,,,0.0,False,,3yr,ura_data,2026-06-07
PUBLIC MANSION,D12,Rest of Central Region,Freehold,,2,,,,,,,,0.0,False,,none,ura_data,2026-06-07
URBAN HERITAGE,D12,Rest of Central Region,Freehold,,2,,1290.0,,,,,,0.0,False,,none,ura_data,2026-06-07
KINGSLEY MANSIONS,D12,Rest of Central Region,Freehold,,2,,1313.0,,,,,,0.0,False,,none,ura_data,2026-06-07
EASTPAC BUILDING,D12,Rest of Central Region,Freehold,,1,1010.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
MONVILLE MANSIONS,D12,Rest of Central Region,Freehold,,1,1133.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
GIFFARD MANSIONS,D12,Rest of Central Region,Freehold,,1,1140.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
BALESTIER PLAZA,D12,Rest of Central Region,Freehold,,1,1230.0,,,,,,,0.0,False,,none,ura_data,2026-06-07
BELMONDO VIEW,D12,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
EURO-ASIA APARTMENTS,D12,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
ARIVA ON SHAN SERVICED RESIDENCE,D12,Rest of Central Region,Freehold,,1,,,,,,,,0.0,False,,none,ura_data,2026-06-07
THE WOODLEIGH RESIDENCES,D13,Rest of Central Region,99 yrs lease commencing from 2017,2017,353,2397.0,2150.0,-0.7453416149068359,4.398954703832758,11.488372093023248,2.198827862762198,3.628569058588682,0.635,True,-0.589,5yr,ura_5yr_cagr,2026-06-07
THE TRE VER,D13,Rest of Central Region,99 yrs lease commencing from 2018,2018,295,2003.0,1738.5,0.5017561465127995,4.595300261096602,15.214265171124541,2.872963489625424,2.872963489625424,0.0,False,-0.474,5yr,ura_5yr_cagr,2026-06-07
BARTLEY RIDGE,D13,Rest of Central Region,99 yrs lease commencing from 2012,2012,250,2024.0,1500.0,6.079664570230614,15.624107397886311,34.93333333333333,6.175386313361675,6.175386313361675,0.0,False,-0.019,5yr,ura_5yr_cagr,2026-06-07
PARK COLONIAL,D13,Rest of Central Region,99 yrs lease commencing from 2017,2017,220,2332.0,1957.0,4.29338103756709,9.022907900888267,19.161982626469086,3.568466077741439,3.568466077741439,0.0,False,0.145,5yr,ura_5yr_cagr,2026-06-07
THE POIZ RESIDENCES,D13,Rest of Central Region,99 yrs lease commencing from 2014,2014,213,1962.5,1739.0,-6.902277039848192,0.4350051177072656,12.852213916043699,2.447653754221313,2.447653754221313,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SENNETT RESIDENCE,D13,Rest of Central Region,99 yrs lease commencing from 2011,2011,90,1701.0,1602.0,-13.014574277678348,3.3728350045578948,6.17977528089888,1.2064893633831897,1.2064893633831897,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE VENUE RESIDENCES,D13,Rest of Central Region,99 yrs lease commencing from 2012,2012,78,1956.5,1501.0,3.683094859565439,12.281205164992826,30.346435709526975,5.443504592541593,5.443504592541593,0.0,False,-0.352,5yr,ura_5yr_cagr,2026-06-07
8@WOODLEIGH,D13,Rest of Central Region,99 yrs lease commencing from 2008,2008,76,1981.0,1487.5,4.565848508841386,15.577596266044335,33.1764705882353,5.897449454258408,5.897449454258408,0.0,False,-0.266,5yr,ura_5yr_cagr,2026-06-07
SANT RITZ,D13,Rest of Central Region,99 yrs lease commencing from 2012,2012,70,1771.5,1446.5,-2.771679473106481,5.66656725320609,22.46802627030764,4.136875662665829,4.136875662665829,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MYRA,D13,Rest of Central Region,Freehold,,69,2425.0,2133.0,-0.32881216605014085,3.4115138592750505,13.689639006094701,2.599247968504814,,0.942,True,-0.586,5yr,ura_5yr_cagr,2026-06-07
NIN RESIDENCE,D13,Rest of Central Region,99 yrs lease commencing from 2010,2010,67,1729.0,1307.5,-0.40322580645161255,10.408684546615588,32.237093690248564,5.747633977084088,5.747633977084088,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SKY GREEN,D13,Rest of Central Region,Freehold,,53,1858.5,1568.0,0.8136696501220397,7.025626259717832,18.526785714285722,3.4578148628436,3.4578148628436,0.0,False,-0.529,5yr,ura_5yr_cagr,2026-06-07
E MAISON,D13,Outside Central Region,Freehold,,44,1637.5,1375.0,0.8934072704867457,14.99297752808988,19.090909090909093,3.556108556173765,3.556108556173765,0.0,False,-0.533,5yr,ura_5yr_cagr,2026-06-07
BLOSSOMS @ WOODLEIGH,D13,Rest of Central Region,Freehold,,22,1976.0,1500.0,-10.9107303877367,11.827956989247301,31.733333333333324,5.666941297059558,5.666941297059558,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ONE LEICESTER,D13,Rest of Central Region,Freehold,,22,1987.0,1310.0,14.722863741339488,15.995329830706373,51.67938931297711,10.976658184985077,10.976658184985077,0.0,False,0.749,5yr,ura_5yr_cagr,2026-06-07
18 WOODSVILLE,D13,Rest of Central Region,Freehold,,19,1802.5,1359.5,0.8673754896474595,7.579826917338117,32.58550937844795,5.803299697546338,5.803299697546338,0.0,False,-0.987,5yr,ura_5yr_cagr,2026-06-07
THE ACACIAS,D13,Outside Central Region,Freehold,,18,1523.0,1213.5,7.027406886858745,15.291445874337617,25.504738360115375,5.843704265155458,5.843704265155458,0.0,False,0.237,5yr,ura_5yr_cagr,2026-06-07
WOODSVILLE 28,D13,Rest of Central Region,99 yrs lease commencing from 2007,2007,16,1774.0,1394.0,1.0826210826210936,17.018469656992075,27.259684361549507,4.939301315933919,4.939301315933919,0.0,False,-0.771,5yr,ura_5yr_cagr,2026-06-07
PARC MONDRIAN,D13,Rest of Central Region,Freehold,,16,1858.0,1592.0,4.853273137697522,1.8082191780821821,16.70854271356783,3.9383125114360817,3.9383125114360817,0.0,False,0.183,5yr,ura_5yr_cagr,2026-06-07
DAISY SUITES,D13,Outside Central Region,Freehold,,11,1568.0,1243.0,-0.2544529262086481,11.522048364153626,26.146419951729683,5.97873527119992,5.97873527119992,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
LEICESTER SUITES,D13,Rest of Central Region,Freehold,,10,1980.0,1635.5,4.67882632831087,8.910891089108919,21.06389483338429,4.8947278336693545,4.8947278336693545,0.0,False,-0.043,5yr,ura_5yr_cagr,2026-06-07
PLATINUM EDGE,D13,Rest of Central Region,Freehold,,9,1725.0,1406.0,-2.1554169030062353,12.634671890303629,22.688477951635843,4.174339542859462,4.174339542859462,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
EURO-ASIA PARK,D13,Rest of Central Region,Freehold,,8,1653.0,,-2.0444444444444487,2.479851208927464,,,1.2323323888803195,0.0,False,-0.574,3yr,ura_data,2026-06-07
R MAISON,D13,Outside Central Region,Freehold,,8,1418.0,1344.0,,-6.123800066203245,5.5059523809523725,1.8026275470162778,1.8026275470162778,0.0,False,-0.769,5yr,ura_5yr_cagr,2026-06-07
CASA MEYA,D13,Rest of Central Region,Freehold,,7,1849.0,,4.759206798866855,46.16600790513834,,,13.487700195763907,0.0,False,-1.0,3yr,ura_data,2026-06-07
SUITES@BRADDELL,D13,Outside Central Region,Freehold,,7,1606.0,1394.0,,7.352941176470584,15.208034433285512,4.832092768633656,4.832092768633656,0.0,False,-0.476,5yr,ura_5yr_cagr,2026-06-07
D' ALMIRA,D13,Outside Central Region,Freehold,,6,1580.0,1133.0,2.864583333333326,27.831715210355988,39.452780229479266,6.877290540664016,6.877290540664016,0.0,False,-0.803,5yr,ura_5yr_cagr,2026-06-07
AVON PARK,D13,Rest of Central Region,Freehold,,6,1940.0,,13.020681619574725,18.581907090464544,,,5.84560026387968,0.0,False,1.0,3yr,ura_data,2026-06-07
THE ADDITION,D13,Rest of Central Region,Freehold,,6,2130.0,,7.7389984825493086,14.025695931477511,,,2.655624690259595,0.0,False,0.613,3yr,ura_data,2026-06-07
INTERO,D13,Rest of Central Region,Freehold,,6,1878.0,,7.993099482461186,23.837784371909,,,7.3868387352733045,0.0,False,0.009,3yr,ura_data,2026-06-07
SENNETT ESTATE,D13,Rest of Central Region,Freehold,,6,1232.0,,,-10.399999999999999,,,0.9091407752207736,0.0,False,,3yr,ura_data,2026-06-07
CLYDESWOOD,D13,Outside Central Region,Freehold,,6,1632.0,1082.5,,23.965058868211166,50.7621247113164,10.808496534768452,10.808496534768452,0.0,False,-0.564,5yr,ura_5yr_cagr,2026-06-07
THE SCENIC @ BRADDELL,D13,Outside Central Region,Freehold,,5,1375.0,1382.0,,8.012568735271008,-0.506512301013029,-0.12686930843278654,-0.12686930843278654,0.0,False,0.56,5yr,ura_5yr_cagr,2026-06-07
BELLA VISTA,D13,Outside Central Region,Freehold,,5,1441.0,,,0.6988120195667413,,,3.0865833065443438,0.0,False,,3yr,ura_data,2026-06-07
RIDGE COURT,D13,Rest of Central Region,Freehold,,3,1760.0,982.0,,12.748238308776427,79.22606924643586,12.37772502923169,,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WAN THO LODGE,D13,Rest of Central Region,Freehold,,3,1465.0,1162.0,,5.471562275017994,26.075731497418243,5.9638853694987,,0.0,False,-0.828,5yr,ura_5yr_cagr,2026-06-07
DAISY LODGE,D13,Outside Central Region,Freehold,,3,1339.0,1001.0,,11.120331950207474,33.76623376623375,7.544108773296676,,0.0,False,-0.767,5yr,ura_5yr_cagr,2026-06-07
MEYA LODGE,D13,Rest of Central Region,Freehold,,3,,,,,,,,0.0,False,,none,ura_data,2026-06-07
PARC ASTON,D13,Rest of Central Region,Freehold,,2,1720.0,,,36.94267515923566,,,,0.0,False,,3yr,ura_data,2026-06-07
SOMMERVILLE LOFT,D13,Outside Central Region,Freehold,,2,1548.0,,,13.323572474377743,,,,0.0,False,,3yr,ura_data,2026-06-07
HAPPY MANSION,D13,Rest of Central Region,Freehold,,2,,1030.0,,,,,,0.0,False,,none,ura_data,2026-06-07
LEICESTER LODGE,D13,Rest of Central Region,Freehold,,2,,,,,,,,0.0,False,,none,ura_data,2026-06-07
SERENE VIEW MANSIONS,D13,Outside Central Region,Freehold,,2,,1042.5,,,,,,0.0,False,,none,ura_data,2026-06-07
WOODSVILLE MANSIONS,D13,Rest of Central Region,Freehold,,1,,1317.0,,,,,,0.0,False,,none,ura_data,2026-06-07
PARC ESTA,D14,Rest of Central Region,99 yrs lease commencing from 2018,2018,474,2294.0,1927.0,0.2184359982525086,7.800751879699241,19.045147898287485,3.5481489568987667,2.4854643764415263,0.015,False,-0.666,5yr,ura_5yr_cagr,2026-06-07
SIMS URBAN OASIS,D14,Rest of Central Region,99 yrs lease commencing from 2014,2014,347,1954.0,1588.5,1.6649323621227952,11.657142857142855,23.009128108278244,4.228735282467766,4.228735282467766,0.0,False,-0.513,5yr,ura_5yr_cagr,2026-06-07
PENROSE,D14,Rest of Central Region,99 yrs lease commencing from 2019,2019,330,2226.0,1673.5,3.438661710037172,16.819732353712947,33.014639976097996,5.871700483793618,5.3186787900046495,0.336,True,-0.487,5yr,ura_5yr_cagr,2026-06-07
EUHABITAT,D14,Outside Central Region,99 yrs lease commencing from 2010,2010,210,1429.0,1253.0,1.0608203677510586,-0.3834088532589708,14.046288906624094,2.6635391066824443,2.6635391066824443,0.0,False,-0.321,5yr,ura_5yr_cagr,2026-06-07
THE ANTARES,D14,Rest of Central Region,99 yrs lease commencing from 2018,2018,191,2076.0,1809.5,-0.4316546762589968,5.273833671399597,14.727825366123248,2.785949559644463,1.7279156642098892,0.812,True,-0.644,5yr,ura_5yr_cagr,2026-06-07
URBAN TREASURES,D14,Outside Central Region,Freehold,,168,2061.0,1929.0,5.287356321839076,0.930460333006855,6.842923794712297,1.332592269864863,2.3015983906565562,0.935,True,0.791,5yr,ura_5yr_cagr,2026-06-07
WATERBANK AT DAKOTA,D14,Rest of Central Region,99 yrs lease commencing from 2009,2009,144,2144.0,1657.5,10.458526532715084,15.76673866090712,29.35143288084465,5.28202965343465,5.28202965343465,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
MORI,D14,Rest of Central Region,Freehold,,140,1827.0,1869.0,-2.767429483767958,-3.384452670544691,-2.2471910112359605,-0.45353343842098326,,0.979,True,-0.463,5yr,ura_5yr_cagr,2026-06-07
VACANZA @ EAST,D14,Outside Central Region,Freehold,,122,1628.0,1257.0,5.235940530058181,12.977099236641232,29.51471758154336,5.308596457685488,5.308596457685488,0.0,False,-0.015,5yr,ura_5yr_cagr,2026-06-07
TRE RESIDENCES,D14,Rest of Central Region,99 yrs lease commencing from 2014,2014,108,1916.0,1566.0,3.3719989209603396,15.560916767189381,22.349936143039596,4.116785059111017,4.116785059111017,0.0,False,-0.149,5yr,ura_5yr_cagr,2026-06-07
PARK PLACE RESIDENCES AT PLQ,D14,Rest of Central Region,99 yrs lease commencing from 2015,2015,102,2290.0,1998.5,1.5971606033717833,7.159569489939166,14.585939454590946,2.7605135367573475,2.7605135367573475,0.0,False,-0.233,5yr,ura_5yr_cagr,2026-06-07
DAKOTA RESIDENCES,D14,Rest of Central Region,99 yrs lease commencing from 2007,2007,64,2083.0,1499.0,6.492842535787324,21.034282393956993,38.9593062041361,6.801543067551319,6.801543067551319,0.0,False,-0.062,5yr,ura_5yr_cagr,2026-06-07
GUILLEMARD EDGE,D14,Rest of Central Region,Freehold,,62,1103.0,1511.0,-37.998875772906125,-31.596899224806197,-27.00198544010589,-6.1007313682862385,-6.1007313682862385,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ASTORIA PARK,D14,Outside Central Region,99 yrs lease commencing from 1993,1993,58,1392.0,1024.0,5.334846765039725,12.077294685990347,35.9375,6.332948293623164,6.332948293623164,0.0,False,-0.2,5yr,ura_5yr_cagr,2026-06-07
SIMSVILLE,D14,Rest of Central Region,99 yrs lease commencing from 1994,1994,49,1469.0,1116.5,2.799160251924415,12.223071046600452,31.571876399462617,5.641026776972891,5.641026776972891,0.0,False,-0.568,5yr,ura_5yr_cagr,2026-06-07
THE WATERINA,D14,Rest of Central Region,Freehold,,46,1894.5,1412.0,-0.47281323877068626,9.889791183294673,34.17138810198301,6.055203731639147,6.055203731639147,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE TRUMPS,D14,Outside Central Region,99 yrs lease commencing from 2000,2000,45,1802.0,1276.5,15.364916773367487,16.4458804523425,41.167254210732466,7.138803877784428,7.138803877784428,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE SUNNY SPRING,D14,Rest of Central Region,Freehold,,43,1634.0,1181.0,-2.389486260453999,7.182682846835031,38.357324301439455,6.708847880132862,6.708847880132862,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
GUILLEMARD SUITES,D14,Rest of Central Region,Freehold,,42,1330.0,1355.0,-10.01353179972937,-17.493796526054595,-1.845018450184499,-0.37175750634504956,-0.37175750634504956,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
STARVILLE,D14,Outside Central Region,Freehold,,42,1383.0,1063.5,0.7283321194464731,1.915991156963881,30.04231311706629,5.394254727306058,5.394254727306058,0.0,False,-0.933,5yr,ura_5yr_cagr,2026-06-07
# 1 SUITES,D14,Rest of Central Region,Freehold,,38,1315.5,1152.5,3.705163579030346,6.951219512195128,14.143167028199578,2.6809749622216605,2.6809749622216605,0.0,False,0.205,5yr,ura_5yr_cagr,2026-06-07
CENTRAL GROVE,D14,Rest of Central Region,99 yrs lease commencing from 1997,1997,38,1381.0,1131.0,-6.467998645445306,7.303807303807308,22.104332449160037,4.0749509146704055,4.0749509146704055,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
ZYANYA,D14,Rest of Central Region,Freehold,,34,2015.0,1898.5,-3.5423647678314962,6.557377049180335,6.136423492230714,1.5000163601246452,,1.0,True,-1.0,5yr,ura_5yr_cagr,2026-06-07
ASTON MANSIONS,D14,Rest of Central Region,99 yrs lease commencing from 1995,1995,31,1304.0,945.0,0.6949806949806847,11.739502999143102,37.989417989417994,6.652037468453065,6.652037468453065,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WING FONG MANSIONS,D14,Rest of Central Region,Freehold,,29,947.0,848.0,-9.980988593155892,-2.169421487603307,11.674528301886799,2.2329341144622816,2.2329341144622816,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
LE CRESCENDO,D14,Rest of Central Region,Freehold,,25,1720.0,1342.0,4.5592705167173175,10.967741935483865,28.166915052160956,5.088498334084779,5.088498334084779,0.0,False,-0.106,5yr,ura_5yr_cagr,2026-06-07
TEDGE,D14,Outside Central Region,Freehold,,25,1811.5,1623.0,6.621542083578569,18.013029315960914,11.614294516327783,2.785050746569473,,0.84,True,0.767,5yr,ura_5yr_cagr,2026-06-07
THE HELICONIA,D14,Outside Central Region,Freehold,,25,1322.5,1087.0,2.202472952086554,5.21081941129673,21.665133394664203,5.024720432797203,5.024720432797203,0.0,False,-0.564,5yr,ura_5yr_cagr,2026-06-07
TROPIKA EAST,D14,Outside Central Region,Freehold,,25,1526.5,1426.0,-6.1193111931119315,8.032554847841467,7.047685834502104,1.3714028523015065,1.3714028523015065,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
REZI 26,D14,Rest of Central Region,Freehold,,24,1570.0,1276.0,0.7378889958293167,11.505681818181813,23.040752351097172,4.2340939350730356,4.2340939350730356,0.0,False,-0.699,5yr,ura_5yr_cagr,2026-06-07
LE REGAL,D14,Rest of Central Region,Freehold,,23,1500.0,1047.0,34.168157423971365,17.970900511207244,43.26647564469914,7.455565854670976,7.455565854670976,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
ARENA RESIDENCES,D14,Rest of Central Region,Freehold,,22,2036.0,,-2.630320420851262,-4.413145539906105,,,0.8272417894734874,0.0,False,-0.232,3yr,ura_data,2026-06-07
NESS,D14,Rest of Central Region,Freehold,,22,1579.0,1296.0,13.271162123385949,1.7724782468578892,21.83641975308641,5.061665718296471,5.061665718296471,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
THE ALCOVE,D14,Rest of Central Region,99 yrs lease commencing from 2000,2000,22,1118.0,918.0,0.0,1.8678815489749478,21.786492374727672,4.020712566701756,4.020712566701756,0.0,False,-0.804,5yr,ura_5yr_cagr,2026-06-07
# 1 LOFT,D14,Rest of Central Region,Freehold,,21,1203.0,1208.5,-8.863636363636363,-7.603686635944696,-0.4551096400496446,-0.09118808175350157,-0.09118808175350157,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
MATTAR RESIDENCES,D14,Rest of Central Region,Freehold,,21,2220.0,,,1.0928961748633892,,,,0.333,True,,3yr,ura_data,2026-06-07
SIMS GREEN,D14,Rest of Central Region,99 yrs lease commencing from 2001,2001,21,1164.0,947.0,1.0855405992184153,12.0307988450433,22.91446673706441,4.212688548972698,4.212688548972698,0.0,False,-0.625,5yr,ura_5yr_cagr,2026-06-07
ATRIUM RESIDENCES,D14,Rest of Central Region,Freehold,,20,1575.5,1157.0,-1.1606022584692566,21.379044684129433,36.171132238547976,6.3694735256735635,6.3694735256735635,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
LA BRISA,D14,Rest of Central Region,Freehold,,20,1514.5,1359.5,-6.222910216718269,-6.6276202219482165,11.40125045972784,2.7359677958741058,2.7359677958741058,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
PAVILION SQUARE,D14,Rest of Central Region,Freehold,,20,1552.0,1361.0,-2.020202020202022,5.11344395529969,14.033798677443055,3.337606430675777,3.337606430675777,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
REZI 24,D14,Rest of Central Region,Freehold,,20,1665.0,1538.0,-4.965753424657537,4.519774011299438,8.25747724317296,1.5995022946707405,0.5017261235874093,0.15,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SINGA HILLS,D14,Outside Central Region,Freehold,,20,1781.0,1333.5,3.366221706326167,23.50901525658806,33.55830521184853,5.9581043414570045,5.9581043414570045,0.0,False,-0.518,5yr,ura_5yr_cagr,2026-06-07
THE WATER EDGE,D14,Rest of Central Region,Freehold,,20,1677.0,1476.0,9.037711313394015,2.7888446215139417,13.617886178861793,3.243252142542019,3.243252142542019,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
CENTRAL IMPERIAL,D14,Rest of Central Region,Freehold,,19,1326.0,930.0,-10.43566362715299,-3.703703703703709,42.58064516129032,9.27357302952796,9.27357302952796,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
THE LENOX,D14,Outside Central Region,Freehold,,19,1360.0,1149.0,-22.94617563739377,-1.520637219406229,18.36379460400348,3.429345370293446,3.429345370293446,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
WINDY HEIGHTS,D14,Outside Central Region,Freehold,,19,1406.0,1099.0,9.458933437135064,14.541751527494906,27.934485896269344,5.050355310215782,5.050355310215782,0.0,False,0.882,5yr,ura_5yr_cagr,2026-06-07
MILLAGE,D14,Rest of Central Region,Freehold,,18,1591.0,1351.0,6.492637215528774,2.01987816607887,17.764618800888222,3.3244176274113357,3.3244176274113357,0.0,False,0.634,5yr,ura_5yr_cagr,2026-06-07
SUITES 28,D14,Rest of Central Region,Freehold,,18,827.0,1226.5,-39.50256035113387,-28.274067649609712,-32.572360375050955,-9.383039834938856,-9.383039834938856,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
SIMS EDGE,D14,Rest of Central Region,Freehold,,17,1837.0,1581.0,0.8786381109280539,13.430071009570854,16.192283364958882,3.823178766900437,3.823178766900437,0.0,False,-0.589,5yr,ura_5yr_cagr,2026-06-07
SIXTEEN35 RESIDENCES,D14,Rest of Central Region,99 yrs lease commencing from 2018,2018,17,1437.0,,-6.32333767926988,-11.786372007366486,,,-1.6837946133579473,0.0,False,-0.479,3yr,ura_data,2026-06-07
SMART SUITES,D14,Rest of Central Region,Freehold,,17,1567.0,1485.0,1.4239482200647302,14.463111760409063,5.521885521885528,1.3527730620996214,1.3527730620996214,0.0,False,0.014,5yr,ura_5yr_cagr,2026-06-07
ASTOR,D14,Outside Central Region,99 yrs lease commencing from 2002,2002,16,1244.0,946.0,-2.888368462138957,22.200392927308442,31.501057082452434,5.6296519499843045,5.6296519499843045,0.0,False,-1.0,5yr,ura_5yr_cagr,2026-06-07
CENTRA RESIDENCE,D14,Rest of Central Region,Freehold,,16,1581.0,1241.5,34.32455395072218,15.739385065885791,27.345952476842527,6.2297810879727855,6.2297810879727855,0.0,False,1.0,5yr,ura_5yr_cagr,2026-06-07
M SUITES,D14,Outside Central Region,Freehold,,16,,1649.5,,,,,,1.0,True,,none,ura_data,2026-06-07
THE NAVIAN,D14,Outside Central Region,Freehold,,16,1777.0,1623.0,0.9659090909091006,-0.7262569832402255,9.488601355514481,1.8295399262287848,1.8295399262287848,0.0,False,-0.173,5yr,ura_5yr_cagr,2026-06-07
D'WEAVE,D14,Rest of Central Region,Freehold,,15,1673.0,,-0.17899761336515052,3.463203463203457,,,1.9570164367509024,0.0,False,-0.267,3yr,ura_data,2026-06-07
