Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,06,Non-Landed Properties,4,"22,500",310 to 320,"3,300 to 3,400",Sep-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,567",40 to 50,400 to 500,Sep-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,800",50 to 60,500 to 600,Sep-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"5,600",70 to 80,800 to 900,Sep-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,500",90 to 100,"1,000 to 1,100",Sep-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,750",40 to 50,500 to 600,Aug-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Aug-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,300",50 to 60,500 to 600,Aug-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,000",40 to 50,400 to 500,Aug-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"5,217",70 to 80,700 to 800,Aug-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Jul-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,100",40 to 50,500 to 600,Jul-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,Jul-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,500",40 to 50,500 to 600,Jul-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,200",60 to 70,600 to 700,Jul-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"6,800",50 to 60,500 to 600,Jun-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,567",40 to 50,400 to 500,Jun-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"5,963",50 to 60,500 to 600,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,826",40 to 50,500 to 600,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,000",30 to 40,300 to 400,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,300",50 to 60,500 to 600,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"8,300",100 to 110,"1,100 to 1,200",May-23
EDEN RESIDENCES CAPITOL,STAMFORD ROAD,06,Non-Landed Properties,3,"45,000",380 to 390,"4,100 to 4,200",May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"7,600",90 to 100,"1,000 to 1,100",May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,500",40 to 50,400 to 500,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,000",40 to 50,400 to 500,May-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,500",40 to 50,500 to 600,Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"5,200",90 to 100,"1,000 to 1,100",Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,100",50 to 60,500 to 600,Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"5,500",60 to 70,700 to 800,Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,381",40 to 50,400 to 500,Apr-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,500",40 to 50,500 to 600,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,500",40 to 50,400 to 500,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,500",40 to 50,500 to 600,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,826",30 to 40,300 to 400,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,389",60 to 70,600 to 700,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,200",40 to 50,400 to 500,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,300",40 to 50,500 to 600,Mar-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,200",40 to 50,400 to 500,Feb-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,300",60 to 70,600 to 700,Feb-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,474",30 to 40,400 to 500,Feb-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,2,"6,000",90 to 100,"1,000 to 1,100",Feb-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,200",50 to 60,500 to 600,Jan-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,100",40 to 50,500 to 600,Jan-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,Jan-23
HIGH STREET CENTRE,NORTH BRIDGE ROAD,06,Non-Landed Properties,1,"5,200",40 to 50,500 to 600,Jan-23
