Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
AUREA,"2,101,100",710.42,"2,958",Apr-26,BEACH ROAD,New Sale,Strata,66,"31,835",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
AUREA,"2,701,312","1,001.05","2,698",Mar-26,BEACH ROAD,New Sale,Strata,93,"29,046",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
CITY GATE,"1,880,000",904.18,"2,079",Mar-26,BEACH ROAD,Resale,Strata,84,"22,381",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
AUREA,"1,852,600",645.84,"2,869",Mar-26,BEACH ROAD,New Sale,Strata,60,"30,877",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"2,728,300","1,001.05","2,725",Mar-26,BEACH ROAD,New Sale,Strata,93,"29,337",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CONCOURSE SKYLINE,"2,100,000","1,151.75","1,823",Mar-26,BEACH ROAD,Resale,Strata,107,"19,626",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
AUREA,"2,719,200","1,001.05","2,716",Mar-26,BEACH ROAD,New Sale,Strata,93,"29,239",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
DUO RESIDENCES,"1,900,000",818.06,"2,323",Mar-26,FRASER STREET,Resale,Strata,76,"25,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
CONCOURSE SKYLINE,"2,120,000","1,151.75","1,841",Mar-26,BEACH ROAD,Resale,Strata,107,"19,813",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
CONCOURSE SKYLINE,"2,150,000","1,162.51","1,849",Mar-26,BEACH ROAD,Resale,Strata,108,"19,907",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
AUREA,"2,095,570",710.42,"2,950",Mar-26,BEACH ROAD,New Sale,Strata,66,"31,751",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,26 to 30
AUREA,"1,968,000",710.42,"2,770",Mar-26,BEACH ROAD,New Sale,Strata,66,"29,818",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"2,710,026","1,001.05","2,707",Mar-26,BEACH ROAD,New Sale,Strata,93,"29,140",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CITY GATE,"1,188,000",559.73,"2,122",Mar-26,BEACH ROAD,Resale,Strata,52,"22,846",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,06 to 10
DUO RESIDENCES,"2,230,000","1,011.82","2,204",Mar-26,FRASER STREET,Resale,Strata,94,"23,723",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
THE M,"908,000",419.8,"2,163",Mar-26,MIDDLE ROAD,Resale,Strata,39,"23,282",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
AUREA,"1,858,000",645.84,"2,877",Mar-26,BEACH ROAD,New Sale,Strata,60,"30,967",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CITY GATE,"1,138,000",570.49,"1,995",Feb-26,BEACH ROAD,Resale,Strata,53,"21,472",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
MIDTOWN MODERN,"1,300,000",409.03,"3,178",Feb-26,TAN QUEE LAN STREET,Resale,Strata,38,"34,211",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
DUO RESIDENCES,"2,640,000","1,184.04","2,230",Feb-26,FRASER STREET,Resale,Strata,110,"24,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,11 to 15
THE M,"1,645,000",613.55,"2,681",Feb-26,MIDDLE ROAD,Resale,Strata,57,"28,860",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
AUREA,"1,939,014",710.42,"2,729",Feb-26,BEACH ROAD,New Sale,Strata,66,"29,379",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,01 to 05
AUREA,"2,719,000","1,001.05","2,716",Feb-26,BEACH ROAD,New Sale,Strata,93,"29,237",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
DUO RESIDENCES,"2,480,000","1,001.05","2,477",Feb-26,FRASER STREET,Resale,Strata,93,"26,667",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,41 to 45
DUO RESIDENCES,"2,350,000",947.23,"2,481",Feb-26,FRASER STREET,Resale,Strata,88,"26,705",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,46 to 50
AUREA,"2,650,000","1,001.05","2,647",Feb-26,BEACH ROAD,New Sale,Strata,93,"28,495",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
SOUTH BEACH RESIDENCES,"6,980,000","1,915.99","3,643",Feb-26,BEACH ROAD,Resale,Strata,178,"39,213",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,31 to 35
AUREA,"1,965,000",710.42,"2,766",Feb-26,BEACH ROAD,New Sale,Strata,66,"29,773",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,822,000",635.08,"2,869",Feb-26,BEACH ROAD,New Sale,Strata,59,"30,881",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"2,090,000",710.42,"2,942",Feb-26,BEACH ROAD,New Sale,Strata,66,"31,667",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,26 to 30
CITY GATE,"1,930,000",914.94,"2,109",Feb-26,BEACH ROAD,Resale,Strata,85,"22,706",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
AUREA,"2,078,000",710.42,"2,925",Feb-26,BEACH ROAD,New Sale,Strata,66,"31,485",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,31 to 35
CITY GATE,"1,510,000",710.42,"2,125",Feb-26,BEACH ROAD,Resale,Strata,66,"22,879",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
SOUTHBANK,"1,872,888",958,"1,955",Feb-26,NORTH BRIDGE ROAD,Resale,Strata,89,"21,044",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,11 to 15
SUNSHINE PLAZA,"1,270,000",764.24,"1,662",Feb-26,PRINSEP LINK,Resale,Strata,71,"17,887",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,06 to 10
AUREA,"1,828,000",645.84,"2,830",Jan-26,BEACH ROAD,New Sale,Strata,60,"30,467",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
CITY GATE,"1,780,000",904.18,"1,969",Jan-26,BEACH ROAD,Resale,Strata,84,"21,190",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
DUO RESIDENCES,"2,245,000","1,011.82","2,219",Jan-26,FRASER STREET,Resale,Strata,94,"23,883",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
AUREA,"1,816,000",635.08,"2,860",Jan-26,BEACH ROAD,New Sale,Strata,59,"30,780",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CITY GATE,"1,030,000",452.09,"2,278",Jan-26,BEACH ROAD,Resale,Strata,42,"24,524",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
CONCOURSE SKYLINE,"2,350,000","1,162.51","2,021",Jan-26,BEACH ROAD,Resale,Strata,108,"21,759",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,31 to 35
THE M,"1,645,000",635.08,"2,590",Jan-26,MIDDLE ROAD,Resale,Strata,59,"27,881",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
AUREA,"2,674,000","1,001.05","2,671",Jan-26,BEACH ROAD,New Sale,Strata,93,"28,753",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
AUREA,"1,905,000",645.84,"2,950",Jan-26,BEACH ROAD,New Sale,Strata,60,"31,750",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
MIDTOWN BAY,"2,200,000",731.95,"3,006",Jan-26,BEACH ROAD,Resale,Strata,68,"32,353",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
MIDTOWN MODERN,"3,240,000","1,065.64","3,040",Jan-26,TAN QUEE LAN STREET,Sub Sale,Strata,99,"32,727",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
DUO RESIDENCES,"2,350,000","1,011.82","2,323",Jan-26,FRASER STREET,Resale,Strata,94,"25,000",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
AUREA,"1,810,000",635.08,"2,850",Jan-26,BEACH ROAD,New Sale,Strata,59,"30,678",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
AUREA,"1,864,000",645.84,"2,886",Jan-26,BEACH ROAD,New Sale,Strata,60,"31,067",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
CITY GATE,"988,888",484.38,"2,042",Jan-26,BEACH ROAD,Resale,Strata,45,"21,975",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
THE BENCOOLEN,"1,698,000","1,033.34","1,643",Dec-25,BENCOOLEN STREET,Resale,Strata,96,"17,688",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
MIDTOWN MODERN,"2,648,000",904.18,"2,929",Dec-25,TAN QUEE LAN STREET,Resale,Strata,84,"31,524",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
THE M,"1,800,000",721.19,"2,496",Dec-25,MIDDLE ROAD,Resale,Strata,67,"26,866",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
AUREA,"1,846,000",645.84,"2,858",Dec-25,BEACH ROAD,New Sale,Strata,60,"30,767",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,11 to 15
THE PLAZA,"890,000",731.95,"1,216",Dec-25,BEACH ROAD,Resale,Strata,68,"13,088",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,26 to 30
MIDTOWN MODERN,"3,198,000","1,065.64","3,001",Dec-25,TAN QUEE LAN STREET,New Sale,Strata,99,"32,303",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
AUREA,"5,684,616","1,797.59","3,162",Dec-25,BEACH ROAD,New Sale,Strata,167,"34,040",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
TEXTILE CENTRE,"1,120,000",882.65,"1,269",Dec-25,JALAN SULTAN,Resale,Strata,82,"13,659",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
CITY GATE,"1,700,000",807.3,"2,106",Dec-25,BEACH ROAD,Resale,Strata,75,"22,667",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
MIDTOWN MODERN,"1,300,000",473.62,"2,745",Dec-25,TAN QUEE LAN STREET,Sub Sale,Strata,44,"29,545",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
CITY GATE,"1,538,000",699.66,"2,198",Dec-25,BEACH ROAD,Resale,Strata,65,"23,662",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
DUO RESIDENCES,"1,288,000",538.2,"2,393",Nov-25,FRASER STREET,Resale,Strata,50,"25,760",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,26 to 30
DUO RESIDENCES,"1,973,000",818.06,"2,412",Nov-25,FRASER STREET,Resale,Strata,76,"25,961",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,01 to 05
CITY GATE,"3,383,000","1,668.42","2,028",Nov-25,BEACH ROAD,Resale,Strata,155,"21,826",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,26 to 30
MIDTOWN MODERN,"2,680,000",904.18,"2,964",Nov-25,TAN QUEE LAN STREET,Sub Sale,Strata,84,"31,905",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
THE M,"1,980,000",742.72,"2,666",Nov-25,MIDDLE ROAD,Resale,Strata,69,"28,696",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
MIDTOWN BAY,"2,500,000",731.95,"3,396",Nov-25,BEACH ROAD,New Sale,Strata,68,"36,553","2,485,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,21 to 25
AUREA,"1,798,000",635.08,"2,831",Nov-25,BEACH ROAD,New Sale,Strata,59,"30,475",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
THE BENCOOLEN,"1,308,888",828.83,"1,579",Nov-25,BENCOOLEN STREET,Resale,Strata,77,"16,999",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,06 to 10
AUREA,"1,971,000",710.42,"2,774",Nov-25,BEACH ROAD,New Sale,Strata,66,"29,864",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
SOUTHBANK,"1,200,000",613.55,"1,956",Nov-25,NORTH BRIDGE ROAD,Resale,Strata,57,"21,053",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
MIDTOWN MODERN,"3,185,000","1,065.64","2,989",Nov-25,TAN QUEE LAN STREET,Sub Sale,Strata,99,"32,172",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
SUNSHINE PLAZA,"1,640,000","1,044.11","1,571",Nov-25,PRINSEP LINK,Resale,Strata,97,"16,907",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,06 to 10
AUREA,"1,804,000",635.08,"2,841",Nov-25,BEACH ROAD,New Sale,Strata,59,"30,576",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
MIDTOWN BAY,"2,900,000","1,011.82","2,852",Oct-25,BEACH ROAD,New Sale,Strata,94,"30,698","2,885,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,26 to 30
DUO RESIDENCES,"4,680,000","1,926.76","2,429",Oct-25,FRASER STREET,Resale,Strata,179,"26,145",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,31 to 35
MIDTOWN BAY,"2,450,000",731.95,"3,328",Oct-25,BEACH ROAD,New Sale,Strata,68,"35,818","2,435,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,21 to 25
AUREA,"1,783,000",635.08,"2,808",Oct-25,BEACH ROAD,New Sale,Strata,59,"30,220",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
CONCOURSE SKYLINE,"2,830,000","1,442.38","1,962",Oct-25,BEACH ROAD,Resale,Strata,134,"21,119",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
SUNSHINE PLAZA,"1,250,000",764.24,"1,636",Oct-25,PRINSEP LINK,Resale,Strata,71,"17,606",-,Apartment,1,99 yrs lease commencing from 1997,07,Rest of Central Region,06 to 10
AUREA,"1,792,000",635.08,"2,822",Oct-25,BEACH ROAD,New Sale,Strata,59,"30,373",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
THE PLAZA,"820,000",678.13,"1,209",Oct-25,BEACH ROAD,Resale,Strata,63,"13,016",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,26 to 30
THE M,"1,105,888",441.32,"2,506",Oct-25,MIDDLE ROAD,Resale,Strata,41,"26,973",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,01 to 05
MIDTOWN BAY,"1,720,000",484.38,"3,521",Oct-25,BEACH ROAD,New Sale,Strata,45,"37,902","1,705,600",Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,11 to 15
AUREA,"1,777,000",635.08,"2,798",Oct-25,BEACH ROAD,New Sale,Strata,59,"30,119",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,06 to 10
MIDTOWN MODERN,"3,150,000","1,065.64","2,956",Oct-25,TAN QUEE LAN STREET,Sub Sale,Strata,99,"31,818",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
DUO RESIDENCES,"1,550,000",688.9,"2,250",Oct-25,FRASER STREET,Resale,Strata,64,"24,219",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,16 to 20
BURLINGTON SQUARE,"1,500,000",839.59,"1,787",Oct-25,BENCOOLEN STREET,Resale,Strata,78,"19,231",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,11 to 15
SOUTHBANK,"2,700,000","1,313.21","2,056",Oct-25,NORTH BRIDGE ROAD,Resale,Strata,122,"22,131",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
THE M,"1,930,000",721.19,"2,676",Oct-25,MIDDLE ROAD,Resale,Strata,67,"28,806",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
SOUTH BEACH RESIDENCES,"7,500,000","2,120.51","3,537",Oct-25,BEACH ROAD,Resale,Strata,197,"38,071",-,Apartment,1,99 yrs lease commencing from 2007,07,Core Central Region,26 to 30
CONCOURSE SKYLINE,"1,800,000",882.65,"2,039",Sep-25,BEACH ROAD,Resale,Strata,82,"21,951",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,16 to 20
CITY GATE,"1,470,000",688.9,"2,134",Sep-25,BEACH ROAD,Resale,Strata,64,"22,969",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
CITY GATE,"1,570,000",710.42,"2,210",Sep-25,BEACH ROAD,Resale,Strata,66,"23,788",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
THE PLAZA,"1,600,000","1,302.44","1,228",Sep-25,BEACH ROAD,Resale,Strata,121,"13,223",-,Apartment,1,99 yrs lease commencing from 1968,07,Core Central Region,26 to 30
CONCOURSE SKYLINE,"2,880,000","1,388.56","2,074",Sep-25,BEACH ROAD,Resale,Strata,129,"22,326",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
MIDTOWN MODERN,"2,300,000",721.19,"3,189",Sep-25,TAN QUEE LAN STREET,Sub Sale,Strata,67,"34,328",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
CITY GATE,"1,550,000",710.42,"2,182",Sep-25,BEACH ROAD,Resale,Strata,66,"23,485",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
AUREA,"2,065,000",710.42,"2,907",Sep-25,BEACH ROAD,New Sale,Strata,66,"31,288",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
CITY GATE,"1,525,000",688.9,"2,214",Sep-25,BEACH ROAD,Resale,Strata,64,"23,828",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,21 to 25
CITY GATE,"1,600,000",775.01,"2,064",Sep-25,BEACH ROAD,Resale,Strata,72,"22,222",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
CITY GATE,"1,550,000",699.66,"2,215",Sep-25,BEACH ROAD,Resale,Strata,65,"23,846",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,11 to 15
SOUTHBANK,"2,490,000","1,313.21","1,896",Sep-25,NORTH BRIDGE ROAD,Resale,Strata,122,"20,410",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,26 to 30
MIDTOWN BAY,"1,419,888",462.85,"3,068",Sep-25,BEACH ROAD,Sub Sale,Strata,43,"33,021",-,Apartment,1,99 yrs lease commencing from 2018,07,Core Central Region,06 to 10
MIDTOWN MODERN,"3,250,000","1,065.64","3,050",Sep-25,TAN QUEE LAN STREET,Sub Sale,Strata,99,"32,828",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,26 to 30
MIDTOWN MODERN,"4,550,000","1,442.38","3,155",Sep-25,TAN QUEE LAN STREET,Sub Sale,Strata,134,"33,955",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,16 to 20
DUO RESIDENCES,"2,139,993",936.47,"2,285",Sep-25,FRASER STREET,Resale,Strata,87,"24,598",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,21 to 25
TEXTILE CENTRE,"1,150,000",882.65,"1,303",Aug-25,JALAN SULTAN,Resale,Strata,82,"14,024",-,Apartment,1,99 yrs lease commencing from 1970,07,Rest of Central Region,16 to 20
AUREA,"1,870,000",645.84,"2,895",Aug-25,BEACH ROAD,New Sale,Strata,60,"31,167",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
BURLINGTON SQUARE,"1,720,888","1,065.64","1,615",Aug-25,BENCOOLEN STREET,Resale,Strata,99,"17,383",-,Apartment,1,99 yrs lease commencing from 1996,07,Rest of Central Region,11 to 15
CITY GATE,"1,420,000",699.66,"2,030",Aug-25,BEACH ROAD,Resale,Strata,65,"21,846",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,06 to 10
SOUTHBANK,"1,180,000",613.55,"1,923",Aug-25,NORTH BRIDGE ROAD,Resale,Strata,57,"20,702",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,31 to 35
DUO RESIDENCES,"970,000",419.8,"2,311",Aug-25,FRASER STREET,Resale,Strata,39,"24,872",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
DUO RESIDENCES,"2,550,000","1,184.04","2,154",Aug-25,FRASER STREET,Resale,Strata,110,"23,182",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
DUO RESIDENCES,"1,510,000",721.19,"2,094",Aug-25,FRASER STREET,Resale,Strata,67,"22,537",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,06 to 10
CITY GATE,"1,600,000",775.01,"2,064",Aug-25,BEACH ROAD,Resale,Strata,72,"22,222",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
