Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"5,000",70 to 80,700 to 800,Jun-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,1,"3,800",60 to 70,700 to 800,Jun-24
COTE D'AZUR,MARINE PARADE ROAD,15,Non-Landed Properties,3,"5,900",120 to 130,"1,300 to 1,400",Jun-24
TIVOLI GRANDE,KOON SENG ROAD,15,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Jun-24
CORALIS,JOO CHIAT ROAD,15,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Jun-24
SUNNY PALMS,LORONG G TELOK KURAU,15,Non-Landed Properties,3,"4,300",110 to 120,"1,100 to 1,200",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
THE WATERSIDE,TANJONG RHU ROAD,15,Non-Landed Properties,NA,"7,900",220 to 230,"2,400 to 2,500",Jun-24
THE WATERSIDE,TANJONG RHU ROAD,15,Non-Landed Properties,NA,"9,200",220 to 230,"2,400 to 2,500",Jun-24
J COURT,LORONG J TELOK KURAU,15,Non-Landed Properties,NA,"4,200",110 to 120,"1,200 to 1,300",Jun-24
THE SEAWIND,LORONG M TELOK KURAU,15,Non-Landed Properties,3,"6,400",120 to 130,"1,300 to 1,400",Jun-24
TIERRA VUE,ST. PATRICK'S ROAD,15,Non-Landed Properties,4,"7,000",170 to 180,"1,900 to 2,000",Jun-24
NON-LANDED HOUSING DEVELOPMENT,KOON SENG ROAD,15,Non-Landed Properties,NA,"4,000",110 to 120,"1,100 to 1,200",Jun-24
NON-LANDED HOUSING DEVELOPMENT,TANJONG KATONG ROAD,15,Non-Landed Properties,NA,"3,500",90 to 100,"1,000 to 1,100",Jun-24
PARKSHORE,TANJONG RHU ROAD,15,Non-Landed Properties,3,"5,900",150 to 160,"1,600 to 1,700",Jun-24
NEPTUNE COURT,MARINE VISTA,15,Non-Landed Properties,NA,"3,900",110 to 120,"1,200 to 1,300",Jun-24
GOLD PALM MANSIONS,LORONG K TELOK KURAU,15,Non-Landed Properties,2,"3,500",70 to 80,800 to 900,Jun-24
VILLA MARINA,JALAN SEMPADAN,15,Non-Landed Properties,2,"5,300",110 to 120,"1,200 to 1,300",Jun-24
THE SEAWIND,LORONG M TELOK KURAU,15,Non-Landed Properties,NA,"3,250",60 to 70,600 to 700,Jun-24
THE ESTA,AMBER GARDENS,15,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,3,"7,100",100 to 110,"1,100 to 1,200",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"4,800",60 to 70,600 to 700,Jun-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,3,"6,300",110 to 120,"1,200 to 1,300",Jun-24
FULCRUM,FORT ROAD,15,Non-Landed Properties,1,"3,650",70 to 80,800 to 900,Jun-24
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",Jun-24
THE CAPE,AMBER ROAD,15,Non-Landed Properties,3,"8,000",140 to 150,"1,500 to 1,600",Jun-24
THE HACIENDA,HACIENDA GROVE,15,Non-Landed Properties,4,"6,800",200 to 210,"2,100 to 2,200",Jun-24
HAIG COURT,HAIG ROAD,15,Non-Landed Properties,4,"6,000",140 to 150,"1,500 to 1,600",Jun-24
ONE AMBER,AMBER GARDENS,15,Non-Landed Properties,3,"5,800",120 to 130,"1,300 to 1,400",Jun-24
EASTBAY,TAY LIAN TECK ROAD,15,Non-Landed Properties,1,"3,400",60 to 70,600 to 700,Jun-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,1,"3,800",40 to 50,500 to 600,Jun-24
THE ESTA,AMBER GARDENS,15,Non-Landed Properties,4,"7,600",140 to 150,"1,500 to 1,600",Jun-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,3,"6,700",100 to 110,"1,100 to 1,200",Jun-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,4,"9,000",200 to 210,"2,200 to 2,300",Jun-24
LAGUNA PARK,MARINE PARADE ROAD,15,Non-Landed Properties,NA,"4,800",150 to 160,"1,600 to 1,700",Jun-24
PEBBLE BAY,TANJONG RHU ROAD,15,Non-Landed Properties,3,"7,900",170 to 180,"1,800 to 1,900",Jun-24
TANJONG RIA CONDOMINIUM,TANJONG RHU ROAD,15,Non-Landed Properties,3,"5,200",130 to 140,"1,300 to 1,400",Jun-24
LE CONNEY PARK,LORONG L TELOK KURAU,15,Non-Landed Properties,NA,"4,300",110 to 120,"1,200 to 1,300",Jun-24
HAWAII TOWER,MEYER ROAD,15,Non-Landed Properties,3,"6,200",200 to 210,"2,200 to 2,300",Jun-24
THE VIEW @ MEYER,MEYER ROAD,15,Non-Landed Properties,3,"7,000",150 to 160,"1,600 to 1,700",Jun-24
COTE D'AZUR,MARINE PARADE ROAD,15,Non-Landed Properties,2,"5,600",100 to 110,"1,100 to 1,200",Jun-24
COASTLINE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,2,"4,300",60 to 70,700 to 800,Jun-24
BUTTERWORTH VIEW,BUTTERWORTH LANE,15,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Jun-24
SEASIDE RESIDENCES,SIGLAP LINK,15,Non-Landed Properties,3,"6,100",100 to 110,"1,000 to 1,100",Jun-24
SPRINGVALE,EAST COAST ROAD,15,Non-Landed Properties,3,"3,800",100 to 110,"1,100 to 1,200",Jun-24
16 @ AMBER,AMBER ROAD,15,Non-Landed Properties,1,"2,750",30 to 40,400 to 500,Jun-24
HAIG 162,HAIG ROAD,15,Non-Landed Properties,1,"3,200",70 to 80,800 to 900,Jun-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,1,"3,000",60 to 70,700 to 800,Jun-24
THE SOUND,EAST COAST ROAD,15,Non-Landed Properties,3,"5,500",110 to 120,"1,200 to 1,300",Jun-24
THE MAKENA,MEYER ROAD,15,Non-Landed Properties,3,"6,100",150 to 160,"1,600 to 1,700",Jun-24
THE CAPE,AMBER ROAD,15,Non-Landed Properties,1,"3,400",50 to 60,500 to 600,Jun-24
THE MAKENA,MEYER ROAD,15,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Jun-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,3,"6,750",180 to 190,"2,000 to 2,100",Jun-24
COSTA RHU,RHU CROSS,15,Non-Landed Properties,3,"8,000",190 to 200,"2,000 to 2,100",Jun-24
THE SEA VIEW,AMBER ROAD,15,Non-Landed Properties,1,"3,650",40 to 50,500 to 600,Jun-24
MANDARIN GARDENS,SIGLAP ROAD,15,Non-Landed Properties,3,"5,000",160 to 170,"1,700 to 1,800",Jun-24
THE ASTERIA,MARTIA ROAD,15,Non-Landed Properties,3,"6,200",140 to 150,"1,500 to 1,600",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"5,100",60 to 70,700 to 800,Jun-24
WATER PLACE,TANJONG RHU ROAD,15,Non-Landed Properties,3,"6,100",130 to 140,"1,400 to 1,500",Jun-24
THE SHORE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
THE MINT RESIDENCES,JOO CHIAT TERRACE,15,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
COSTA RHU,RHU CROSS,15,Non-Landed Properties,2,"4,500",90 to 100,"900 to 1,000",Jun-24
THE SOUND,EAST COAST ROAD,15,Non-Landed Properties,1,"3,200",50 to 60,600 to 700,Jun-24
EMERY POINT,IPOH LANE,15,Non-Landed Properties,3,"4,800",120 to 130,"1,300 to 1,400",Jun-24
SANCTUARY GREEN,TANJONG RHU ROAD,15,Non-Landed Properties,3,"5,700",110 to 120,"1,200 to 1,300",Jun-24
COASTLINE RESIDENCES,AMBER ROAD,15,Non-Landed Properties,2,"4,300",60 to 70,700 to 800,Jun-24
QUESTA @ DUNMAN,DUNMAN ROAD,15,Non-Landed Properties,2,"3,900",70 to 80,700 to 800,Jun-24
ESPIRA SUITES,LORONG H TELOK KURAU,15,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,Jun-24
PARC BLEU,JOO CHIAT PLACE,15,Non-Landed Properties,1,"2,900",40 to 50,500 to 600,Jun-24
THE SEA VIEW,AMBER ROAD,15,Non-Landed Properties,3,"7,000",130 to 140,"1,400 to 1,500",Jun-24
COTE D'AZUR,MARINE PARADE ROAD,15,Non-Landed Properties,3,"6,100",110 to 120,"1,200 to 1,300",Jun-24
SILVERSEA,MARINE PARADE ROAD,15,Non-Landed Properties,2,"5,400",90 to 100,"900 to 1,000",Jun-24
NEPTUNE COURT,MARINE VISTA,15,Non-Landed Properties,NA,"4,300",150 to 160,"1,600 to 1,700",Jun-24
CRESCENDO PARK,JALAN TUA KONG,15,Non-Landed Properties,4,"6,200",230 to 240,"2,500 to 2,600",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
HAWAII TOWER,MEYER ROAD,15,Non-Landed Properties,3,"6,800",200 to 210,"2,200 to 2,300",Jun-24
SEVENTY SAINT PATRICK'S,ST. PATRICK'S ROAD,15,Non-Landed Properties,2,"4,300",70 to 80,800 to 900,Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,3,"5,800",80 to 90,"900 to 1,000",Jun-24
AMBER PARK,AMBER GARDENS,15,Non-Landed Properties,2,"4,350",60 to 70,600 to 700,Jun-24
