Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,3,"8,640",140 to 150,"1,600 to 1,700",Jun-24
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"5,000",80 to 90,800 to 900,Jun-24
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"8,200",140 to 150,"1,500 to 1,600",Jun-24
THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"8,500",150 to 160,"1,700 to 1,800",Jun-24
HARBOUR SUITES,KAMPONG BAHRU ROAD,04,Non-Landed Properties,1,"2,800",40 to 50,500 to 600,Jun-24
THE BERTH BY THE COVE,OCEAN DRIVE,04,Non-Landed Properties,4,"8,500",180 to 190,"2,000 to 2,100",Jun-24
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,2,"5,550",100 to 110,"1,000 to 1,100",Jun-24
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"5,400",80 to 90,800 to 900,Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Jun-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,2,"5,100",80 to 90,800 to 900,Jun-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,2,"4,900",80 to 90,"900 to 1,000",Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,500",110 to 120,"1,200 to 1,300",Jun-24
THE AZURE,OCEAN DRIVE,04,Non-Landed Properties,3,"9,800",190 to 200,"2,100 to 2,200",Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,4,"8,600",150 to 160,"1,600 to 1,700",Jun-24
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,3,"8,300",190 to 200,"2,000 to 2,100",Jun-24
THE INTERLACE,DEPOT ROAD,04,Non-Landed Properties,2,"5,000",90 to 100,"1,000 to 1,100",Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,100",110 to 120,"1,200 to 1,300",Jun-24
CORALS AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,2,"6,300",90 to 100,"900 to 1,000",Jun-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"9,100",140 to 150,"1,500 to 1,600",Jun-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,3,"6,400",140 to 150,"1,500 to 1,600",Jun-24
CARIBBEAN AT KEPPEL BAY,KEPPEL BAY DRIVE,04,Non-Landed Properties,3,"7,900",130 to 140,"1,400 to 1,500",Jun-24
THE COAST AT SENTOSA COVE,OCEAN DRIVE,04,Non-Landed Properties,3,"8,700",180 to 190,"2,000 to 2,100",Jun-24
THE FORESTA @ MOUNT FABER,WISHART ROAD,04,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,04,Non-Landed Properties,2,"6,100",90 to 100,"1,000 to 1,100",Jun-24
