scored_at,lens,id,project_name,district,beds,price,psf,score,rank_norm,lens_version
2026-08-12,exit_demand,500180550,High Park Residences,D28,4,2200000,1792.99,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500227567,RiverTrees Residences,D28,3,1830000,1635.39,548,0.6234,3.12+ba8d8abe
2026-08-12,exit_demand,500227567,RiverTrees Residences,D28,3,1830000,1635.39,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500227161,High Park Residences,D28,3,1640000,1673.47,552,0.634,3.12+ba8d8abe
2026-08-12,exit_demand,500227161,High Park Residences,D28,3,1640000,1673.47,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500219088,Riverbank at Fernvale,D28,3,1550000,1531.62,592,0.7295,3.12+ba8d8abe
2026-08-12,exit_demand,500219088,Riverbank at Fernvale,D28,3,1550000,1531.62,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500216974,Lush Acres,D28,3,2098000,1499.64,511,0.5444,3.12+ba8d8abe
2026-08-12,mmr,500217004,High Park Residences,D28,3,1350000,1511.76,669,0.8818,3.12+ba8d8abe
2026-08-12,exit_demand,500217004,High Park Residences,D28,3,1350000,1511.76,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500225791,The Topiary,D28,3,1495000,1633.88,406,0.3044,3.12+ba8d8abe
2026-08-12,mmr,23294528,High Park Residences,D28,3,1368000,1568.81,622,0.7946,3.12+ba8d8abe
2026-08-12,exit_demand,23294528,High Park Residences,D28,3,1368000,1568.81,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500225138,High Park Residences,D28,3,1580000,1612.24,602,0.7542,3.12+ba8d8abe
2026-08-12,exit_demand,500225138,High Park Residences,D28,3,1580000,1612.24,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500224981,RiverTrees Residences,D28,3,1650000,1742.34,449,0.4064,3.12+ba8d8abe
2026-08-12,exit_demand,500224981,RiverTrees Residences,D28,3,1650000,1742.34,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500224791,High Park Residences,D28,3,1580000,1612.24,602,0.7542,3.12+ba8d8abe
2026-08-12,exit_demand,500224791,High Park Residences,D28,3,1580000,1612.24,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500224283,High Park Residences,D28,3,1580000,1612.24,602,0.7542,3.12+ba8d8abe
2026-08-12,exit_demand,500224283,High Park Residences,D28,3,1580000,1612.24,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500224251,High Park Residences,D28,3,1580000,1612.24,602,0.7542,3.12+ba8d8abe
2026-08-12,exit_demand,500224251,High Park Residences,D28,3,1580000,1612.24,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500224122,High Park Residences,D28,3,1580000,1612.24,602,0.7542,3.12+ba8d8abe
2026-08-12,exit_demand,500224122,High Park Residences,D28,3,1580000,1612.24,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500223192,RiverTrees Residences,D28,3,1849000,1650.89,536,0.5997,3.12+ba8d8abe
2026-08-12,exit_demand,500223192,RiverTrees Residences,D28,3,1849000,1650.89,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500221204,Riverbank at Fernvale,D28,3,1428888,1508.86,607,0.7642,3.12+ba8d8abe
2026-08-12,exit_demand,500221204,Riverbank at Fernvale,D28,3,1428888,1508.86,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500115690,Lush Acres,D28,4,2150000,1572.79,488,0.4932,3.12+ba8d8abe
2026-08-12,mmr,24192117,High Park Residences,D28,3,1400000,1605.5,592,0.7295,3.12+ba8d8abe
2026-08-12,exit_demand,24192117,High Park Residences,D28,3,1400000,1605.5,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500098765,⭐️ C.H.E.AP.! D28 3BR ~,D28,3,1399999,1083.59,450,0.408,3.12+ba8d8abe
2026-08-12,mmr,500191559,Seletar Springs Condominium,D28,3,1599000,1228.11,352,0.1918,3.12+ba8d8abe
2026-08-12,exit_demand,500191559,Seletar Springs Condominium,D28,3,1599000,1228.11,85.0,,exit-1.0+a5c8065a
2026-08-12,mmr,60122437,Riverbank at Fernvale,D28,3,1780000,1704.98,459,0.4292,3.12+ba8d8abe
2026-08-12,exit_demand,60122437,Riverbank at Fernvale,D28,3,1780000,1704.98,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500097933,Limau Park,D16,3,1898000,1494.49,291,0.0937,3.12+ba8d8abe
2026-08-12,mmr,500163906,Aquarius By The Park,D16,3,1920000,1450.15,606,0.7615,3.12+ba8d8abe
2026-08-12,exit_demand,500163906,Aquarius By The Park,D16,3,1920000,1450.15,82.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500076483,Sceneca Residence,D16,3,2150000,2378.32,412,0.3176,3.12+ba8d8abe
2026-08-12,mmr,500103434,The Summit,D16,3,2400000,1921.54,381,0.2455,3.12+ba8d8abe
2026-08-12,exit_demand,500103434,The Summit,D16,3,2400000,1921.54,86.6,,exit-1.0+a5c8065a
2026-08-12,mmr,23937997,Mixed Development Condo star buys in District 16. Call me for the VIP prices !,D16,4,2600000,2118.99,481,0.4813,3.12+ba8d8abe
2026-08-12,mmr,500131590,Tanamera Crest,D16,3,1373000,1180.57,768,0.9803,3.12+ba8d8abe
2026-08-12,exit_demand,500131590,Tanamera Crest,D16,3,1373000,1180.57,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500084338,Cascadale,D16,3,2050000,1313.26,436,0.3784,3.12+ba8d8abe
2026-08-12,mmr,500064210,Sunbird View,D16,3,1450000,1069.32,664,0.8743,3.12+ba8d8abe
2026-08-12,mmr,500143100,Changi Rise Condo,D18,3,1550000,1231.14,604,0.7582,3.12+ba8d8abe
2026-08-12,mmr,500036237,Q Bay Residences,D18,3,1830000,1635.39,511,0.5444,3.12+ba8d8abe
2026-08-12,exit_demand,500036237,Q Bay Residences,D18,3,1830000,1635.39,79.1,,exit-1.0+a5c8065a
2026-08-12,mmr,25392605,Whitewater,D18,3,1200000,1051.71,677,0.8936,3.12+ba8d8abe
2026-08-12,mmr,500097543,1km to Poi Ching & St Hilda's Pri Sch. High Rental Yield!,D18,3,1697000,1714.14,524,0.5725,3.12+ba8d8abe
2026-08-12,mmr,500018326,NV Residences,D18,3,1780000,1312.68,769,0.981,3.12+ba8d8abe
2026-08-12,exit_demand,500018326,NV Residences,D18,3,1780000,1312.68,83.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500030877,Arc at Tampines,D18,3,1500000,1394.05,587,0.7192,3.12+ba8d8abe
2026-08-12,mmr,500034372,Sengkang Grand Residences,D19,3,2290000,2238.51,443,0.3944,3.12+ba8d8abe
2026-08-12,exit_demand,500034372,Sengkang Grand Residences,D19,3,2290000,2238.51,62.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500066655,Regentville,D19,3,1320000,1145.83,834,0.9977,3.12+ba8d8abe
2026-08-12,exit_demand,500066655,Regentville,D19,3,1320000,1145.83,85.7,,exit-1.0+a5c8065a
2026-08-12,mmr,60140822,Central View,D19,3,1699999,1409.62,595,0.7359,3.12+ba8d8abe
2026-08-12,exit_demand,60140822,Central View,D19,3,1699999,1409.62,90.0,,exit-1.0+a5c8065a
2026-08-12,mmr,25538307,Twin Waterfalls,D19,3,1880000,1112.43,576,0.6919,3.12+ba8d8abe
2026-08-12,mmr,500125291,Bishan Park Condo,D20,3,1988000,1538.7,570,0.6775,3.12+ba8d8abe
2026-08-12,mmr,500162272,Bishan Loft,D20,3,2110000,1798.81,520,0.5642,3.12+ba8d8abe
2026-08-12,mmr,500159736,Sky Vue,D20,3,2880000,2524.1,429,0.3627,3.12+ba8d8abe
2026-08-12,exit_demand,500159736,Sky Vue,D20,3,2880000,2524.1,62.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500143395,Sol Acres,D23,3,1800000,1639.34,580,0.7033,3.12+ba8d8abe
2026-08-12,mmr,500146764,YewTee Residences,D23,3,1558000,1281.25,594,0.734,3.12+ba8d8abe
2026-08-12,mmr,500107534,Palm Gardens,D23,3,1300000,1077.94,793,0.9911,3.12+ba8d8abe
2026-08-12,exit_demand,500107534,Palm Gardens,D23,3,1300000,1077.94,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500163916,Narra Residences,D23,3,2000000,2293.58,290,0.0917,3.12+ba8d8abe
2026-08-12,mmr,24590550,Altura,D23,3,1499000,1529.59,552,0.634,3.12+ba8d8abe
2026-08-12,mmr,500157716,The Warren,D23,3,1270000,1192.49,758,0.9746,3.12+ba8d8abe
2026-08-12,exit_demand,500157716,The Warren,D23,3,1270000,1192.49,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,25392133,The Clearwater,D16,4,2050000,1332.9,760,0.9756,3.12+ba8d8abe
2026-08-12,exit_demand,25392133,The Clearwater,D16,4,2050000,1332.9,89.5,,exit-1.0+a5c8065a
2026-08-12,mmr,25483073,Laguna Green,D16,4,2300000,1433.02,433,0.3732,3.12+ba8d8abe
2026-08-12,mmr,25211385,Kew Gate,D16,4,2600000,1144.87,512,0.5464,3.12+ba8d8abe
2026-08-12,mmr,500146012,Vue 8 Residence,D18,4,2199000,1674.79,571,0.6793,3.12+ba8d8abe
2026-08-12,exit_demand,500146012,Vue 8 Residence,D18,4,2199000,1674.79,84.0,,exit-1.0+a5c8065a
2026-08-12,mmr,25482478,Aurelle of Tampines,D18,4,1999000,1954.06,429,0.3627,3.12+ba8d8abe
2026-08-12,mmr,60165013,Sea Esta,D18,4,1650000,1368.16,664,0.8743,3.12+ba8d8abe
2026-08-12,exit_demand,60165013,Sea Esta,D18,4,1650000,1368.16,81.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500163909,Narra Residences,D23,4,2399000,2082.47,373,0.2315,3.12+ba8d8abe
2026-08-12,mmr,500149888,The Skywoods,D23,4,2168000,1814.23,483,0.4837,3.12+ba8d8abe
2026-08-12,exit_demand,500149888,The Skywoods,D23,4,2168000,1814.23,87.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500196946,The Bayshore,D16,3,1758000,1432.76,647,0.8421,3.12+ba8d8abe
2026-08-12,exit_demand,500196946,The Bayshore,D16,3,1758000,1432.76,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500195210,The Tanamera,D16,3,1700000,1283.99,601,0.7505,3.12+ba8d8abe
2026-08-12,exit_demand,500195210,The Tanamera,D16,3,1700000,1283.99,78.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500163190,The Bayshore,D16,3,1738000,1467.91,620,0.7901,3.12+ba8d8abe
2026-08-12,exit_demand,500163190,The Bayshore,D16,3,1738000,1467.91,86.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500215502,Sunhaven,D16,3,2050000,1600.31,475,0.4683,3.12+ba8d8abe
2026-08-12,exit_demand,500215502,Sunhaven,D16,3,2050000,1600.31,88.5,,exit-1.0+a5c8065a
2026-08-12,mmr,25256377,Fairmount Condo,D16,3,1638000,1396.42,573,0.6844,3.12+ba8d8abe
2026-08-12,mmr,60067957,Bayshore Park,D16,3,1600000,1364.02,537,0.6019,3.12+ba8d8abe
2026-08-12,exit_demand,60067957,Bayshore Park,D16,3,1600000,1364.02,84.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500131578,Tanamera Crest,D16,3,1373000,1180.57,768,0.9803,3.12+ba8d8abe
2026-08-12,exit_demand,500131578,Tanamera Crest,D16,3,1373000,1180.57,88.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500121387,Costa Del Sol,D16,3,2599000,2099.35,440,0.3871,3.12+ba8d8abe
2026-08-12,exit_demand,500121387,Costa Del Sol,D16,3,2599000,2099.35,91.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500132886,Palmwoods,D16,3,1400000,1397.21,399,0.2863,3.12+ba8d8abe
2026-08-12,exit_demand,500132886,Palmwoods,D16,3,1400000,1397.21,80.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500208425,Treasure at Tampines,D18,3,2058000,1893.28,487,0.491,3.12+ba8d8abe
2026-08-12,exit_demand,500208425,Treasure at Tampines,D18,3,2058000,1893.28,74.1,,exit-1.0+a5c8065a
2026-08-12,mmr,25482403,Aurelle of Tampines,D18,3,1416000,1685.71,463,0.4375,3.12+ba8d8abe
2026-08-12,mmr,500156768,Melville Park,D18,3,1275000,971.06,613,0.7753,3.12+ba8d8abe
2026-08-12,exit_demand,500156768,Melville Park,D18,3,1275000,971.06,89.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500215023,Belysa,D18,3,1488888,1471.23,534,0.5944,3.12+ba8d8abe
2026-08-12,mmr,500179573,Tropical Spring,D18,3,1988000,1301.05,596,0.7376,3.12+ba8d8abe
2026-08-12,exit_demand,500179573,Tropical Spring,D18,3,1988000,1301.05,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500211965,Double Bay Residences,D18,3,2250000,1645.94,532,0.5903,3.12+ba8d8abe
2026-08-12,exit_demand,500211965,Double Bay Residences,D18,3,2250000,1645.94,91.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500176849,Terrasse,D19,3,2180000,1776.69,490,0.4973,3.12+ba8d8abe
2026-08-12,exit_demand,500176849,Terrasse,D19,3,2180000,1776.69,81.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500200249,The Rivervale,D19,3,1550000,1199.69,712,0.9368,3.12+ba8d8abe
2026-08-12,mmr,60236823,Riverparc Residence,D19,3,1730000,1409.94,735,0.9577,3.12+ba8d8abe
2026-08-12,mmr,500213877,La Fiesta,D19,3,1500000,1809.41,684,0.9026,3.12+ba8d8abe
2026-08-12,exit_demand,500213877,La Fiesta,D19,3,1500000,1809.41,77.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500022124,The Waterline,D19,3,2000000,1615.51,481,0.4813,3.12+ba8d8abe
2026-08-12,exit_demand,500022124,The Waterline,D19,3,2000000,1615.51,77.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500054055,Move in Ready Brand New 999 Years Leasehold Unit Selling Cheap!,D19,3,2041000,2016.8,351,0.1889,3.12+ba8d8abe
2026-08-12,mmr,25581756,The Springbloom,D19,3,2580000,1761.09,471,0.4582,3.12+ba8d8abe
2026-08-12,exit_demand,25581756,The Springbloom,D19,3,2580000,1761.09,93.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500114656,The Gardens at Bishan,D20,3,2238000,1823.96,668,0.8797,3.12+ba8d8abe
2026-08-12,exit_demand,500114656,The Gardens at Bishan,D20,3,2238000,1823.96,79.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500179571,Grandeur 8,D20,4,2350000,1653.76,624,0.7984,3.12+ba8d8abe
2026-08-12,exit_demand,500179571,Grandeur 8,D20,4,2350000,1653.76,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,25638413,Bishan Park Condo,D20,4,2450000,1580.65,495,0.5091,3.12+ba8d8abe
2026-08-12,mmr,500209643,Bishan 8,D20,3,2350000,2022.38,597,0.7398,3.12+ba8d8abe
2026-08-12,exit_demand,500209643,Bishan 8,D20,3,2350000,2022.38,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500068323,AMO Residence,D20,3,2400000,2505.22,555,0.6408,3.12+ba8d8abe
2026-08-12,mmr,500114793,Grandeur 8,D20,3,1948900,1630.88,598,0.7426,3.12+ba8d8abe
2026-08-12,exit_demand,500114793,Grandeur 8,D20,3,1948900,1630.88,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500214438,Daintree Residence,D21,3,2400000,1990.05,383,0.2495,3.12+ba8d8abe
2026-08-12,exit_demand,500214438,Daintree Residence,D21,3,2400000,1990.05,54.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500163232,Astor Green,D21,3,2300000,1505.24,488,0.4932,3.12+ba8d8abe
2026-08-12,exit_demand,500163232,Astor Green,D21,3,2300000,1505.24,85.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500159177,Forett at Bukit Timah,D21,3,1650000,2288.49,240,0.0372,3.12+ba8d8abe
2026-08-12,mmr,25628947,KI Residences At Brookvale,D21,3,2088888,2231.72,306,0.1142,3.12+ba8d8abe
2026-08-12,exit_demand,25628947,KI Residences At Brookvale,D21,3,2088888,2231.72,65.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500207482,The Sen,D21,3,2028000,2325.69,385,0.2543,3.12+ba8d8abe
2026-08-12,mmr,500128383,Parc Palais,D21,3,2575000,1898.97,413,0.3207,3.12+ba8d8abe
2026-08-12,exit_demand,500128383,Parc Palais,D21,3,2575000,1898.97,89.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500179525,Daintree Residence,D21,3,2400000,1406.8,480,0.4791,3.12+ba8d8abe
2026-08-12,exit_demand,500179525,Daintree Residence,D21,3,2400000,1406.8,54.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500172397,Pine Grove,D21,3,1988888,1192.38,252,0.0477,3.12+ba8d8abe
2026-08-12,exit_demand,500172397,Pine Grove,D21,3,1988888,1192.38,82.4,,exit-1.0+a5c8065a
2026-08-12,mmr,60176832,Suites at Bukit Timah,D21,3,1988000,1605.82,708,0.9311,3.12+ba8d8abe
2026-08-12,mmr,60206907,Hume Park I,D21,3,2400000,1783.06,445,0.3993,3.12+ba8d8abe
2026-08-12,mmr,500212602,KI Residences At Brookvale,D21,3,2480000,2530.61,183,0.0114,3.12+ba8d8abe
2026-08-12,exit_demand,500212602,KI Residences At Brookvale,D21,3,2480000,2530.61,65.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500206014,Sherwood Towers,D21,3,1530000,1184.21,404,0.3014,3.12+ba8d8abe
2026-08-12,mmr,500171973,Daintree Residence,D21,3,2280000,2118.96,344,0.1778,3.12+ba8d8abe
2026-08-12,exit_demand,500171973,Daintree Residence,D21,3,2280000,2118.96,54.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500141388,Symphony Heights,D21,3,2212287,1727.0,504,0.5286,3.12+ba8d8abe
2026-08-12,exit_demand,500141388,Symphony Heights,D21,3,2212287,1727.0,93.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500090291,Cavendish Park,D21,3,1987550,1565.0,518,0.5606,3.12+ba8d8abe
2026-08-12,exit_demand,500090291,Cavendish Park,D21,3,1987550,1565.0,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,24719274,Bukit View,D21,3,2280000,1217.3,324,0.1425,3.12+ba8d8abe
2026-08-12,mmr,500015591,Lake Life,D22,3,1570000,1519.85,628,0.807,3.12+ba8d8abe
2026-08-12,mmr,500207171,Ivory Heights,D22,3,1890000,1111.11,335,0.1613,3.12+ba8d8abe
2026-08-12,exit_demand,500207171,Ivory Heights,D22,3,1890000,1111.11,81.2,,exit-1.0+a5c8065a
2026-08-12,mmr,60207824,Lake Life,D22,3,1638000,1506.9,638,0.8258,3.12+ba8d8abe
2026-08-12,mmr,60235076,Lake Life,D22,3,1638000,1506.9,638,0.8258,3.12+ba8d8abe
2026-08-12,mmr,500190161,The Centris,D22,3,1880000,1204.36,871,1.0,3.12+ba8d8abe
2026-08-12,exit_demand,500190161,The Centris,D22,3,1880000,1204.36,92.6,,exit-1.0+a5c8065a
2026-08-12,mmr,60132621,Lake Life,D22,3,1579999,1544.48,617,0.7827,3.12+ba8d8abe
2026-08-12,mmr,500109418,Sora,D22,3,2341000,2132.06,559,0.6521,3.12+ba8d8abe
2026-08-12,mmr,500141576,Lake Life,D22,4,1923888,1609.95,531,0.5873,3.12+ba8d8abe
2026-08-12,mmr,500100665,Parc Oasis,D22,3,1540000,1255.09,647,0.8421,3.12+ba8d8abe
2026-08-12,exit_demand,500100665,Parc Oasis,D22,3,1540000,1255.09,89.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500197448,Lakeholmz,D22,4,2288000,1518.25,548,0.6234,3.12+ba8d8abe
2026-08-12,exit_demand,500197448,Lakeholmz,D22,4,2288000,1518.25,90.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500190573,Summerdale,D22,3,1300000,1069.08,688,0.9061,3.12+ba8d8abe
2026-08-12,mmr,60150751,Lake Life,D22,3,1638000,1506.9,638,0.8258,3.12+ba8d8abe
2026-08-12,mmr,500131307,Ivory Heights,D22,4,1750000,1049.16,468,0.451,3.12+ba8d8abe
2026-08-12,exit_demand,500131307,Ivory Heights,D22,4,1750000,1049.16,81.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500196715,Westwood Residences EC,D22,3,1450000,1403.68,690,0.9082,3.12+ba8d8abe
2026-08-12,mmr,500174938,Palm Gardens,D23,3,1268000,1051.41,815,0.9953,3.12+ba8d8abe
2026-08-12,exit_demand,500174938,Palm Gardens,D23,3,1268000,1051.41,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500216099,"🔥Cheap🔥 4 bedder, Super high floor, unblocked view, Choa Chu Kang",D23,4,1558888,1104.81,662,0.8707,3.12+ba8d8abe
2026-08-12,mmr,500143720,Sol Acres,D23,3,1475000,1592.87,612,0.7735,3.12+ba8d8abe
2026-08-12,mmr,500209648,Narra Residences,D23,3,2038000,2337.16,270,0.0678,3.12+ba8d8abe
2026-08-12,mmr,500180521,Mi Casa,D23,3,1590000,1284.33,777,0.9849,3.12+ba8d8abe
2026-08-12,exit_demand,500180521,Mi Casa,D23,3,1590000,1284.33,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500070113,Hilltop Grove,D23,3,1400000,1130.86,502,0.523,3.12+ba8d8abe
2026-08-12,exit_demand,500070113,Hilltop Grove,D23,3,1400000,1130.86,88.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500204608,Regent Heights,D23,3,1230000,1202.35,540,0.6069,3.12+ba8d8abe
2026-08-12,exit_demand,500204608,Regent Heights,D23,3,1230000,1202.35,92.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500192758,Lentor Modern,D26,3,2480000,2559.34,329,0.1513,3.12+ba8d8abe
2026-08-12,mmr,500183350,Lentor Modern,D26,3,2378000,2402.02,402,0.295,3.12+ba8d8abe
2026-08-12,mmr,500201348,Lentor Hills Residences,D26,3,2350000,2425.18,337,0.1644,3.12+ba8d8abe
2026-08-12,mmr,60093114,Seasons Park,D26,3,1750000,1354.49,655,0.8561,3.12+ba8d8abe
2026-08-12,exit_demand,60093114,Seasons Park,D26,3,1750000,1354.49,90.6,,exit-1.0+a5c8065a
2026-08-12,mmr,60225190,Lentor Mansion,D26,3,2488888,2753.19,227,0.0296,3.12+ba8d8abe
2026-08-12,mmr,25539015,Lentor Modern,D26,3,2420000,2444.44,379,0.2417,3.12+ba8d8abe
2026-08-12,mmr,500135049,Forest Hills Condo,D26,4,2180000,1212.46,521,0.5661,3.12+ba8d8abe
2026-08-12,mmr,500154978,Castle Green,D26,4,2450000,1737.59,412,0.3176,3.12+ba8d8abe
2026-08-12,exit_demand,500154978,Castle Green,D26,4,2450000,1737.59,93.3,,exit-1.0+a5c8065a
2026-08-12,mmr,500060154,Lentoria,D26,3,2200000,2350.43,392,0.2699,3.12+ba8d8abe
2026-08-12,mmr,500009679,Lentoria,D26,3,2200000,2350.43,392,0.2699,3.12+ba8d8abe
2026-08-12,mmr,25021010,Forest Hills Condo,D26,4,2120000,1179.09,544,0.6144,3.12+ba8d8abe
2026-08-12,mmr,500059457,Lentor Hills Residences,D26,3,2299000,2399.79,342,0.1749,3.12+ba8d8abe
2026-08-12,mmr,500150901,Lentor Gardens Residences,D26,3,2221400,2292.47,353,0.1928,3.12+ba8d8abe
2026-08-12,mmr,500152432,Lentor Hills Residences,D26,3,2298000,2398.75,336,0.1633,3.12+ba8d8abe
2026-08-12,mmr,500130388,Forest Hills Condo,D26,4,2180000,1212.46,521,0.5661,3.12+ba8d8abe
2026-08-12,mmr,60139702,Forest Hills Condo,D26,4,2180000,1212.46,521,0.5661,3.12+ba8d8abe
2026-08-12,mmr,24388311,Forest Hills Condo,D26,3,1650000,1344.74,504,0.5286,3.12+ba8d8abe
2026-08-12,mmr,500176842,The Brooks I & The Brooks II,D26,4,1700000,1594.75,436,0.3784,3.12+ba8d8abe
2026-08-12,mmr,500196949,Lentor Gardens Residences,D26,3,2221400,2292.47,353,0.1928,3.12+ba8d8abe
2026-08-12,mmr,500183230,Lentor Hills Residences,D26,3,2300000,2400.84,335,0.1613,3.12+ba8d8abe
2026-08-12,mmr,500187366,3 BR New Condo - 5 Mins Walk to MRT & Amenities,D26,3,2307700,2305.39,490,0.4973,3.12+ba8d8abe
2026-08-12,mmr,500153291,Lentor Gardens Residences,D26,3,2317900,2315.58,339,0.1687,3.12+ba8d8abe
2026-08-12,mmr,24997260,Lentoria,D26,3,2100000,2243.59,454,0.4169,3.12+ba8d8abe
2026-08-12,mmr,500157819,Riverbank at Fernvale,D28,3,1598000,1687.43,471,0.4582,3.12+ba8d8abe
2026-08-12,exit_demand,500157819,Riverbank at Fernvale,D28,3,1598000,1687.43,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500124767,High Park Residences,D28,3,1650000,1742.34,474,0.4659,3.12+ba8d8abe
2026-08-12,exit_demand,500124767,High Park Residences,D28,3,1650000,1742.34,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500199204,Lush Acres,D28,3,1549000,1468.25,573,0.6844,3.12+ba8d8abe
2026-08-12,mmr,500114951,Lush Acres,D28,3,1862000,1406.34,563,0.662,3.12+ba8d8abe
2026-08-12,mmr,60143965,The Topiary,D28,3,1698000,1562.1,476,0.4704,3.12+ba8d8abe
2026-08-12,mmr,500178013,High Park Residences,D28,4,2100000,1711.49,556,0.6424,3.12+ba8d8abe
2026-08-12,exit_demand,500178013,High Park Residences,D28,4,2100000,1711.49,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500127299,High Park Residences,D28,3,1750000,1805.99,453,0.4155,3.12+ba8d8abe
2026-08-12,exit_demand,500127299,High Park Residences,D28,3,1750000,1805.99,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500213976,High Park Residences,D28,4,2100000,1822.92,457,0.4232,3.12+ba8d8abe
2026-08-12,exit_demand,500213976,High Park Residences,D28,4,2100000,1822.92,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500179644,High Park Residences,D28,3,1650000,1683.67,543,0.6128,3.12+ba8d8abe
2026-08-12,exit_demand,500179644,High Park Residences,D28,3,1650000,1683.67,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,25477248,The Greenwich,D28,3,1800000,1466.99,438,0.3833,3.12+ba8d8abe
2026-08-12,exit_demand,25477248,The Greenwich,D28,3,1800000,1466.99,68.1,,exit-1.0+a5c8065a
2026-08-12,mmr,21194441,Riverbank at Fernvale,D28,3,1650000,1630.43,507,0.5341,3.12+ba8d8abe
2026-08-12,exit_demand,21194441,Riverbank at Fernvale,D28,3,1650000,1630.43,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,23463395,High Park Residences,D28,4,2000000,1629.99,620,0.7901,3.12+ba8d8abe
2026-08-12,exit_demand,23463395,High Park Residences,D28,4,2000000,1629.99,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500218711,The Raintree,D21,4,2080000,1558.05,554,0.6286,3.12+ba8d8abe
2026-08-12,exit_demand,500218711,The Raintree,D21,4,2080000,1558.05,92.3,0.8792,exit-1.0+a5c8065a
