scored_at,lens,id,project_name,district,beds,price,psf,score,rank_norm,lens_version
2026-08-12,mmr,25600233,Sora,D22,3,1918000,1649.18,632,0.815,3.12+ba8d8abe
2026-08-12,mmr,500220950,Sora,D22,3,2148000,2294.87,550,0.6301,3.12+ba8d8abe
2026-08-12,mmr,500110323,Sora,D22,3,2390000,2176.68,606,0.7615,3.12+ba8d8abe
2026-08-12,mmr,500217173,Sol Acres,D23,4,1990000,1621.84,599,0.7455,3.12+ba8d8abe
2026-08-12,mmr,500172465,Palm Gardens,D23,3,1300000,1077.94,793,0.9911,3.12+ba8d8abe
2026-08-12,exit_demand,500172465,Palm Gardens,D23,3,1300000,1077.94,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500205632,Yew Mei Green,D23,3,1300000,1006.19,701,0.9225,3.12+ba8d8abe
2026-08-12,mmr,500230396,Blossom Residences,D23,3,1490000,1343.55,714,0.9384,3.12+ba8d8abe
2026-08-12,mmr,500227080,Hillington Green,D23,3,2480000,1828.91,437,0.3815,3.12+ba8d8abe
2026-08-12,exit_demand,500227080,Hillington Green,D23,3,2480000,1828.91,91.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500231421,Palm Gardens,D23,3,1300000,1077.94,793,0.9911,3.12+ba8d8abe
2026-08-12,exit_demand,500231421,Palm Gardens,D23,3,1300000,1077.94,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500086551,Guilin View,D23,4,1830000,1164.12,734,0.957,3.12+ba8d8abe
2026-08-12,exit_demand,500086551,Guilin View,D23,4,1830000,1164.12,85.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500199715,Sol Acres,D23,3,1420000,1499.47,671,0.8853,3.12+ba8d8abe
2026-08-12,mmr,500228583,Hillview Regency,D23,3,1628000,1362.34,505,0.53,3.12+ba8d8abe
2026-08-12,exit_demand,500228583,Hillview Regency,D23,3,1628000,1362.34,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,24671636,Palm Gardens,D23,3,1270000,1053.07,813,0.9951,3.12+ba8d8abe
2026-08-12,exit_demand,24671636,Palm Gardens,D23,3,1270000,1053.07,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500231434,Sol Acres,D23,3,1430000,1510.03,642,0.8338,3.12+ba8d8abe
2026-08-12,mmr,500231319,The Rainforest,D23,3,1350000,1409.19,671,0.8853,3.12+ba8d8abe
2026-08-12,mmr,500177721,Yew Mei Green,D23,3,1258000,1113.27,657,0.8607,3.12+ba8d8abe
2026-08-12,mmr,500098075,The Warren,D23,3,1400000,1130.86,790,0.9899,3.12+ba8d8abe
2026-08-12,exit_demand,500098075,The Warren,D23,3,1400000,1130.86,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500231102,The Quintet,D23,3,1500000,1191.42,660,0.8683,3.12+ba8d8abe
2026-08-12,mmr,500031940,The Rainforest,D23,3,1800000,1266.71,691,0.9092,3.12+ba8d8abe
2026-08-12,mmr,500222238,Northvale,D23,3,1738000,1035.14,560,0.654,3.12+ba8d8abe
2026-08-12,exit_demand,500222238,Northvale,D23,3,1738000,1035.14,90.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500066740,The Myst,D23,3,2250000,2178.12,400,0.2902,3.12+ba8d8abe
2026-08-12,mmr,24903580,The Madeira,D23,3,1680000,1238.94,672,0.8865,3.12+ba8d8abe
2026-08-12,exit_demand,24903580,The Madeira,D23,3,1680000,1238.94,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500178344,Northvale,D23,4,1850000,1219.51,629,0.8098,3.12+ba8d8abe
2026-08-12,exit_demand,500178344,Northvale,D23,4,1850000,1219.51,90.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500216588,Dairy Farm Residences,D23,3,1670000,1825.14,458,0.4266,3.12+ba8d8abe
2026-08-12,mmr,500195055,iNz Residence,D23,3,1499000,1514.14,603,0.7562,3.12+ba8d8abe
2026-08-12,mmr,500231029,The Warren,D23,3,1600000,1218.58,694,0.9139,3.12+ba8d8abe
2026-08-12,exit_demand,500231029,The Warren,D23,3,1600000,1218.58,88.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500184634,Northvale,D23,4,1799000,1185.11,644,0.837,3.12+ba8d8abe
2026-08-12,exit_demand,500184634,Northvale,D23,4,1799000,1185.11,90.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500071901,Guilin View,D23,4,1818000,1156.49,739,0.9609,3.12+ba8d8abe
2026-08-12,exit_demand,500071901,Guilin View,D23,4,1818000,1156.49,85.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500168145,Wandervale,D23,4,2188000,1756.02,518,0.5606,3.12+ba8d8abe
2026-08-12,mmr,500217295,Wandervale,D23,3,1860000,1693.99,566,0.6685,3.12+ba8d8abe
2026-08-12,mmr,500076083,Hillbrooks,D23,3,1998888,1875.13,308,0.1166,3.12+ba8d8abe
2026-08-12,exit_demand,500076083,Hillbrooks,D23,3,1998888,1875.13,84.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500092776,Narra Residences,D23,3,2067000,2020.53,459,0.4292,3.12+ba8d8abe
2026-08-12,mmr,500230968,Hillview 128,D23,3,1550000,1599.59,387,0.2575,3.12+ba8d8abe
2026-08-12,exit_demand,500230968,Hillview 128,D23,3,1550000,1599.59,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500222596,Blossom Residences,D23,3,1350000,1393.19,695,0.916,3.12+ba8d8abe
2026-08-12,mmr,500203113,Regent Heights,D23,3,1288888,1098.8,736,0.9582,3.12+ba8d8abe
2026-08-12,exit_demand,500203113,Regent Heights,D23,3,1288888,1098.8,92.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500165220,Hillview Regency,D23,3,1399999,1251.12,628,0.807,3.12+ba8d8abe
2026-08-12,exit_demand,500165220,Hillview Regency,D23,3,1399999,1251.12,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500208899,Hillview Regency,D23,3,1280000,1111.11,769,0.981,3.12+ba8d8abe
2026-08-12,exit_demand,500208899,Hillview Regency,D23,3,1280000,1111.11,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500223543,Chestervale,D23,3,1599000,1134.04,615,0.7784,3.12+ba8d8abe
2026-08-12,mmr,25532203,The Botany at Dairy Farm,D23,3,1600000,2153.43,415,0.3244,3.12+ba8d8abe
2026-08-12,mmr,500230903,Palm Gardens,D23,3,1400000,1151.32,673,0.888,3.12+ba8d8abe
2026-08-12,exit_demand,500230903,Palm Gardens,D23,3,1400000,1151.32,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500101338,The Jade,D23,3,2250000,1525.42,486,0.4892,3.12+ba8d8abe
2026-08-12,exit_demand,500101338,The Jade,D23,3,2250000,1525.42,93.8,,exit-1.0+a5c8065a
2026-08-12,mmr,25628438,The Rainforest,D23,3,1980000,1404.26,650,0.8476,3.12+ba8d8abe
2026-08-12,mmr,500230458,Mi Casa,D23,3,1758888,1397.05,675,0.8904,3.12+ba8d8abe
2026-08-12,exit_demand,500230458,Mi Casa,D23,3,1758888,1397.05,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,24963949,Hilltop Grove,D23,3,1340000,1131.76,609,0.7691,3.12+ba8d8abe
2026-08-12,exit_demand,24963949,Hilltop Grove,D23,3,1340000,1131.76,88.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500223548,Hillview Regency,D23,3,1368000,1209.55,673,0.888,3.12+ba8d8abe
2026-08-12,exit_demand,500223548,Hillview Regency,D23,3,1368000,1209.55,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500216000,Hillview 128,D23,3,1550000,1599.59,387,0.2575,3.12+ba8d8abe
2026-08-12,exit_demand,500216000,Hillview 128,D23,3,1550000,1599.59,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500216266,Yew Mei Green,D23,4,1558888,1104.81,663,0.8723,3.12+ba8d8abe
2026-08-12,mmr,500219923,Palm Gardens,D23,3,1268000,1051.41,815,0.9953,3.12+ba8d8abe
2026-08-12,exit_demand,500219923,Palm Gardens,D23,3,1268000,1051.41,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500230635,Narra Residences,D23,3,1516000,2102.64,358,0.2031,3.12+ba8d8abe
2026-08-12,mmr,500230603,Wandervale,D23,3,1598000,1668.06,578,0.6978,3.12+ba8d8abe
2026-08-12,mmr,500131447,Hillview Regency,D23,3,1388888,1241.19,639,0.8277,3.12+ba8d8abe
2026-08-12,exit_demand,500131447,Hillview Regency,D23,3,1388888,1241.19,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,60241296,Hillington Green,D23,3,2400000,1768.61,471,0.4582,3.12+ba8d8abe
2026-08-12,exit_demand,60241296,Hillington Green,D23,3,2400000,1768.61,91.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500090576,Narra Residences,D23,3,1955000,2241.97,315,0.1295,3.12+ba8d8abe
2026-08-12,mmr,500104530,The Linear,D23,3,2380000,1494.04,468,0.451,3.12+ba8d8abe
2026-08-12,exit_demand,500104530,The Linear,D23,3,2380000,1494.04,83.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500223707,Guilin View,D23,4,1960000,1282.72,631,0.8133,3.12+ba8d8abe
2026-08-12,exit_demand,500223707,Guilin View,D23,4,1960000,1282.72,85.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500220522,Sol Acres,D23,3,1460000,1576.67,637,0.824,3.12+ba8d8abe
2026-08-12,mmr,25006856,Merawoods,D23,3,2150000,1597.33,342,0.1749,3.12+ba8d8abe
2026-08-12,exit_demand,25006856,Merawoods,D23,3,2150000,1597.33,90.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500139909,Blossom Residences,D23,3,2199999,1285.8,606,0.7615,3.12+ba8d8abe
2026-08-12,mmr,500190347,Century Mansions,D23,3,1400000,1383.4,462,0.4343,3.12+ba8d8abe
2026-08-12,mmr,500228526,Wandervale,D23,3,1899000,1680.53,553,0.6354,3.12+ba8d8abe
2026-08-12,mmr,500229342,Mi Casa,D23,3,1758888,1397.05,675,0.8904,3.12+ba8d8abe
2026-08-12,exit_demand,500229342,Mi Casa,D23,3,1758888,1397.05,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500222505,Midwood,D23,4,2600000,2065.13,473,0.4646,3.12+ba8d8abe
2026-08-12,exit_demand,500222505,Midwood,D23,4,2600000,2065.13,57.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500230304,The Linear,D23,3,2288388,1865.03,257,0.0509,3.12+ba8d8abe
2026-08-12,exit_demand,500230304,The Linear,D23,3,2288388,1865.03,83.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500230270,Le Quest,D23,3,1688000,1803.42,437,0.3815,3.12+ba8d8abe
2026-08-12,exit_demand,500230270,Le Quest,D23,3,1688000,1803.42,63.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500218596,Mi Casa,D23,4,1729999,1350.51,770,0.9815,3.12+ba8d8abe
2026-08-12,exit_demand,500218596,Mi Casa,D23,4,1729999,1350.51,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500165492,The Botany at Dairy Farm,D23,3,2000000,2265.01,390,0.2665,3.12+ba8d8abe
2026-08-12,mmr,500218204,iNz Residence,D23,3,1650000,1580.46,565,0.6663,3.12+ba8d8abe
2026-08-12,mmr,500221273,Wandervale,D23,3,1890000,1721.31,553,0.6354,3.12+ba8d8abe
2026-08-12,mmr,23416717,Regent Heights,D23,3,1300000,1270.77,497,0.5129,3.12+ba8d8abe
2026-08-12,exit_demand,23416717,Regent Heights,D23,3,1300000,1270.77,92.9,,exit-1.0+a5c8065a
2026-08-12,mmr,500159876,Chantilly Rise,D23,3,1950000,1535.43,355,0.1978,3.12+ba8d8abe
2026-08-12,exit_demand,500159876,Chantilly Rise,D23,3,1950000,1535.43,83.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500230178,Sol Acres,D23,3,1480000,1598.27,600,0.7486,3.12+ba8d8abe
2026-08-12,mmr,500224886,Palm Gardens,D23,3,1400000,1161.83,666,0.8772,3.12+ba8d8abe
2026-08-12,exit_demand,500224886,Palm Gardens,D23,3,1400000,1161.83,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500230048,iNz Residence,D23,4,1938000,1593.75,565,0.6663,3.12+ba8d8abe
2026-08-12,mmr,500216040,Parkview Apartments,D23,3,1200000,1072.39,512,0.5464,3.12+ba8d8abe
2026-08-12,exit_demand,500216040,Parkview Apartments,D23,3,1200000,1072.39,88.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500228972,Mi Casa,D23,3,1900000,1509.13,611,0.7718,3.12+ba8d8abe
2026-08-12,exit_demand,500228972,Mi Casa,D23,3,1900000,1509.13,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,60243717,Hillview Regency,D23,3,1390000,1253.38,632,0.815,3.12+ba8d8abe
2026-08-12,exit_demand,60243717,Hillview Regency,D23,3,1390000,1253.38,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500085193,Tree House,D23,3,2280000,1858.19,425,0.3518,3.12+ba8d8abe
2026-08-12,exit_demand,500085193,Tree House,D23,3,2280000,1858.19,84.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230010,Narra Residences,D23,4,2448000,2125.0,355,0.1978,3.12+ba8d8abe
2026-08-12,mmr,60083598,Midwood,D23,3,1990000,2010.1,483,0.4837,3.12+ba8d8abe
2026-08-12,exit_demand,60083598,Midwood,D23,3,1990000,2010.1,57.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500210851,Foresque Residences,D23,3,2150000,1692.91,524,0.5725,3.12+ba8d8abe
2026-08-12,exit_demand,500210851,Foresque Residences,D23,3,2150000,1692.91,84.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500193537,Sol Acres,D23,3,1650000,1502.73,646,0.8407,3.12+ba8d8abe
2026-08-12,mmr,500229957,Narra Residences,D23,3,1988000,2008.08,431,0.3701,3.12+ba8d8abe
2026-08-12,mmr,500077918,Maysprings,D23,3,1588000,1190.4,674,0.8894,3.12+ba8d8abe
2026-08-12,exit_demand,500077918,Maysprings,D23,3,1588000,1190.4,85.7,,exit-1.0+a5c8065a
2026-08-12,mmr,500222059,Northvale,D23,3,1500000,1160.99,684,0.9026,3.12+ba8d8abe
2026-08-12,exit_demand,500222059,Northvale,D23,3,1500000,1160.99,90.4,,exit-1.0+a5c8065a
2026-08-12,mmr,60086869,Hillview Residence,D23,3,1950000,1562.5,333,0.1575,3.12+ba8d8abe
2026-08-12,mmr,500219487,Chestervale,D23,3,1300000,1032.57,679,0.8973,3.12+ba8d8abe
2026-08-12,mmr,500097464,Mi Casa,D23,3,1738000,1380.46,684,0.9026,3.12+ba8d8abe
2026-08-12,exit_demand,500097464,Mi Casa,D23,3,1738000,1380.46,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500174140,Bukit 828,D23,3,1680000,1714.29,560,0.654,3.12+ba8d8abe
2026-08-12,mmr,500191122,Yew Mei Green,D23,3,1230000,1088.5,671,0.8853,3.12+ba8d8abe
2026-08-12,mmr,500179966,Regent Grove,D23,4,1350000,1072.28,686,0.9044,3.12+ba8d8abe
2026-08-12,exit_demand,500179966,Regent Grove,D23,4,1350000,1072.28,90.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500203751,Hilltop Grove,D23,3,1520000,1217.95,457,0.4232,3.12+ba8d8abe
2026-08-12,exit_demand,500203751,Hilltop Grove,D23,3,1520000,1217.95,88.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500210431,Foresque Residences,D23,3,2180000,1701.8,516,0.5561,3.12+ba8d8abe
2026-08-12,exit_demand,500210431,Foresque Residences,D23,3,2180000,1701.8,84.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500228309,Dairy Farm Residences,D23,3,1700000,1816.24,458,0.4266,3.12+ba8d8abe
2026-08-12,mmr,500226500,Palm Gardens,D23,3,1250000,1036.48,827,0.9971,3.12+ba8d8abe
2026-08-12,exit_demand,500226500,Palm Gardens,D23,3,1250000,1036.48,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500216153,"⭐️ VERY CHEAP! Spacious,High Floor Unit! Must View!",D23,3,1270000,1053.07,680,0.8982,3.12+ba8d8abe
2026-08-12,mmr,500017286,Yew Mei Green,D23,3,1268888,1122.91,652,0.8511,3.12+ba8d8abe
2026-08-12,mmr,500134027,Foresque Residences,D23,3,2350000,1537.96,528,0.5813,3.12+ba8d8abe
2026-08-12,exit_demand,500134027,Foresque Residences,D23,3,2350000,1537.96,84.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500126032,Hillview Residence,D23,3,2298000,1809.45,213,0.0212,3.12+ba8d8abe
2026-08-12,mmr,500186904,Northvale,D23,3,1520000,1196.85,667,0.8787,3.12+ba8d8abe
2026-08-12,exit_demand,500186904,Northvale,D23,3,1520000,1196.85,90.4,,exit-1.0+a5c8065a
2026-08-12,mmr,60208602,Foresque Residences,D23,3,1999999,1689.19,548,0.6234,3.12+ba8d8abe
2026-08-12,exit_demand,60208602,Foresque Residences,D23,3,1999999,1689.19,84.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500229671,The Skywoods,D23,3,2100000,1805.67,453,0.4155,3.12+ba8d8abe
2026-08-12,exit_demand,500229671,The Skywoods,D23,3,2100000,1805.67,87.0,,exit-1.0+a5c8065a
2026-08-12,mmr,500165750,Hillview Regency,D23,3,1399999,1251.12,628,0.807,3.12+ba8d8abe
2026-08-12,exit_demand,500165750,Hillview Regency,D23,3,1399999,1251.12,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500229571,Foresque Residences,D23,3,2180000,1701.8,516,0.5561,3.12+ba8d8abe
2026-08-12,exit_demand,500229571,Foresque Residences,D23,3,2180000,1701.8,84.4,,exit-1.0+a5c8065a
2026-08-12,mmr,500206419,Hillview Regency,D23,3,1620000,1355.65,513,0.5485,3.12+ba8d8abe
2026-08-12,exit_demand,500206419,Hillview Regency,D23,3,1620000,1355.65,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500135091,Hillbrooks,D23,3,1998888,1875.13,308,0.1166,3.12+ba8d8abe
2026-08-12,exit_demand,500135091,Hillbrooks,D23,3,1998888,1875.13,84.6,,exit-1.0+a5c8065a
2026-08-12,mmr,500158654,Hillview Regency,D23,3,1530000,1367.29,504,0.5286,3.12+ba8d8abe
2026-08-12,exit_demand,500158654,Hillview Regency,D23,3,1530000,1367.29,89.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500182828,Tree House,D23,4,2550000,1633.57,472,0.4606,3.12+ba8d8abe
2026-08-12,exit_demand,500182828,Tree House,D23,4,2550000,1633.57,84.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500119351,The Myst,D23,3,2100000,2295.08,376,0.2349,3.12+ba8d8abe
2026-08-12,mmr,500179473,Sol Acres,D23,3,1650000,1547.84,624,0.7984,3.12+ba8d8abe
2026-08-12,mmr,500229266,Yew Mei Green,D23,3,1350000,1044.89,683,0.9014,3.12+ba8d8abe
2026-08-12,mmr,500228797,Sol Acres,D23,4,1890000,1526.66,635,0.8197,3.12+ba8d8abe
2026-08-12,mmr,500190561,Hazel Park Condo,D23,4,2600000,1712.78,430,0.3666,3.12+ba8d8abe
2026-08-12,mmr,500229208,Wandervale,D23,3,1599999,1670.15,558,0.6474,3.12+ba8d8abe
2026-08-12,mmr,500056027,iNz Residence,D23,3,1620000,1600.79,556,0.6424,3.12+ba8d8abe
2026-08-12,mmr,500209592,The Dew,D23,3,1700000,1187.98,565,0.6663,3.12+ba8d8abe
2026-08-12,mmr,500202404,Sol Acres,D23,3,1388000,1632.94,569,0.6757,3.12+ba8d8abe
2026-08-12,mmr,500229017,Blossom Residences,D23,3,1500000,1421.8,680,0.8982,3.12+ba8d8abe
2026-08-12,mmr,500218589,Mi Casa,D23,3,1729999,1350.51,741,0.9622,3.12+ba8d8abe
2026-08-12,exit_demand,500218589,Mi Casa,D23,3,1729999,1350.51,93.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500224726,Narra Residences,D23,3,1955000,2241.97,315,0.1295,3.12+ba8d8abe
2026-08-12,mmr,500224761,Narra Residences,D23,4,2448000,2125.0,355,0.1978,3.12+ba8d8abe
2026-08-12,mmr,24837753,Sol Acres,D23,3,1550000,1673.87,582,0.7087,3.12+ba8d8abe
2026-08-12,mmr,500110350,Wandervale,D23,3,1560000,1628.39,578,0.6978,3.12+ba8d8abe
2026-08-12,mmr,500225659,Parkview Apartments,D23,3,1200000,1061.95,519,0.5625,3.12+ba8d8abe
2026-08-12,exit_demand,500225659,Parkview Apartments,D23,3,1200000,1061.95,88.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500230273,Springleaf Residence,D26,3,2732000,2169.98,462,0.4343,3.12+ba8d8abe
2026-08-12,mmr,500229154,Lentor Gardens Residences,D26,3,2297500,2295.2,346,0.1805,3.12+ba8d8abe
2026-08-12,mmr,500217540,Teacher's Housing Estate,D26,3,1770000,1481.17,445,0.3993,3.12+ba8d8abe
2026-08-12,mmr,500223584,Forest Hills Condo,D26,4,2180000,1212.46,521,0.5661,3.12+ba8d8abe
2026-08-12,mmr,500171693,Cheap 3 bed near mrt !,D26,3,2070000,2045.45,502,0.523,3.12+ba8d8abe
2026-08-12,mmr,500229504,Lentor Gardens Residences,D26,4,2360000,1993.24,426,0.3553,3.12+ba8d8abe
2026-08-12,mmr,500229511,Lentor Gardens Residences,D26,3,1700000,1949.54,468,0.451,3.12+ba8d8abe
2026-08-12,mmr,500229158,Lentor Gardens Residences,D26,3,2221400,2292.47,353,0.1928,3.12+ba8d8abe
2026-08-12,mmr,500214709,Roots @ Transit,D26,3,1800000,1357.47,679,0.8973,3.12+ba8d8abe
2026-08-12,mmr,500190890,Lentor Gardens Residences,D26,3,2200000,2270.38,360,0.2063,3.12+ba8d8abe
2026-08-12,mmr,500227281,Just TOP? Explore Available Developer Units,D26,3,1580000,1612.24,414,0.3223,3.12+ba8d8abe
2026-08-12,mmr,500219440,Lentor Modern,D26,3,2378000,2402.02,402,0.295,3.12+ba8d8abe
2026-08-12,mmr,500178560,Lentor Gardens Residences,D26,3,2200000,2270.38,360,0.2063,3.12+ba8d8abe
2026-08-12,mmr,500225250,Lentor Hills Residences,D26,3,2317000,2314.69,365,0.2161,3.12+ba8d8abe
2026-08-12,mmr,500223438,Lentor Modern,D26,3,2300000,2373.58,425,0.3518,3.12+ba8d8abe
2026-08-12,mmr,500223880,Forest Hills Condo,D26,4,2180000,1212.46,521,0.5661,3.12+ba8d8abe
2026-08-12,mmr,500223825,Lentoria,D26,3,2279000,2434.83,346,0.1805,3.12+ba8d8abe
2026-08-12,mmr,500222891,Lentor Modern,D26,3,2430000,2507.74,354,0.195,3.12+ba8d8abe
2026-08-12,mmr,500154780,Lentor Gardens Residences,D26,3,2252400,2250.15,360,0.2063,3.12+ba8d8abe
2026-08-12,mmr,500221895,Lentor Modern,D26,3,2378000,2402.02,402,0.295,3.12+ba8d8abe
2026-08-12,mmr,25332446,Lentoria,D26,3,2354000,2514.96,308,0.1166,3.12+ba8d8abe
2026-08-12,mmr,500173260,Lentoria,D26,3,2200000,2350.43,392,0.2699,3.12+ba8d8abe
2026-08-12,mmr,500074860,Lentor Gardens Residences,D26,3,1900000,1898.1,488,0.4932,3.12+ba8d8abe
2026-08-12,mmr,60083994,Hillock Green,D26,3,1899997,2101.77,537,0.6019,3.12+ba8d8abe
2026-08-12,mmr,60136833,Meadows @ Peirce,D26,3,2199999,1841.0,357,0.2019,3.12+ba8d8abe
2026-08-12,exit_demand,60136833,Meadows @ Peirce,D26,3,2199999,1841.0,84.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500219810,Lentor Hills Residences,D26,3,1880000,2496.68,285,0.0863,3.12+ba8d8abe
2026-08-12,mmr,500218435,Teacher's Housing Estate,D26,3,1770000,1481.17,445,0.3993,3.12+ba8d8abe
2026-08-12,mmr,500218917,Lentor Gardens Residences,D26,3,2200000,2197.8,379,0.2417,3.12+ba8d8abe
2026-08-12,mmr,500217414,Lentor Modern,D26,3,2550000,2575.76,317,0.1318,3.12+ba8d8abe
2026-08-12,mmr,500046030,Lentor Gardens Residences,D26,3,2177800,2247.47,367,0.2194,3.12+ba8d8abe
2026-08-12,mmr,500211273,Lentor Gardens Residences,D26,3,2177800,2247.47,367,0.2194,3.12+ba8d8abe
2026-08-12,mmr,500211281,Lentor Gardens Residences,D26,3,2252400,2250.15,360,0.2063,3.12+ba8d8abe
2026-08-12,mmr,500217443,Lentor Gardens Residences,D26,3,2177800,2247.47,367,0.2194,3.12+ba8d8abe
2026-08-12,mmr,500217194,Lentor Gardens Residences,D26,3,2177800,2247.47,367,0.2194,3.12+ba8d8abe
2026-08-12,mmr,500145680,Lentor Modern,D26,3,2550000,2575.76,317,0.1318,3.12+ba8d8abe
2026-08-12,mmr,500033410,Lentor Modern,D26,3,2200000,2222.22,513,0.5485,3.12+ba8d8abe
2026-08-12,mmr,500216736,Grande Vista,D28,3,2050000,1499.63,241,0.038,3.12+ba8d8abe
2026-08-12,exit_demand,500216736,Grande Vista,D28,3,2050000,1499.63,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500223480,H2O Residences,D28,3,2000000,1629.99,497,0.5129,3.12+ba8d8abe
2026-08-12,exit_demand,500223480,H2O Residences,D28,3,2000000,1629.99,74.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500221625,High Park Residences,D28,4,2188888,1900.08,408,0.3079,3.12+ba8d8abe
2026-08-12,exit_demand,500221625,High Park Residences,D28,4,2188888,1900.08,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500223157,High Park Residences,D28,3,1500000,1720.18,493,0.5039,3.12+ba8d8abe
2026-08-12,exit_demand,500223157,High Park Residences,D28,3,1500000,1720.18,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500229872,H2O Residences,D28,3,1850000,1637.17,571,0.6793,3.12+ba8d8abe
2026-08-12,exit_demand,500229872,H2O Residences,D28,3,1850000,1637.17,74.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500219218,The Topiary,D28,3,1500000,1639.34,403,0.298,3.12+ba8d8abe
2026-08-12,mmr,500197609,Parc Botannia,D28,3,1400000,1781.17,467,0.4477,3.12+ba8d8abe
2026-08-12,exit_demand,500197609,Parc Botannia,D28,3,1400000,1781.17,61.8,,exit-1.0+a5c8065a
2026-08-12,mmr,500221319,The Topiary,D28,4,1880000,1353.49,554,0.6376,3.12+ba8d8abe
2026-08-12,mmr,500229625,Lush Acres,D28,3,1650000,1502.73,555,0.6408,3.12+ba8d8abe
2026-08-12,mmr,500229235,The Topiary,D28,3,1750000,1676.25,374,0.2325,3.12+ba8d8abe
2026-08-12,mmr,500008622,High Park Residences,D28,3,1370000,1571.1,620,0.7901,3.12+ba8d8abe
2026-08-12,exit_demand,500008622,High Park Residences,D28,3,1370000,1571.1,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500212394,Grande Vista,D28,3,2100000,1536.21,226,0.0289,3.12+ba8d8abe
2026-08-12,exit_demand,500212394,Grande Vista,D28,3,2100000,1536.21,87.5,,exit-1.0+a5c8065a
2026-08-12,mmr,500226382,High Park Residences,D28,3,1680000,1714.29,519,0.5625,3.12+ba8d8abe
2026-08-12,exit_demand,500226382,High Park Residences,D28,3,1680000,1714.29,74.2,,exit-1.0+a5c8065a
2026-08-12,mmr,500225543,Riverbank at Fernvale,D28,3,1600000,1581.03,549,0.6259,3.12+ba8d8abe
2026-08-12,exit_demand,500225543,Riverbank at Fernvale,D28,3,1600000,1581.03,83.1,,exit-1.0+a5c8065a
2026-08-12,mmr,500180550,High Park Residences,D28,4,2200000,1792.99,494,0.5071,3.12+ba8d8abe
