Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,850",50 to 60,600 to 700,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,200",30 to 40,300 to 400,Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,3,"6,000",80 to 90,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,800",70 to 80,700 to 800,Jun-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"4,150",90 to 100,"1,000 to 1,100",Jun-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,200",110 to 120,"1,200 to 1,300",Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,000",80 to 90,"900 to 1,000",Jun-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"5,900",140 to 150,"1,600 to 1,700",Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,200",80 to 90,"900 to 1,000",Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,800",70 to 80,700 to 800,Jun-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,000",70 to 80,800 to 900,Jun-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"4,500",40 to 50,500 to 600,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"4,220",30 to 40,300 to 400,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"5,800",60 to 70,600 to 700,Jun-24
THE BEACON,CANTONMENT ROAD,02,Non-Landed Properties,2,"4,700",100 to 110,"1,100 to 1,200",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,700",30 to 40,300 to 400,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,400",30 to 40,300 to 400,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"5,000",80 to 90,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,700",80 to 90,"900 to 1,000",Jun-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"5,500",120 to 130,"1,300 to 1,400",Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jun-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"4,600",90 to 100,"1,000 to 1,100",Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,500",50 to 60,600 to 700,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,1,"3,700",40 to 50,400 to 500,Jun-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,2,"9,150",80 to 90,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,400",30 to 40,300 to 400,Jun-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"4,200",80 to 90,"900 to 1,000",Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,250",30 to 40,300 to 400,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,100",100 to 110,"1,100 to 1,200",Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"6,900",90 to 100,"900 to 1,000",Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,900",80 to 90,"900 to 1,000",Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,500",50 to 60,600 to 700,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,500",30 to 40,300 to 400,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,600",80 to 90,"900 to 1,000",Jun-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,000",120 to 130,"1,300 to 1,400",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,3,"15,000",160 to 170,"1,700 to 1,800",Jun-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,3,"12,800",120 to 130,"1,300 to 1,400",Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,100",50 to 60,600 to 700,Jun-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,NA,"3,200",40 to 50,400 to 500,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,400",60 to 70,600 to 700,Jun-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"3,600",60 to 70,600 to 700,Jun-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"5,261",60 to 70,600 to 700,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,600",110 to 120,"1,200 to 1,300",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,500",100 to 110,"1,100 to 1,200",Jun-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"4,500",50 to 60,500 to 600,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,600",80 to 90,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"4,100",90 to 100,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,450",80 to 90,"900 to 1,000",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,200",50 to 60,500 to 600,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,Jun-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,600",110 to 120,"1,200 to 1,300",Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,Jun-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"7,877",100 to 110,"1,100 to 1,200",Jun-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,850",60 to 70,700 to 800,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,800",50 to 60,600 to 700,Jun-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,3,"8,350",100 to 110,"1,100 to 1,200",Jun-24
TANJONG PAGAR COMPLEX,KEPPEL ROAD,02,Non-Landed Properties,3,"3,992",170 to 180,"1,800 to 1,900",Jun-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,NA,"3,500",40 to 50,400 to 500,Jun-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,4,"18,500",150 to 160,"1,600 to 1,700",Jun-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,3,"16,500",150 to 160,"1,700 to 1,800",Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,400",90 to 100,"1,000 to 1,100",Jun-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"6,800",90 to 100,"900 to 1,000",Jun-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"3,600",50 to 60,500 to 600,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"5,000",60 to 70,600 to 700,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"5,000",60 to 70,600 to 700,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Jun-24
TANJONG PAGAR COMPLEX,KEPPEL ROAD,02,Non-Landed Properties,3,"4,592",140 to 150,"1,600 to 1,700",Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,800",70 to 80,700 to 800,Jun-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"4,500",40 to 50,500 to 600,Jun-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,2,"5,000",90 to 100,"900 to 1,000",Jun-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,3,"4,300",70 to 80,700 to 800,Jun-24
TANJONG PAGAR COMPLEX,KEPPEL ROAD,02,Non-Landed Properties,2,"2,096",60 to 70,600 to 700,Jun-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,Jun-24
ONZE @ TANJONG PAGAR,KEE SENG STREET,02,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Jun-24
TANJONG PAGAR COMPLEX,KEPPEL ROAD,02,Non-Landed Properties,2,"2,096",30 to 40,300 to 400,Jun-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Jun-24
DORSETT RESIDENCES,NEW BRIDGE ROAD,02,Non-Landed Properties,2,"4,600",60 to 70,600 to 700,Jun-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,Jun-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,600",30 to 40,300 to 400,Jun-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,750",50 to 60,600 to 700,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"4,800",60 to 70,600 to 700,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,300",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,200",50 to 60,500 to 600,May-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,3,"10,500",100 to 110,"1,000 to 1,100",May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"7,800",70 to 80,800 to 900,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"4,700",60 to 70,600 to 700,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,200",60 to 70,600 to 700,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,000",70 to 80,800 to 900,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,800",40 to 50,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,500",50 to 60,500 to 600,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,500",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,300",90 to 100,"900 to 1,000",May-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"4,800",90 to 100,"1,000 to 1,100",May-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,000",70 to 80,800 to 900,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",50 to 60,500 to 600,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"3,900",60 to 70,600 to 700,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,May-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"3,600",50 to 60,600 to 700,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,3,"10,031",90 to 100,"1,000 to 1,100",May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,700",30 to 40,300 to 400,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,150",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,980",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"5,537",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"7,400",100 to 110,"1,100 to 1,200",May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,250",80 to 90,800 to 900,May-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"4,000",50 to 60,600 to 700,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,400",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,850",50 to 60,500 to 600,May-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"5,100",100 to 110,"1,100 to 1,200",May-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,May-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,3,"4,400",60 to 70,700 to 800,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,1,"3,800",40 to 50,400 to 500,May-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"5,000",80 to 90,800 to 900,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,800",70 to 80,700 to 800,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"5,800",90 to 100,"900 to 1,000",May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"5,200",60 to 70,600 to 700,May-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"3,500",50 to 60,500 to 600,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,000",50 to 60,600 to 700,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"5,400",60 to 70,600 to 700,May-24
CRAIG PLACE,CRAIG ROAD,02,Non-Landed Properties,1,"4,300",50 to 60,500 to 600,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"5,500",60 to 70,600 to 700,May-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,May-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,150",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"6,000",70 to 80,800 to 900,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"7,900",100 to 110,"1,100 to 1,200",May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"5,800",80 to 90,"900 to 1,000",May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,650",50 to 60,500 to 600,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,300",30 to 40,300 to 400,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,3,"5,200",80 to 90,"900 to 1,000",May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,800",30 to 40,300 to 400,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"8,505",80 to 90,"900 to 1,000",May-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,3,"5,900",80 to 90,"900 to 1,000",May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,800",30 to 40,300 to 400,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,000",50 to 60,600 to 700,May-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"3,200",110 to 120,"1,200 to 1,300",May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,May-24
NON-LANDED HOUSING DEVELOPMENT,EVERTON ROAD,02,Non-Landed Properties,NA,"6,000",90 to 100,"900 to 1,000",May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,800",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,May-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,200",120 to 130,"1,300 to 1,400",May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,250",30 to 40,300 to 400,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,May-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,May-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"4,500",70 to 80,700 to 800,May-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"5,500",50 to 60,500 to 600,May-24
EON SHENTON,SHENTON WAY,02,Non-Landed Properties,2,"3,850",50 to 60,500 to 600,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,600",110 to 120,"1,200 to 1,300",May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,500",80 to 90,800 to 900,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,May-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"3,000",120 to 130,"1,300 to 1,400",May-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"3,950",50 to 60,600 to 700,May-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,450",40 to 50,400 to 500,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,2,"4,700",60 to 70,600 to 700,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"4,800",60 to 70,600 to 700,May-24
SKY EVERTON,EVERTON ROAD,02,Non-Landed Properties,2,"4,500",50 to 60,600 to 700,May-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,212",50 to 60,500 to 600,May-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"4,000",60 to 70,600 to 700,May-24
ICON,GOPENG STREET,02,Non-Landed Properties,2,"6,000",80 to 90,"900 to 1,000",May-24
SPOTTISWOODE SUITES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,2,"3,300",50 to 60,500 to 600,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,1,"3,399",30 to 40,300 to 400,May-24
SKYSUITES@ANSON,ENGGOR STREET,02,Non-Landed Properties,NA,"3,100",30 to 40,300 to 400,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,3,"10,300",140 to 150,"1,500 to 1,600",May-24
ICON,GOPENG STREET,02,Non-Landed Properties,1,"5,600",80 to 90,800 to 900,May-24
76 SHENTON,SHENTON WAY,02,Non-Landed Properties,1,"4,500",50 to 60,600 to 700,May-24
SPOTTISWOODE PARK,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,NA,"4,500",70 to 80,800 to 900,May-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,1,"4,500",50 to 60,600 to 700,May-24
INTERNATIONAL PLAZA,ANSON ROAD,02,Non-Landed Properties,NA,"4,000",90 to 100,"1,000 to 1,100",May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,2,"8,100",100 to 110,"1,100 to 1,200",May-24
LUMIERE,MISTRI ROAD,02,Non-Landed Properties,NA,"3,600",40 to 50,400 to 500,May-24
SPOTTISWOODE RESIDENCES,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,700",50 to 60,600 to 700,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,May-24
WALLICH RESIDENCE,WALLICH STREET,02,Non-Landed Properties,1,"6,750",60 to 70,600 to 700,May-24
SPOTTISWOODE 18,SPOTTISWOODE PARK ROAD,02,Non-Landed Properties,1,"3,100",30 to 40,300 to 400,May-24
ALTEZ,ENGGOR STREET,02,Non-Landed Properties,1,"5,000",50 to 60,600 to 700,May-24
