Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,900",120 to 130,"1,300 to 1,400",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,2,"4,000",120 to 130,"1,300 to 1,400",Apr-26
MAYFAIR MODERN,RIFLE RANGE ROAD,21,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Apr-26
CLEMENTI PARK,SUNSET WAY,21,Non-Landed Properties,1,"3,400",70 to 80,800 to 900,Apr-26
FORETT@BUKIT TIMAH,TOH TUCK ROAD,21,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Apr-26
THE BEVERLY,TOH TUCK ROAD,21,Non-Landed Properties,3,"5,200",120 to 130,"1,300 to 1,400",Apr-26
NOTTINGHILL SUITES,TOH TUCK ROAD,21,Non-Landed Properties,1,"2,600",30 to 40,300 to 400,Apr-26
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,2,"3,650",90 to 100,"900 to 1,000",Apr-26
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,2,"3,400",50 to 60,600 to 700,Apr-26
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,750",140 to 150,"1,500 to 1,600",Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"6,800",130 to 140,"1,400 to 1,500",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"8,200",150 to 160,"1,600 to 1,700",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,2,"5,200",120 to 130,"1,300 to 1,400",Apr-26
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,3,"5,600",110 to 120,"1,100 to 1,200",Apr-26
TERRENE AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,1,"2,950",40 to 50,500 to 600,Apr-26
SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"3,650",80 to 90,"900 to 1,000",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,600",90 to 100,"1,000 to 1,100",Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"5,000",130 to 140,"1,400 to 1,500",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Apr-26
BINJAI PARK,BINJAI PARK,21,Non-Landed Properties,NA,"3,250",90 to 100,"900 to 1,000",Apr-26
HUME PARK II,HUME AVENUE,21,Non-Landed Properties,3,"4,500",120 to 130,"1,300 to 1,400",Apr-26
JARDIN,DUNEARN ROAD,21,Non-Landed Properties,3,"7,400",150 to 160,"1,700 to 1,800",Apr-26
SOUTHAVEN I,HINDHEDE WALK,21,Non-Landed Properties,3,"5,300",140 to 150,"1,500 to 1,600",Apr-26
THE HILLFORD,JALAN JURONG KECHIL,21,Non-Landed Properties,2,"3,500",40 to 50,500 to 600,Apr-26
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,4,"6,000",150 to 160,"1,700 to 1,800",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",Apr-26
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Apr-26
MAYFAIR MODERN,RIFLE RANGE ROAD,21,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Apr-26
HUME PARK I,HUME AVENUE,21,Non-Landed Properties,3,"4,850",120 to 130,"1,300 to 1,400",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,2,"4,100",120 to 130,"1,300 to 1,400",Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,4,"5,400",140 to 150,"1,500 to 1,600",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,2,"4,250",80 to 90,"900 to 1,000",Apr-26
THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"10,000",240 to 250,"2,500 to 2,600",Apr-26
CLEMENTI PARK,SUNSET WAY,21,Non-Landed Properties,3,"4,900",150 to 160,"1,600 to 1,700",Apr-26
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,000",120 to 130,"1,300 to 1,400",Apr-26
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Apr-26
SOUTHAVEN II,HINDHEDE WALK,21,Non-Landed Properties,3,"5,300",140 to 150,"1,500 to 1,600",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,500",120 to 130,"1,300 to 1,400",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,550",80 to 90,"900 to 1,000",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"3,750",70 to 80,800 to 900,Apr-26
FREESIA WOODS,SUNSET WAY,21,Non-Landed Properties,3,"5,200",160 to 170,"1,700 to 1,800",Apr-26
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21,Non-Landed Properties,4,"5,100",120 to 130,"1,300 to 1,400",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,3,"4,800",100 to 110,"1,100 to 1,200",Apr-26
THE RAINTREE,BUKIT DRIVE,21,Non-Landed Properties,3,"4,395",110 to 120,"1,200 to 1,300",Apr-26
GRAND CHATEAU,JALAN RAJAWALI,21,Non-Landed Properties,3,"3,500",100 to 110,"1,100 to 1,200",Apr-26
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,3,"4,700",80 to 90,800 to 900,Apr-26
THE LINQ @ BEAUTY WORLD,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,000",50 to 60,600 to 700,Apr-26
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,2,"4,300",80 to 90,"900 to 1,000",Apr-26
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Apr-26
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,21,Non-Landed Properties,1,"3,000",70 to 80,700 to 800,Apr-26
PALM RESIDENCE,JALAN RAJAWALI,21,Non-Landed Properties,3,"4,000",90 to 100,"1,000 to 1,100",Apr-26
DAINTREE RESIDENCE,TOH TUCK ROAD,21,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,3,"6,000",130 to 140,"1,300 to 1,400",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"8,800",150 to 160,"1,600 to 1,700",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,3,"4,700",130 to 140,"1,300 to 1,400",Apr-26
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,4,"6,800",140 to 150,"1,500 to 1,600",Apr-26
HUME PARK I,HUME AVENUE,21,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",Apr-26
1 KING ALBERT PARK,KING ALBERT PARK,21,Non-Landed Properties,2,"4,600",100 to 110,"1,100 to 1,200",Apr-26
THE NEXUS,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Apr-26
HILLVIEW GREEN,HUME AVENUE,21,Non-Landed Properties,4,"5,600",150 to 160,"1,700 to 1,800",Apr-26
SUMMERHILL,HUME AVENUE,21,Non-Landed Properties,3,"4,650",120 to 130,"1,300 to 1,400",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,4,"9,800",630 to 640,"6,800 to 6,900",Apr-26
THE NEXUS,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"7,500",130 to 140,"1,400 to 1,500",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,300",90 to 100,"1,000 to 1,100",Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"6,200",130 to 140,"1,400 to 1,500",Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Apr-26
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,NA,"5,500",170 to 180,"1,800 to 1,900",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,400",90 to 100,"1,000 to 1,100",Apr-26
THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,400",140 to 150,"1,500 to 1,600",Apr-26
SUMMERHILL,HUME AVENUE,21,Non-Landed Properties,2,"4,050",80 to 90,"900 to 1,000",Apr-26
BUKIT REGENCY,UPPER BUKIT TIMAH VIEW,21,Non-Landed Properties,NA,"5,400",140 to 150,"1,500 to 1,600",Apr-26
THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"9,000",170 to 180,"1,800 to 1,900",Apr-26
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,3,"5,100",80 to 90,800 to 900,Apr-26
THE BEVERLY,TOH TUCK ROAD,21,Non-Landed Properties,4,"6,000",160 to 170,"1,700 to 1,800",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,450",90 to 100,"1,000 to 1,100",Apr-26
JARDIN,DUNEARN ROAD,21,Non-Landed Properties,2,"4,350",80 to 90,"900 to 1,000",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,800",120 to 130,"1,300 to 1,400",Apr-26
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Apr-26
SYMPHONY HEIGHTS,HUME AVENUE,21,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Apr-26
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,2,"3,500",60 to 70,700 to 800,Apr-26
SUMMERHILL,HUME AVENUE,21,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",Apr-26
THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Apr-26
SUMMERHILL,HUME AVENUE,21,Non-Landed Properties,4,"5,800",140 to 150,"1,600 to 1,700",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,2,"4,100",80 to 90,"900 to 1,000",Apr-26
ASTOR GREEN,PINE GROVE,21,Non-Landed Properties,3,"5,800",130 to 140,"1,400 to 1,500",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,4,"6,100",150 to 160,"1,700 to 1,800",Apr-26
CAVENDISH PARK,PINE GROVE,21,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Apr-26
THE HILLSIDE,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"4,300",120 to 130,"1,300 to 1,400",Apr-26
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"4,300",110 to 120,"1,200 to 1,300",Apr-26
THE LINQ @ BEAUTY WORLD,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Apr-26
SHERWOOD CONDOMINIUM,JALAN JURONG KECHIL,21,Non-Landed Properties,3,"3,650",110 to 120,"1,200 to 1,300",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,3,"4,900",150 to 160,"1,600 to 1,700",Apr-26
GRAND REGENCY,JALAN RAJAWALI,21,Non-Landed Properties,2,"3,200",70 to 80,800 to 900,Apr-26
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,3,"7,300",340 to 350,"3,700 to 3,800",Apr-26
THE HILLFORD,JALAN JURONG KECHIL,21,Non-Landed Properties,1,"2,650",30 to 40,300 to 400,Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"9,400",210 to 220,"2,300 to 2,400",Apr-26
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21,Non-Landed Properties,3,"4,350",100 to 110,"1,100 to 1,200",Apr-26
THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,750",60 to 70,700 to 800,Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,400",110 to 120,"1,200 to 1,300",Apr-26
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21,Non-Landed Properties,3,"4,400",110 to 120,"1,200 to 1,300",Apr-26
PANDAN VALLEY,PANDAN VALLEY,21,Non-Landed Properties,2,"5,300",130 to 140,"1,400 to 1,500",Apr-26
GARDENVISTA,DUNEARN ROAD,21,Non-Landed Properties,4,"6,600",120 to 130,"1,300 to 1,400",Apr-26
DAINTREE RESIDENCE,TOH TUCK ROAD,21,Non-Landed Properties,4,"8,000",130 to 140,"1,400 to 1,500",Apr-26
THE BLOSSOMVALE,DUNEARN ROAD,21,Non-Landed Properties,2,"4,300",90 to 100,"1,000 to 1,100",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,600",110 to 120,"1,200 to 1,300",Apr-26
VERDALE,DE SOUZA AVENUE,21,Non-Landed Properties,2,"3,400",50 to 60,600 to 700,Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",Apr-26
PINE GROVE,PINE GROVE,21,Non-Landed Properties,NA,"3,500",100 to 110,"1,100 to 1,200",Apr-26
CLEMENTI PARK,SUNSET WAY,21,Non-Landed Properties,2,"2,900",100 to 110,"1,000 to 1,100",Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,3,"4,800",130 to 140,"1,400 to 1,500",Apr-26
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,450",90 to 100,"900 to 1,000",Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,1,"2,900",50 to 60,500 to 600,Apr-26
THE HILLFORD,JALAN JURONG KECHIL,21,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Apr-26
KAP RESIDENCES,KING ALBERT PARK,21,Non-Landed Properties,1,"3,350",50 to 60,500 to 600,Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Apr-26
FLORIDIAN,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Apr-26
THE STERLING,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,250",120 to 130,"1,200 to 1,300",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"3,850",80 to 90,"900 to 1,000",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"5,500",100 to 110,"1,100 to 1,200",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,3,"6,000",160 to 170,"1,700 to 1,800",Apr-26
THE CASCADIA,BUKIT TIMAH ROAD,21,Non-Landed Properties,4,"7,400",140 to 150,"1,500 to 1,600",Apr-26
MAPLE WOODS,BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"3,750",70 to 80,800 to 900,Apr-26
THE CREEK @ BUKIT,TOH TUCK ROAD,21,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Apr-26
THE LINQ @ BEAUTY WORLD,UPPER BUKIT TIMAH ROAD,21,Non-Landed Properties,2,"4,000",50 to 60,600 to 700,Apr-26
KI RESIDENCES AT BROOKVALE,BROOKVALE DRIVE,21,Non-Landed Properties,2,"3,950",60 to 70,700 to 800,Apr-26
SIGNATURE PARK,TOH TUCK ROAD,21,Non-Landed Properties,2,"3,500",90 to 100,"1,000 to 1,100",Apr-26
THE BLOSSOMVALE,DUNEARN ROAD,21,Non-Landed Properties,2,"4,150",70 to 80,800 to 900,Apr-26
PARC PALAIS,HUME AVENUE,21,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Apr-26
SPRINGDALE CONDOMINIUM,HINDHEDE WALK,21,Non-Landed Properties,4,"5,000",120 to 130,"1,300 to 1,400",Apr-26
