Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
TENGAH GARDEN RESIDENCES,"2,296,000","1,022.58","2,245",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,95,"24,168",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,204,000","1,033.34","2,133",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,96,"22,958",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,238,000",624.31,"1,983",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,58,"21,345",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,246,000",624.31,"1,996",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,58,"21,483",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,430,000",667.37,"2,143",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,62,"23,065",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,562,000",753.48,"2,073",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"22,314",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,594,000",753.48,"2,116",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"22,771",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,525,000",753.48,"2,024",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"21,786",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,792,000","1,259.39","2,217",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,117,"23,863",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,863,000","1,259.39","2,273",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,117,"24,470",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,558,000","1,140.98","2,242",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,106,"24,132",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,924,000",904.18,"2,128",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,84,"22,905",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,318,000","1,033.34","2,243",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,96,"24,146",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,829,000","1,259.39","2,246",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,117,"24,179",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,880,000","1,248.62","2,307",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,116,"24,828",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,867,000","1,248.62","2,296",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,116,"24,716",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,893,000","1,248.62","2,317",May-26,TENGAH GARDEN AVENUE,New Sale,Strata,116,"24,940",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,842,000","1,259.39","2,257",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,117,"24,291",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,525,000",753.48,"2,024",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"21,786",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"2,254,000","1,033.34","2,181",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,96,"23,479",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,252,000","1,033.34","2,179",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,96,"23,458",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,282,000",656.6,"1,952",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,61,"21,016",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"1,511,000",753.48,"2,005",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"21,586",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"1,578,000",753.48,"2,094",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"22,543",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,613,000",753.48,"2,141",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"23,043",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,631,000",753.48,"2,165",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,70,"23,300",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,161,000","1,011.82","2,136",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,94,"22,989",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,171,000","1,011.82","2,146",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,94,"23,096",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"2,276,000","1,022.58","2,226",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,95,"23,958",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"2,316,000","1,022.58","2,265",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,95,"24,379",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,142,000",624.31,"1,829",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,58,"19,690",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"1,866,000",904.18,"2,064",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,84,"22,214",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"1,318,000",667.37,"1,975",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,62,"21,258",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
TENGAH GARDEN RESIDENCES,"2,051,000",979.52,"2,094",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,91,"22,538",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,06 to 10
TENGAH GARDEN RESIDENCES,"1,218,000",624.31,"1,951",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,58,"21,000",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,226,000",624.31,"1,964",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,58,"21,138",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,11 to 15
TENGAH GARDEN RESIDENCES,"1,892,000",904.18,"2,093",Apr-26,TENGAH GARDEN AVENUE,New Sale,Strata,84,"22,524",-,Apartment,1,99 yrs lease commencing from 2025,24,Outside Central Region,01 to 05
