Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
THE METROPOLITAN CONDOMINIUM,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,400",70 to 80,700 to 800,Jun-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Jun-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,2,"4,300",50 to 60,600 to 700,Jun-24
TIONG BAHRU ESTATE,YONG SIAK STREET,03,Non-Landed Properties,NA,"4,300",80 to 90,800 to 900,Jun-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"6,800",80 to 90,"900 to 1,000",Jun-24
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,450",40 to 50,400 to 500,Jun-24
ECHELON,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,250",60 to 70,700 to 800,Jun-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,300",70 to 80,800 to 900,Jun-24
HARVEST MANSIONS,HAVELOCK ROAD,03,Non-Landed Properties,2,"4,000",100 to 110,"1,000 to 1,100",Jun-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
CENTRAL GREEN CONDOMINIUM,JALAN MEMBINA,03,Non-Landed Properties,3,"5,750",120 to 130,"1,200 to 1,300",Jun-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Jun-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,2,"3,800",50 to 60,600 to 700,Jun-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,1,"3,700",40 to 50,400 to 500,Jun-24
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,600",60 to 70,600 to 700,Jun-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,800",60 to 70,600 to 700,Jun-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Jun-24
HIGHLINE RESIDENCES,KIM TIAN ROAD,03,Non-Landed Properties,3,"7,700",100 to 110,"1,000 to 1,100",Jun-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Jun-24
PRINCIPAL GARDEN,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
THE ANCHORAGE,ALEXANDRA ROAD,03,Non-Landed Properties,2,"4,100",110 to 120,"1,200 to 1,300",Jun-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,3,"7,400",120 to 130,"1,300 to 1,400",Jun-24
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,3,"6,800",90 to 100,"1,000 to 1,100",Jun-24
THE CREST,PRINCE CHARLES CRESCENT,03,Non-Landed Properties,2,"4,000",70 to 80,700 to 800,Jun-24
ALESSANDREA,ALEXANDRA ROAD,03,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jun-24
STIRLING RESIDENCES,STIRLING ROAD,03,Non-Landed Properties,1,"3,600",40 to 50,400 to 500,Jun-24
ALEX RESIDENCES,ALEXANDRA VIEW,03,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
COMMONWEALTH TOWERS,COMMONWEALTH AVENUE,03,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Jun-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,500",60 to 70,700 to 800,Jun-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,3,"5,650",80 to 90,"900 to 1,000",Jun-24
MARGARET VILLE,MARGARET DRIVE,03,Non-Landed Properties,1,"3,700",40 to 50,500 to 600,Jun-24
AVENUE SOUTH RESIDENCE,SILAT AVENUE,03,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
QUEENS PEAK,DUNDEE ROAD,03,Non-Landed Properties,2,"5,000",70 to 80,800 to 900,Jun-24
