project_name,district,region,beds,baths,price,psf,sqft,mmr,score_1000,scored_at,tenure,built_year,floor_level,facing,mrt_info,total_units,first_seen,last_seen,times_seen,last_price_change,price_trend,lowest_price,drop_from_peak_pct,status,url
Normanton Park,D05,City & South West (D01-08),2,1,1150000,1979.35,581.0,1484.5,335,2026-06-07,99-year Leasehold,2023,,,,,2026-06-07,2026-06-07,1,,new,1150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-normanton-park-500010344
24 One Residences,D05,City & South West (D01-08),2,2,1150000,2376.03,484.0,1496.2,427,2026-06-07,Freehold,2020,,,6 min (500 m) from CC25 Haw Par Villa MRT Station,,2026-06-07,2026-06-07,1,,new,1150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-24-one-residences-24149199
Clavon,D05,City & South West (D01-08),2,1,1150000,2169.81,530.0,1520.1,623,2026-06-07,99-year Leasehold,2024,,,12 min (1000 m) from CR17 Clementi MRT Station,,2026-06-07,2026-06-07,1,,new,1150000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-clavon-500159335
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1149999,1642.86,700.0,1513.2,568,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1149999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-60225843
The Santorini,D18,Changi / Pasir Ris (D17-18),2,2,1148888,1546.28,743.0,1515.1,583,2026-06-07,99-year Leasehold,2018,,,,,2026-06-07,2026-06-07,1,,new,1148888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-santorini-500147434
Seastrand,D18,Changi / Pasir Ris (D17-18),2,2,1148800,1301.02,883.0,1515.1,583,2026-06-07,99-year Leasehold,2014,,,15 min (1.25 km) from CR4 Pasir Ris East MRT Station,,2026-06-07,2026-06-07,1,,new,1148800,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-seastrand-60147662
The Garden Residences,D19,Serangoon / Thomson (D19-20),2,1,1138000,1853.42,614.0,1509.6,538,2026-06-07,99-year Leasehold,2021,,,8 min (690 m) from CR9 Serangoon North MRT Station,,2026-06-07,2026-06-07,1,,new,1138000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-garden-residences-60209161
Watercolours,D18,Changi / Pasir Ris (D17-18),3,2,1130000,1234.97,915.0,1517.6,603,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watercolours-60243974
Eastpoint Green,D18,Changi / Pasir Ris (D17-18),2,3,1130000,1179.54,958.0,1510.5,546,2026-06-07,99-year Leasehold,1998,,,7 min (610 m) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-eastpoint-green-500067351
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1130000,1873.96,603.0,1507.1,518,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-25059945
Watercolours,D18,Changi / Pasir Ris (D17-18),3,2,1130000,1234.97,915.0,1517.6,603,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watercolours-60244093
Watercolours,D18,Changi / Pasir Ris (D17-18),2,2,1130000,1234.97,915.0,1523.5,649,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1130000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watercolours-500054330
Park 1 Suites,D14,Balestier / Geylang (D12-14),2,2,1128000,1867.55,604.0,1496.0,426,2026-06-07,Freehold,2017,,,9 min (770 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,1128000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-park-1-suites-25612409
Arc at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1120000,1387.86,807.0,1517.7,604,2026-06-07,99-year Leasehold,2014,,,,,2026-06-07,2026-06-07,1,,new,1120000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-arc-at-tampines-60121916
78 Guan Chuan Street,D03,City & South West (D01-08),3,2,1120000,1224.04,915.0,1484.8,337,2026-06-07,99-year Leasehold,1967,,,9 min (710 m) from EW17 Tiong Bahru MRT Station,,2026-06-07,2026-06-07,1,,new,1120000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-78-guan-chuan-street-60092910
Rezi 24,D14,Balestier / Geylang (D12-14),2,2,1100000,1702.79,646.0,1518.5,611,2026-06-07,Freehold,2022,,,7 min (610 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-rezi-24-25431582
Suites @ Sims,D14,Balestier / Geylang (D12-14),2,2,1100000,1525.66,721.0,1567.4,889,2026-06-07,Freehold,2014,,,7 min (600 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-suites-sims-500046283
Qube Suites,D14,Balestier / Geylang (D12-14),2,1,1100000,1439.79,764.0,1496.8,432,2026-06-07,Freehold,2017,,,12 min (1.01 km) from DT28 Kaki Bukit MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-qube-suites-500048864
D'Nest,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1460.82,753.0,1516.6,596,2026-06-07,99-year Leasehold,2017,,,9 min (750 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-d-nest-24377410
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1622.42,678.0,1509.7,539,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-500136016
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1674.28,657.0,1508.2,527,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-24091673
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1622.42,678.0,1509.7,539,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-24833657
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1622.42,678.0,1509.7,539,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-500091522
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1100000,1824.21,603.0,1508.3,527,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500158356
The Santorini,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1525.66,721.0,1515.8,589,2026-06-07,99-year Leasehold,2018,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-santorini-500118348
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1571.43,700.0,1515.2,585,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500090170
Waterview,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1399.49,786.0,1515.2,584,2026-06-07,99-year Leasehold,2013,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-waterview-500050916
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1622.42,678.0,1509.7,539,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-60157387
Ripple Bay,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1419.35,775.0,1517.4,602,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-ripple-bay-60202215
Watercolours,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1277.58,861.0,1514.7,580,2026-06-07,99-year Leasehold,2016,,,16 min (1.29 km) from CR4 Pasir Ris East MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watercolours-60242016
Watercolours,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1277.58,861.0,1514.7,580,2026-06-07,99-year Leasehold,2016,,,16 min (1.29 km) from CR4 Pasir Ris East MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watercolours-22148797
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1596.52,689.0,1513.6,571,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500106806
Stratum,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1549.3,710.0,1517.0,599,2026-06-07,99-year Leasehold,2016,,,5 min (380 m) from CP2 Elias MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-stratum-25102997
Ripple Bay,D18,Changi / Pasir Ris (D17-18),2,2,1100000,1419.35,775.0,1517.4,602,2026-06-07,99-year Leasehold,2016,,,,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-ripple-bay-60199271
Jade Residences,D19,Serangoon / Thomson (D19-20),2,1,1100000,1791.53,614.0,1463.0,198,2026-06-07,Freehold,2017,,,8 min (690 m) from NE12 Serangoon MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-jade-residences-500120908
Rivervale Crest,D19,Serangoon / Thomson (D19-20),2,2,1100000,1111.11,990.0,1549.5,815,2026-06-07,99-year Leasehold,2003,,,3 min (280 m) from SE2 Rumbia LRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-rivervale-crest-25282406
Cardiff Residence,D19,Serangoon / Thomson (D19-20),2,1,1100000,1762.82,624.0,1473.0,256,2026-06-07,99-year Leasehold,2014,,,8 min (700 m) from CC14 Lorong Chuan MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-cardiff-residence-500079568
Riverfront Residences,D19,Serangoon / Thomson (D19-20),2,1,1100000,1791.53,614.0,1520.4,626,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-500158623
Harbour View Gardens,D05,City & South West (D01-08),2,1,1100000,1929.82,570.0,1530.7,702,2026-06-07,Freehold,2021,,,8 min (660 m) from CC25 Haw Par Villa MRT Station,,2026-06-07,2026-06-07,1,,new,1100000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-harbour-view-gardens-25462170
Centrina,D15,East Coast (D15-16),2,2,1099999,1571.43,700.0,1521.3,633,2026-06-07,Freehold,2011,,,8 min (640 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1099999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-centrina-25188826
Residences 88,D14,Balestier / Geylang (D12-14),2,1,1099000,1481.13,742.0,1552.5,830,2026-06-07,Freehold,2013,,,13 min (1.06 km) from EW6 Kembangan MRT Station,,2026-06-07,2026-06-07,1,,new,1099000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-residences-88-500113769
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1095000,1815.92,603.0,1508.5,529,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1095000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500119393
Affinity At Serangoon,D19,Serangoon / Thomson (D19-20),2,1,1090000,1746.79,624.0,1527.1,676,2026-06-07,99-year Leasehold,2024,,,11 min (950 m) from CR9 Serangoon North MRT Station,,2026-06-07,2026-06-07,1,,new,1090000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-affinity-at-serangoon-60079753
Guillemard Edge,D14,Balestier / Geylang (D12-14),2,1,1088888,1805.78,603.0,1403.6,33,2026-06-07,Freehold,2015,,,9 min (770 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,1088888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-guillemard-edge-60222062
Kingsford Waterbay,D19,Serangoon / Thomson (D19-20),2,2,1088888,1580.39,689.0,1511.9,557,2026-06-07,99-year Leasehold,2018,,,14 min (1.15 km) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1088888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kingsford-waterbay-60209081
NV Residences,D18,Changi / Pasir Ris (D17-18),2,2,1085000,1460.3,743.0,1513.7,572,2026-06-07,99-year Leasehold,2013,,,8 min (670 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1085000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-nv-residences-60102358
Rezi 24,D14,Balestier / Geylang (D12-14),2,2,1080000,1894.74,570.0,1497.3,436,2026-06-07,Freehold,2022,,,7 min (610 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-rezi-24-500053414
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1080000,1791.04,603.0,1509.1,534,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-60214339
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1080000,1791.04,603.0,1509.1,534,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-25604511
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,1,1080000,1858.86,581.0,1500.6,464,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-24704832
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,1,1080000,1567.49,689.0,1514.4,578,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500112395
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1080000,1791.04,603.0,1509.1,534,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500155024
The Eden @ Tampines,D18,Changi / Pasir Ris (D17-18),2,2,1080000,1254.36,861.0,1510.4,545,2026-06-07,99-year Leasehold,2003,,,8 min (680 m) from DT33 Tampines East MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-eden-tampines-500002382
Kovan Regency,D19,Serangoon / Thomson (D19-20),2,1,1080000,1671.83,646.0,1546.2,798,2026-06-07,99-year Leasehold,2016,,,4 min (350 m) from NE13 Kovan MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kovan-regency-60147645
Affinity At Serangoon,D19,Serangoon / Thomson (D19-20),2,1,1080000,1730.77,624.0,1528.3,685,2026-06-07,99-year Leasehold,2024,,,11 min (900 m) from CR9 Serangoon North MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-affinity-at-serangoon-24539333
Kent Ridge Hill Residences,D05,City & South West (D01-08),2,1,1080000,2088.97,517.0,1502.5,479,2026-06-07,99-year Leasehold,2024,,,9 min (730 m) from CC26 Pasir Panjang MRT Station,,2026-06-07,2026-06-07,1,,new,1080000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kent-ridge-hill-residences-60135664
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1070000,1528.57,700.0,1516.6,595,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1070000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500050953
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1070000,1528.57,700.0,1516.6,595,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1070000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500139503
Melville Park,D18,Changi / Pasir Ris (D17-18),2,2,1068888,1002.71,1066.0,1512.2,560,2026-06-07,99-year Leasehold,1996,,,12 min (1.04 km) from DT34 Upper Changi MRT Station,,2026-06-07,2026-06-07,1,,new,1068888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-melville-park-25547930
Riverfront Residences,D19,Serangoon / Thomson (D19-20),2,1,1068000,1739.41,614.0,1525.1,662,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1068000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-60183861
NoMa,D14,Balestier / Geylang (D12-14),2,1,1060000,1757.88,603.0,1497.9,441,2026-06-07,Freehold,2024,,,8 min (640 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,1060000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-noma-25408476
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1060000,1757.88,603.0,1509.8,540,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1060000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500135067
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1058888,1756.03,603.0,1510.0,541,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1058888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-25526613
The Tapestry,D18,Changi / Pasir Ris (D17-18),2,1,1058888,1756.03,603.0,1510.0,541,2026-06-07,99-year Leasehold,2021,,,,,2026-06-07,2026-06-07,1,,new,1058888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-tapestry-500049119
Riverfront Residences,D19,Serangoon / Thomson (D19-20),2,1,1058888,1721.77,615.0,1526.8,674,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1058888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-25151399
Sixteen35 Residences,D14,Balestier / Geylang (D12-14),2,2,1050000,1951.67,538.0,1496.9,433,2026-06-07,99-year Leasehold,2021,,,8 min (670 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sixteen35-residences-500102694
Urban Vista,D16,East Coast (D15-16),2,1,1050000,1598.17,657.0,1522.7,643,2026-06-07,99-year Leasehold,2016,,,5 min (390 m) from EW4 Tanah Merah MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-urban-vista-60041827
D'Nest,D18,Changi / Pasir Ris (D17-18),2,2,1050000,1394.42,753.0,1519.1,616,2026-06-07,99-year Leasehold,2017,,,9 min (750 m) from CP1 Pasir Ris MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-d-nest-500160420
Kovan Grandeur,D19,Serangoon / Thomson (D19-20),2,2,1050000,1147.54,915.0,1525.4,664,2026-06-07,99-year Leasehold,2012,,,10 min (810 m) from NE13 Kovan MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kovan-grandeur-60217916
Watertown,D19,Serangoon / Thomson (D19-20),2,1,1050000,1842.11,570.0,1512.0,558,2026-06-07,99-year Leasehold,2017,,,1 min (30 m) from NE17 Punggol MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watertown-60230781
78 Guan Chuan Street,D03,City & South West (D01-08),3,2,1050000,1312.5,800.0,1478.7,294,2026-06-07,99-year Leasehold,1967,,,9 min (710 m) from EW17 Tiong Bahru MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-78-guan-chuan-street-500141017
Twin VEW,D05,City & South West (D01-08),2,1,1050000,1842.11,570.0,1525.3,663,2026-06-07,99-year Leasehold,2021,,,18 min (1.49 km) from JE7 Pandan Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1050000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-twin-vew-25504925
NoMa,D14,Balestier / Geylang (D12-14),2,1,1048888,1739.45,603.0,1499.6,455,2026-06-07,Freehold,2024,,,8 min (640 m) from CC8 Dakota MRT Station,,2026-06-07,2026-06-07,1,,new,1048888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-noma-500086479
Riverfront Residences,D19,Serangoon / Thomson (D19-20),2,1,1038000,1690.55,614.0,1529.6,695,2026-06-07,99-year Leasehold,2024,,,17 min (1.41 km) from NE14 Hougang MRT Station,,2026-06-07,2026-06-07,1,,new,1038000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-riverfront-residences-500141850
Sixteen35 Residences,D14,Balestier / Geylang (D12-14),3,2,1035000,1374.5,753.0,1553.7,835,2026-06-07,99-year Leasehold,2021,,,8 min (670 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,1035000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sixteen35-residences-500131288
Sixteen35 Residences,D14,Balestier / Geylang (D12-14),2,2,1030000,1622.05,635.0,1533.9,724,2026-06-07,99-year Leasehold,2021,,,8 min (670 m) from EW8 Paya Lebar MRT Station,,2026-06-07,2026-06-07,1,,new,1030000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sixteen35-residences-500050355
Parc Esta,D14,Balestier / Geylang (D12-14),2,1,1030000,1996.12,516.0,1536.3,740,2026-06-07,99-year Leasehold,2022,,,3 min (260 m) from EW7 Eunos MRT Station,,2026-06-07,2026-06-07,1,,new,1030000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-parc-esta-500143010
Treasure at Tampines,D18,Changi / Pasir Ris (D17-18),2,1,1028888,1770.89,581.0,1502.7,481,2026-06-07,99-year Leasehold,2023,,,13 min (1.12 km) from EW3 Simei MRT Station,,2026-06-07,2026-06-07,1,,new,1028888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-treasure-at-tampines-60209968
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1020000,1457.14,700.0,1519.1,616,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1020000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500145795
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,2,1020000,1457.14,700.0,1519.1,616,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1020000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-500148650
Sea Horizon,D18,Changi / Pasir Ris (D17-18),2,2,1000888,1255.82,797.0,1522.5,642,2026-06-07,99-year Leasehold,2017,,,,,2026-06-07,2026-06-07,1,,new,1000888,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-horizon-500054553
Rezi 24,D14,Balestier / Geylang (D12-14),2,2,1000000,1821.49,549.0,1504.2,493,2026-06-07,Freehold,2022,,,7 min (610 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-rezi-24-60116719
The Alps Residences,D18,Changi / Pasir Ris (D17-18),2,1,1000000,1451.38,689.0,1518.3,609,2026-06-07,99-year Leasehold,2019,,,,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-the-alps-residences-60182192
Sea Horizon,D18,Changi / Pasir Ris (D17-18),2,2,1000000,1254.71,797.0,1522.5,642,2026-06-07,99-year Leasehold,2017,,,,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-sea-horizon-500066460
Watertown,D19,Serangoon / Thomson (D19-20),2,1,1000000,1658.37,603.0,1532.2,712,2026-06-07,99-year Leasehold,2017,,,1 min (30 m) from NE17 Punggol MRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-watertown-25375251
Boathouse Residences,D19,Serangoon / Thomson (D19-20),2,1,1000000,1366.12,732.0,1548.6,810,2026-06-07,99-year Leasehold,2015,,,15 min (1.2 km) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-boathouse-residences-60243553
Kingsford Waterbay,D19,Serangoon / Thomson (D19-20),2,2,1000000,1451.38,689.0,1526.2,669,2026-06-07,99-year Leasehold,2018,,,14 min (1.15 km) from SE4 Kangkar LRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-kingsford-waterbay-24986529
77 Seng Poh Lane,D03,,3,2,1000000,1055.97,947.0,1544.4,788,2026-06-07,99-year Leasehold,,,,8 min (670 m) from TE16 Havelock MRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-77-seng-poh-lane-25581117
Twin VEW,D05,City & South West (D01-08),2,1,1000000,1754.39,570.0,1536.2,739,2026-06-07,99-year Leasehold,2021,,,13 min (1.09 km) from JE7 Pandan Reservoir MRT Station,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-twin-vew-23635886
Seahill,D05,City & South West (D01-08),2,1,1000000,1499.25,667.0,1523.7,651,2026-06-07,99-year Leasehold,2017,,,,,2026-06-07,2026-06-07,1,,new,1000000,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-seahill-500088859
28 Imperial Residences,D14,Balestier / Geylang (D12-14),2,2,999999,1345.89,743.0,1571.8,902,2026-06-07,Freehold,2016,,,9 min (760 m) from EW9 Aljunied MRT Station,,2026-06-07,2026-06-07,1,,new,999999,0.0,active,https://www.propertyguru.com.sg/listing/for-sale-28-imperial-residences-500111738
