Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
KENG LEE COURT,KENG LEE ROAD,08,Non-Landed Properties,3,"4,100",90 to 100,"1,000 to 1,100",Jun-24
MERA SPRINGS,CARLISLE ROAD,08,Non-Landed Properties,3,"5,000",120 to 130,"1,200 to 1,300",Jun-24
UPTOWN @ FARRER,PERUMAL ROAD,08,Non-Landed Properties,2,"4,100",50 to 60,500 to 600,Jun-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Jun-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,3,"3,700",50 to 60,600 to 700,Jun-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,2,"4,600",90 to 100,"900 to 1,000",Jun-24
NON-LANDED HOUSING DEVELOPMENT,HERTFORD ROAD,08,Non-Landed Properties,NA,"3,800",110 to 120,"1,100 to 1,200",Jun-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"5,000",60 to 70,600 to 700,Jun-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,2,"4,400",90 to 100,"900 to 1,000",Jun-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"3,700",90 to 100,"900 to 1,000",Jun-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,400",130 to 140,"1,300 to 1,400",Jun-24
70@TRURO,TRURO ROAD,08,Non-Landed Properties,3,"4,400",70 to 80,800 to 900,Jun-24
CITY LOFT,RACE COURSE ROAD,08,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
R66 APARTMENTS,RANGOON ROAD,08,Non-Landed Properties,2,"4,800",110 to 120,"1,200 to 1,300",Jun-24
THE CITRON RESIDENCES,MARNE ROAD,08,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"3,900",80 to 90,800 to 900,Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"3,300",110 to 120,"1,200 to 1,300",Jun-24
WONG TAK FLAT,SERANGOON ROAD,08,Non-Landed Properties,3,"3,000",140 to 150,"1,500 to 1,600",Jun-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Jun-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"5,000",90 to 100,"900 to 1,000",Jun-24
RACE COURSE 138,RACE COURSE ROAD,08,Non-Landed Properties,3,"5,000",130 to 140,"1,400 to 1,500",Jun-24
NON-LANDED HOUSING DEVELOPMENT,RACE COURSE ROAD,08,Non-Landed Properties,1,"2,150",30 to 40,300 to 400,Jun-24
1953,TESSENSOHN ROAD,08,Non-Landed Properties,1,"3,400",50 to 60,600 to 700,Jun-24
THE MERLOT,KENG LEE ROAD,08,Non-Landed Properties,1,"2,700",40 to 50,500 to 600,Jun-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,400",110 to 120,"1,200 to 1,300",Jun-24
NON-LANDED HOUSING DEVELOPMENT,CHANDER ROAD,08,Non-Landed Properties,NA,"3,300",60 to 70,600 to 700,Jun-24
NON-LANDED HOUSING DEVELOPMENT,JOO AVENUE,08,Non-Landed Properties,NA,"2,900",130 to 140,"1,500 to 1,600",Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,Jun-24
1953,TESSENSOHN ROAD,08,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
NON-LANDED HOUSING DEVELOPMENT,SERANGOON ROAD,08,Non-Landed Properties,NA,"4,500",70 to 80,700 to 800,Jun-24
NON-LANDED HOUSING DEVELOPMENT,HAMILTON ROAD,08,Non-Landed Properties,NA,"4,850",110 to 120,"1,200 to 1,300",Jun-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",Jun-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,3,"6,200",120 to 130,"1,300 to 1,400",Jun-24
SAM LEONG MANSION,SAM LEONG ROAD,08,Non-Landed Properties,NA,"5,200",90 to 100,"1,000 to 1,100",Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"6,400",110 to 120,"1,200 to 1,300",Jun-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,650",50 to 60,500 to 600,Jun-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,000",60 to 70,700 to 800,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,000",70 to 80,800 to 900,May-24
SUITES 123,RANGOON ROAD,08,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,May-24
RESIDENCES @ SOMME,PETAIN ROAD,08,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,600",70 to 80,800 to 900,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,400",60 to 70,600 to 700,May-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,3,"5,500",120 to 130,"1,300 to 1,400",May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,200",70 to 80,800 to 900,May-24
1953,TESSENSOHN ROAD,08,Non-Landed Properties,1,"3,600",50 to 60,600 to 700,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,500",60 to 70,600 to 700,May-24
70@TRURO,TRURO ROAD,08,Non-Landed Properties,3,"4,100",70 to 80,800 to 900,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"5,500",110 to 120,"1,100 to 1,200",May-24
NON-LANDED HOUSING DEVELOPMENT,SERANGOON ROAD,08,Non-Landed Properties,NA,"4,800",90 to 100,"1,000 to 1,100",May-24
CITY LOFT,RACE COURSE ROAD,08,Non-Landed Properties,1,"2,400",30 to 40,300 to 400,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,2,"4,550",80 to 90,800 to 900,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,050",70 to 80,800 to 900,May-24
OXFORD SUITES,OXFORD ROAD,08,Non-Landed Properties,3,"4,200",100 to 110,"1,100 to 1,200",May-24
STUDIOS @ MARNE,MARNE ROAD,08,Non-Landed Properties,NA,"2,900",50 to 60,500 to 600,May-24
STUDIOS @ MARNE,MARNE ROAD,08,Non-Landed Properties,NA,"3,000",40 to 50,500 to 600,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,3,"5,900",130 to 140,"1,400 to 1,500",May-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"4,250",90 to 100,"900 to 1,000",May-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,000",110 to 120,"1,200 to 1,300",May-24
SOHO 188,RACE COURSE ROAD,08,Non-Landed Properties,1,"3,300",60 to 70,600 to 700,May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"4,300",60 to 70,600 to 700,May-24
CITIGATE RESIDENCE,RANGOON ROAD,08,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,400",70 to 80,800 to 900,May-24
NON-LANDED HOUSING DEVELOPMENT,HAMILTON ROAD,08,Non-Landed Properties,NA,"3,700",130 to 140,"1,300 to 1,400",May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,300",60 to 70,600 to 700,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,May-24
NON-LANDED HOUSING DEVELOPMENT,STARLIGHT ROAD,08,Non-Landed Properties,NA,"4,900",60 to 70,700 to 800,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,500",70 to 80,800 to 900,May-24
NON-LANDED HOUSING DEVELOPMENT,HAMILTON ROAD,08,Non-Landed Properties,NA,"4,700",130 to 140,"1,300 to 1,400",May-24
NON-LANDED HOUSING DEVELOPMENT,KINTA ROAD,08,Non-Landed Properties,2,"2,800",80 to 90,800 to 900,May-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"4,250",90 to 100,"900 to 1,000",May-24
STUDIOS @ MARNE,MARNE ROAD,08,Non-Landed Properties,NA,"3,300",50 to 60,500 to 600,May-24
MAPLE LEAF ELITE 1,RANGOON ROAD,08,Non-Landed Properties,1,"3,800",50 to 60,600 to 700,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,200",60 to 70,700 to 800,May-24
JOOL SUITES,SING JOO WALK,08,Non-Landed Properties,1,"3,100",30 to 40,400 to 500,May-24
D'CAMBRIDGE,CAMBRIDGE ROAD,08,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"4,250",60 to 70,600 to 700,May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,May-24
SOHO @ FARRER,RACE COURSE ROAD,08,Non-Landed Properties,1,"2,700",40 to 50,400 to 500,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,May-24
RITZ @ FARRER,RACE COURSE ROAD,08,Non-Landed Properties,3,"4,150",60 to 70,700 to 800,May-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"4,050",100 to 110,"1,000 to 1,100",May-24
UPTOWN @ FARRER,PERUMAL ROAD,08,Non-Landed Properties,2,"3,900",50 to 60,500 to 600,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,000",50 to 60,500 to 600,May-24
TYRWHITT 139,TYRWHITT ROAD,08,Non-Landed Properties,2,"3,700",50 to 60,500 to 600,May-24
THE MERLOT,KENG LEE ROAD,08,Non-Landed Properties,3,"4,100",100 to 110,"1,000 to 1,100",May-24
OXFORD SUITES,OXFORD ROAD,08,Non-Landed Properties,3,"6,000",150 to 160,"1,600 to 1,700",May-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,2,"4,300",90 to 100,"900 to 1,000",May-24
28 RC SUITES,RACE COURSE LANE,08,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"4,200",110 to 120,"1,200 to 1,300",May-24
STUDIOS @ MARNE,MARNE ROAD,08,Non-Landed Properties,NA,"3,600",50 to 60,500 to 600,May-24
KERRISDALE,STURDEE ROAD,08,Non-Landed Properties,3,"5,200",110 to 120,"1,200 to 1,300",May-24
THE MERLOT,KENG LEE ROAD,08,Non-Landed Properties,2,"3,900",80 to 90,800 to 900,May-24
JOOL SUITES,SING JOO WALK,08,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,May-24
SUITES @ OWEN,OWEN ROAD,08,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,May-24
SOHO 188,RACE COURSE ROAD,08,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,May-24
FARRER PARK SUITES,OWEN ROAD,08,Non-Landed Properties,1,"3,400",60 to 70,700 to 800,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,4,"7,000",140 to 150,"1,500 to 1,600",May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"5,800",110 to 120,"1,200 to 1,300",May-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,4,"7,100",140 to 150,"1,500 to 1,600",May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"4,200",60 to 70,600 to 700,May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"3,700",50 to 60,500 to 600,May-24
KENTISH GREEN,OXFORD ROAD,08,Non-Landed Properties,2,"4,500",100 to 110,"1,000 to 1,100",May-24
THE CITRON RESIDENCES,MARNE ROAD,08,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,May-24
SOHO 188,RACE COURSE ROAD,08,Non-Landed Properties,1,"3,200",30 to 40,300 to 400,May-24
SOHO @ FARRER,RACE COURSE ROAD,08,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,700",80 to 90,800 to 900,May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,1,"3,200",30 to 40,400 to 500,May-24
CITYSCAPE @FARRER PARK,MERGUI ROAD,08,Non-Landed Properties,2,"4,100",90 to 100,"900 to 1,000",May-24
MAPLE LEAF ELITE 1,RANGOON ROAD,08,Non-Landed Properties,2,"5,400",80 to 90,"900 to 1,000",May-24
JALAN BESAR PLAZA,KITCHENER ROAD,08,Non-Landed Properties,2,"3,700",80 to 90,"900 to 1,000",May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,2,"5,150",80 to 90,800 to 900,May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,3,"5,880",80 to 90,"900 to 1,000",May-24
NON-LANDED HOUSING DEVELOPMENT,TYRWHITT ROAD,08,Non-Landed Properties,NA,"4,800",80 to 90,800 to 900,May-24
OXFORD SUITES,OXFORD ROAD,08,Non-Landed Properties,3,"5,500",160 to 170,"1,700 to 1,800",May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,3,"6,000",110 to 120,"1,100 to 1,200",May-24
CITYLIGHTS,JELLICOE ROAD,08,Non-Landed Properties,1,"3,550",50 to 60,500 to 600,May-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,2,"3,450",50 to 60,600 to 700,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,May-24
OXFORD SUITES,OXFORD ROAD,08,Non-Landed Properties,2,"4,000",90 to 100,"1,000 to 1,100",May-24
UPTOWN @ FARRER,PERUMAL ROAD,08,Non-Landed Properties,3,"4,700",60 to 70,700 to 800,May-24
CITY SQUARE RESIDENCES,KITCHENER LINK,08,Non-Landed Properties,2,"4,600",70 to 80,800 to 900,May-24
FORTE SUITES,MERGUI ROAD,08,Non-Landed Properties,1,"2,840",40 to 50,400 to 500,May-24
KENTISH GREEN,OXFORD ROAD,08,Non-Landed Properties,2,"4,500",100 to 110,"1,000 to 1,100",May-24
CLYDES RESIDENCE,MERGUI ROAD,08,Non-Landed Properties,3,"5,300",100 to 110,"1,100 to 1,200",May-24
NON-LANDED HOUSING DEVELOPMENT,CARLISLE ROAD,08,Non-Landed Properties,NA,"2,010",80 to 90,"900 to 1,000",May-24
NON-LANDED HOUSING DEVELOPMENT,CARLISLE ROAD,08,Non-Landed Properties,NA,"2,010",80 to 90,"900 to 1,000",May-24
STURDEE RESIDENCES,BEATTY ROAD,08,Non-Landed Properties,2,"4,400",60 to 70,700 to 800,May-24
