Project Name,Street Name,Postal District,Property Type,No of Bedroom,Monthly Rent ($),Floor Area (SQM),Floor Area (SQFT),Lease Commencement Date
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"6,000",100 to 110,"1,100 to 1,200",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"4,900",110 to 120,"1,200 to 1,300",Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,2,"4,200",90 to 100,"900 to 1,000",Jun-24
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"2,900",30 to 40,300 to 400,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,100",110 to 120,"1,200 to 1,300",Jun-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,2,"6,600",110 to 120,"1,200 to 1,300",Jun-24
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,2,"3,850",80 to 90,"900 to 1,000",Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,600",40 to 50,500 to 600,Jun-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,3,"5,300",100 to 110,"1,000 to 1,100",Jun-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,2,"4,300",60 to 70,600 to 700,Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"4,200",60 to 70,700 to 800,Jun-24
GOLD COAST CONDOMINIUM,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,3,"5,400",100 to 110,"1,100 to 1,200",Jun-24
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,2,"4,100",90 to 100,"900 to 1,000",Jun-24
CLAVON,CLEMENTI AVENUE 1,05,Non-Landed Properties,1,"3,500",40 to 50,500 to 600,Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,4,"6,500",130 to 140,"1,400 to 1,500",Jun-24
PALM MANSIONS,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,100",60 to 70,600 to 700,Jun-24
TWIN VEW,WEST COAST VALE,05,Non-Landed Properties,1,"3,900",50 to 60,500 to 600,Jun-24
THE MAYLEA,PASIR PANJANG ROAD,05,Non-Landed Properties,1,"3,500",40 to 50,400 to 500,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,2,"5,000",90 to 100,"900 to 1,000",Jun-24
SEASUITES,PASIR PANJANG ROAD,05,Non-Landed Properties,1,"3,000",70 to 80,700 to 800,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,3,"6,000",80 to 90,"900 to 1,000",Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"4,000",50 to 60,600 to 700,Jun-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"4,500",110 to 120,"1,200 to 1,300",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Jun-24
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-Landed Properties,3,"8,000",320 to 330,"3,400 to 3,500",Jun-24
THE SORRENTO,WEST COAST ROAD,05,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,1,"3,500",60 to 70,600 to 700,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",50 to 60,600 to 700,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,4,"6,600",140 to 150,"1,500 to 1,600",Jun-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"4,200",80 to 90,800 to 900,Jun-24
BIJOU,JALAN MAT JAMBOL,05,Non-Landed Properties,1,"3,600",50 to 60,500 to 600,Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,3,"5,000",80 to 90,"900 to 1,000",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,3,"5,000",80 to 90,"900 to 1,000",Jun-24
CLEMENTIWOODS CONDOMINIUM,WEST COAST ROAD,05,Non-Landed Properties,3,"5,500",140 to 150,"1,500 to 1,600",Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,300",150 to 160,"1,600 to 1,700",Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,650",50 to 60,600 to 700,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"3,500",80 to 90,"900 to 1,000",Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,NA,"3,100",40 to 50,400 to 500,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-Landed Properties,2,"5,000",90 to 100,"900 to 1,000",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,400",60 to 70,700 to 800,Jun-24
LANDRIDGE CONDOMINIUM,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"6,650",170 to 180,"1,800 to 1,900",Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,3,"6,500",110 to 120,"1,200 to 1,300",Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,2,"4,000",100 to 110,"1,100 to 1,200",Jun-24
WATERFRONT @ FABER,FABER WALK,05,Non-Landed Properties,3,"4,400",90 to 100,"1,000 to 1,100",Jun-24
PARC IMPERIAL,PASIR PANJANG ROAD,05,Non-Landed Properties,NA,"2,800",30 to 40,300 to 400,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,3,"5,500",80 to 90,"900 to 1,000",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,300",50 to 60,600 to 700,Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
BUONA VISTA GARDENS,ZEHNDER ROAD,05,Non-Landed Properties,2,"4,300",130 to 140,"1,400 to 1,500",Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,2,"4,600",80 to 90,800 to 900,Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"3,800",90 to 100,"900 to 1,000",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,400",40 to 50,500 to 600,Jun-24
MONTEREY PARK CONDOMINIUM,WEST COAST RISE,05,Non-Landed Properties,3,"5,300",120 to 130,"1,300 to 1,400",Jun-24
ISLAND VIEW,JALAN MAT JAMBOL,05,Non-Landed Properties,3,"10,000",300 to 310,"3,300 to 3,400",Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,800",30 to 40,300 to 400,Jun-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,NA,"3,600",60 to 70,600 to 700,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,3,"7,000",120 to 130,"1,300 to 1,400",Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,500",70 to 80,700 to 800,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"4,072",80 to 90,"900 to 1,000",Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Jun-24
TWIN VEW,WEST COAST VALE,05,Non-Landed Properties,2,"3,200",60 to 70,700 to 800,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,3,"4,500",80 to 90,"900 to 1,000",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"3,850",60 to 70,600 to 700,Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"4,800",110 to 120,"1,200 to 1,300",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,600",70 to 80,800 to 900,Jun-24
THE PEAK@BALMEG,BALMEG HILL,05,Non-Landed Properties,3,"6,900",140 to 150,"1,500 to 1,600",Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,200",50 to 60,500 to 600,Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,750",30 to 40,300 to 400,Jun-24
THE MAYLEA,PASIR PANJANG ROAD,05,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
PEPYS HILL CONDOMINIUM,PEPYS ROAD,05,Non-Landed Properties,4,"10,000",310 to 320,"3,300 to 3,400",Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"3,700",50 to 60,600 to 700,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,500",60 to 70,600 to 700,Jun-24
BIJOU,JALAN MAT JAMBOL,05,Non-Landed Properties,1,"3,400",50 to 60,500 to 600,Jun-24
WHITEHAVEN,PASIR PANJANG ROAD,05,Non-Landed Properties,4,"6,100",140 to 150,"1,500 to 1,600",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",80 to 90,"900 to 1,000",Jun-24
MENDON SPRING,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"4,600",90 to 100,"1,000 to 1,100",Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",60 to 70,700 to 800,Jun-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"4,600",70 to 80,800 to 900,Jun-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"4,250",60 to 70,600 to 700,Jun-24
REGENT PARK,JALAN LEMPENG,05,Non-Landed Properties,2,"3,900",70 to 80,800 to 900,Jun-24
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,4,"7,700",140 to 150,"1,500 to 1,600",Jun-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"4,400",100 to 110,"1,100 to 1,200",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,1,"3,100",40 to 50,400 to 500,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,000",60 to 70,600 to 700,Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,300",50 to 60,600 to 700,Jun-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"5,300",110 to 120,"1,200 to 1,300",Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,500",30 to 40,400 to 500,Jun-24
THE VISION,WEST COAST CRESCENT,05,Non-Landed Properties,2,"4,000",80 to 90,"900 to 1,000",Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,2,"1,900",70 to 80,700 to 800,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,750",50 to 60,600 to 700,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,3,"5,000",80 to 90,"900 to 1,000",Jun-24
THE VISION,WEST COAST CRESCENT,05,Non-Landed Properties,3,"5,400",120 to 130,"1,300 to 1,400",Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"3,300",90 to 100,"900 to 1,000",Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"3,900",50 to 60,600 to 700,Jun-24
WESTPOINT CONDOMINIUM,PEPYS ROAD,05,Non-Landed Properties,4,"7,969",210 to 220,"2,300 to 2,400",Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,4,"6,700",130 to 140,"1,400 to 1,500",Jun-24
HORIZON RESIDENCES,PASIR PANJANG HILL,05,Non-Landed Properties,3,"6,000",130 to 140,"1,400 to 1,500",Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,900",30 to 40,400 to 500,Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"4,000",60 to 70,700 to 800,Jun-24
BIJOU,JALAN MAT JAMBOL,05,Non-Landed Properties,1,"3,550",50 to 60,600 to 700,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,3,"6,800",120 to 130,"1,300 to 1,400",Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,3,"5,250",110 to 120,"1,200 to 1,300",Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,1,"3,300",40 to 50,400 to 500,Jun-24
BUONA VISTA GARDENS,ZEHNDER ROAD,05,Non-Landed Properties,2,"4,100",110 to 120,"1,200 to 1,300",Jun-24
BIJOU,JALAN MAT JAMBOL,05,Non-Landed Properties,1,"3,500",50 to 60,500 to 600,Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Jun-24
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,2,"3,800",80 to 90,"900 to 1,000",Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,1,"3,000",40 to 50,400 to 500,Jun-24
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"3,600",50 to 60,500 to 600,Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,200",40 to 50,400 to 500,Jun-24
WATERFRONT @ FABER,FABER WALK,05,Non-Landed Properties,2,"3,000",60 to 70,700 to 800,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,1,"2,800",40 to 50,400 to 500,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,000",40 to 50,500 to 600,Jun-24
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,2,"4,000",90 to 100,"900 to 1,000",Jun-24
HERITAGE VIEW,DOVER RISE,05,Non-Landed Properties,3,"5,500",100 to 110,"1,100 to 1,200",Jun-24
VILLAGE @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,000",80 to 90,"900 to 1,000",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,400",60 to 70,600 to 700,Jun-24
THE PARC CONDOMINIUM,WEST COAST WALK,05,Non-Landed Properties,2,"4,100",90 to 100,"900 to 1,000",Jun-24
THE ROCHESTER RESIDENCES,ROCHESTER DRIVE,05,Non-Landed Properties,1,"4,000",80 to 90,800 to 900,Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,2,"4,800",100 to 110,"1,100 to 1,200",Jun-24
WHITEHAVEN,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,100",130 to 140,"1,400 to 1,500",Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,2,"4,400",60 to 70,600 to 700,Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,2,"4,200",110 to 120,"1,200 to 1,300",Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"3,900",50 to 60,600 to 700,Jun-24
KENT RIDGE HILL RESIDENCES,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,3,"5,600",100 to 110,"1,000 to 1,100",Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"3,750",90 to 100,"900 to 1,000",Jun-24
TWIN VEW,WEST COAST VALE,05,Non-Landed Properties,1,"3,300",50 to 60,500 to 600,Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"4,300",60 to 70,700 to 800,Jun-24
THE ESTRELLA,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"6,600",150 to 160,"1,600 to 1,700",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"4,300",60 to 70,700 to 800,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,800",60 to 70,600 to 700,Jun-24
WHISTLER GRAND,WEST COAST VALE,05,Non-Landed Properties,2,"3,850",50 to 60,600 to 700,Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"3,000",30 to 40,300 to 400,Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"4,200",80 to 90,"900 to 1,000",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,4,"7,500",120 to 130,"1,300 to 1,400",Jun-24
THE ORIENT,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"3,000",50 to 60,600 to 700,Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Jun-24
DOVER PARKVIEW,DOVER RISE,05,Non-Landed Properties,2,"4,500",80 to 90,"900 to 1,000",Jun-24
BAYVILLE CONDOMINIUM,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,3,"4,400",110 to 120,"1,100 to 1,200",Jun-24
CARABELLE,WEST COAST WAY,05,Non-Landed Properties,2,"4,500",80 to 90,800 to 900,Jun-24
LUXE VILLE,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"4,800",110 to 120,"1,200 to 1,300",Jun-24
VIVA VISTA,SOUTH BUONA VISTA ROAD,05,Non-Landed Properties,1,"2,700",30 to 40,400 to 500,Jun-24
THE FOLIAGE,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,200",100 to 110,"1,000 to 1,100",Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"4,750",110 to 120,"1,200 to 1,300",Jun-24
BOTANNIA,WEST COAST PARK,05,Non-Landed Properties,3,"4,500",110 to 120,"1,200 to 1,300",Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"3,300",40 to 50,500 to 600,Jun-24
SEAHILL,WEST COAST CRESCENT,05,Non-Landed Properties,1,"3,800",60 to 70,700 to 800,Jun-24
VARSITY PARK CONDOMINIUM,WEST COAST ROAD,05,Non-Landed Properties,3,"6,600",150 to 160,"1,600 to 1,700",Jun-24
THE CLEMENT CANOPY,CLEMENTI AVENUE 1,05,Non-Landed Properties,2,"3,800",60 to 70,700 to 800,Jun-24
HUNDRED TREES,WEST COAST DRIVE,05,Non-Landed Properties,2,"4,400",80 to 90,"900 to 1,000",Jun-24
MURANO,PASIR PANJANG ROAD,05,Non-Landed Properties,4,"5,500",180 to 190,"2,000 to 2,100",Jun-24
THE PEAK@BALMEG,BALMEG HILL,05,Non-Landed Properties,4,"5,675",160 to 170,"1,700 to 1,800",Jun-24
ONE-NORTH RESIDENCES,ONE-NORTH GATEWAY,05,Non-Landed Properties,1,"4,200",100 to 110,"1,100 to 1,200",Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,2,"3,500",60 to 70,700 to 800,Jun-24
WESTCOVE CONDOMINIUM,WEST COAST CRESCENT,05,Non-Landed Properties,2,"4,400",100 to 110,"1,000 to 1,100",Jun-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,4,"8,200",130 to 140,"1,400 to 1,500",Jun-24
WATERFRONT @ FABER,FABER WALK,05,Non-Landed Properties,2,"3,500",60 to 70,600 to 700,Jun-24
THE TRILINQ,JALAN LEMPENG,05,Non-Landed Properties,2,"3,700",60 to 70,700 to 800,Jun-24
ICON @ PASIR PANJANG,PASIR PANJANG ROAD,05,Non-Landed Properties,2,"3,500",50 to 60,600 to 700,Jun-24
PARC CLEMATIS,JALAN LEMPENG,05,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
THE STELLAR,WEST COAST ROAD,05,Non-Landed Properties,3,"5,700",120 to 130,"1,300 to 1,400",Jun-24
BLUE HORIZON,WEST COAST CRESCENT,05,Non-Landed Properties,3,"5,000",100 to 110,"1,100 to 1,200",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,2,"3,700",60 to 70,600 to 700,Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,4,"7,500",120 to 130,"1,300 to 1,400",Jun-24
TWIN VEW,WEST COAST VALE,05,Non-Landed Properties,3,"6,290",90 to 100,"1,000 to 1,100",Jun-24
NORMANTON PARK,NORMANTON PARK,05,Non-Landed Properties,1,"3,250",40 to 50,500 to 600,Jun-24
THE VERANDAH RESIDENCES,PASIR PANJANG ROAD,05,Non-Landed Properties,3,"5,300",80 to 90,"900 to 1,000",Jun-24
PARC RIVIERA,WEST COAST VALE,05,Non-Landed Properties,2,"3,600",60 to 70,600 to 700,Jun-24
